Time,yaw_world,delta_position_x_world,delta_position_y_world,delta_yaw,Theta_calculated,linear_velocity_x,world_velocity_x,world_velocity_y,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw,twist.twist.linear.x,odom_world_velocity_x,odom_world_velocity_y,odom_angular_velocity,odom_yaw_world
0.402,3.141474467698053,-3.639847244123544e-06,-1.0468319145050111e-05,-1.9369592298534855e-05,3.1415911668236025,0.00014159403892496846,-0.00014159403892481195,2.105172298822484e-10,-9.59306639456644e-05,0.00425893904265184,-0.0030280972472235762,-4.7150814962283836e-06,8.193795588222977e-12,-3.194491109390625e-06,0.0002237213039842,-0.00022372130268856588,2.4077414879804008e-08,-0.0006801215953799,3.141485031228858
0.43600000000000005,3.1414729971240787,-1.2939482821622966e-06,8.164599835233308e-08,-1.4705739741494028e-06,3.141587972332493,5.388129826264417e-05,-5.388129826205379e-05,2.5223222083228926e-10,-0.00036722822392257887,-0.0026340162361058344,-0.008147073873180614,-1.7942472320707977e-06,1.695453064313922e-11,-1.2228699856621878e-05,4.641983189345858e-07,-4.641983155343703e-07,5.61849501361112e-11,8.101221589965119e-05,3.141471617067295
0.47000000000000003,3.141481015045764,8.239045814519008e-08,-5.175692636931354e-07,8.017921685254947e-06,3.1415757436326364,-2.897474317635158e-06,2.8974743172208966e-06,-4.899616657201996e-11,8.289301008046169e-05,-0.0017050682456540337,0.013517154174265482,9.648589476734e-08,-1.368515262127329e-12,2.7603372356793744e-06,-2.559123043124821e-06,2.5591230260067048e-06,-2.9599785652505487e-10,0.0002659181641272,3.141476989804896
0.504,3.1414912933117742,1.0508596684846547e-07,-6.678618606056143e-07,1.0278266010299575e-05,3.141578503969872,-2.1427233637927974e-06,2.142723363578298e-06,-3.0318721192932055e-11,0.00022490471895337833,2.2665193809079893e-05,0.004264615882069568,7.135268801093581e-08,-6.463641465219043e-13,7.4893271411474995e-06,-3.12456290983914e-06,3.1245628922807298e-06,-3.312472120856207e-10,0.0003244114570628,3.14148663965368
0.538,3.141502136144126,1.1072194315651235e-07,-7.054871436940197e-07,1.0842832351976028e-05,3.141585993297013,-9.723744030990702e-07,9.723744030775033e-07,-6.476298216448501e-12,0.0002540278390994371,3.5145614435247056e-05,0.0008745681725543176,3.238006762284413e-08,-3.511645748634946e-14,8.459127042011256e-06,-3.266228123927207e-06,3.2662281089853975e-06,-3.124207367861036e-10,0.000338648051348,3.141497001747543
0.5720000000000001,3.1415131278642483,1.122155111861842e-07,-7.154076949601357e-07,1.0991720122088822e-05,3.141502136144126,-2.58115208950478e-07,2.581152078930564e-07,-2.3363929370103157e-11,0.00026340827256965085,2.1449225049507276e-05,0.00028169469880521734,8.59523645783189e-09,6.472901107995331e-14,8.771495476569375e-06,-3.30538830680467e-06,3.305388294855466e-06,-2.8105786112803684e-10,0.0003425869824477,3.141507623379912
0.606,3.141524159355125,1.1262134158498446e-07,-7.180537120536974e-07,1.103149087677835e-05,3.1415131278642483,3.728085347027164e-07,-3.7280853352383227e-07,2.964786918032822e-11,0.0002729779793050676,1.8946658968564392e-05,0.0002873785806431451,-1.2414524203948674e-08,-2.043634650792552e-13,9.090166710858752e-06,-3.3164910215220563e-06,3.316491012438483e-06,-2.4546115384670423e-10,0.0003436995513443,3.1415186412820626
0.64,3.1415352017305884,1.127392286288578e-07,-7.187739533531107e-07,1.1042375463343745e-05,3.141524159355125,9.824856207882741e-07,-9.824856184836281e-07,6.729460061574633e-11,0.00026318618599228613,1.83086212037705e-05,-0.0002940478472306741,-3.2716771162297803e-08,-8.306384229796419e-13,8.764099993543128e-06,-3.319548566498902e-06,3.319548559848686e-06,-2.1012240774829242e-10,0.0003440020956352,3.1415293551009538
0.674,3.141546247343327,1.1278088053127441e-07,-7.189843506087571e-07,1.1045612738680433e-05,3.1415352017305884,1.6489263199279393e-06,-1.6489263172066204e-06,9.473388271950041e-11,0.00025930016344808543,2.001323420839835e-05,-0.00011669737369972074,-5.4909246420472003e-08,-1.871755917616264e-12,8.634695442821246e-06,-3.3205497213188648e-06,3.3205497167289474e-06,-1.745912341525092e-10,0.0003440975198595,3.1415400745746043
0.7080000000000001,3.141557294168577,1.1280234743938325e-07,-7.190597432097277e-07,1.104682525010503e-05,3.141546247343327,2.4981606026666713e-06,-2.4981605999767272e-06,1.1593025659772924e-10,0.00026092307510945943,2.5502531013175133e-05,4.8736085927147215e-05,-8.318874799312563e-08,-3.5563091829326105e-12,8.688738401145e-06,-3.320996448555405e-06,3.3209964456910965e-06,-1.3793011272171477e-10,0.0003441367543164,3.141551120840542
