Theta_calculated,yaw_world,linear_velocity_x,world_velocity_x,world_velocity_y,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,delta_position_x_world,delta_position_y_world,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw,twist.twist.linear.x,Time,odom_world_velocity_x,odom_world_velocity_y,odom_angular_velocity,odom_yaw_world
3.141589674640039,3.141493847029567,-2.2863119533783898e-07,2.2863119533682453e-07,-6.810808431318282e-13,4.904974386880697e-06,6.268449006398269e-05,0.0004213341119075,9.151707323299518e-07,5.1170258803736366e-09,6.858013490429471e-08,7.613418811579089e-09,-6.815453323505024e-15,1.6333564708312722e-07,-2.251884903805545e-05,0.366,2.2518848928031123e-05,-2.2260374079397708e-09,5.750069366872379e-06,3.1414938014056606
3.141589837975686,3.141473616419761,0.0001415940389249,-0.0001415940389244,3.9867417350922234e-10,-9.59306639456644e-05,0.0042589390426518,-0.0030280972472235,-4.35026319310812e-06,-1.0422371767628871e-05,-2.023060980604896e-05,-4.7150814962218e-06,1.1367453425051792e-11,-3.194491109390625e-06,0.0002237213039842,0.4,-0.0002237213026885,2.4077414879804008e-08,-0.0006801215953799,3.141485031228858
3.1415866434845765,3.1414735067220634,5.388129826264417e-05,-5.388129826167104e-05,3.238322717708982e-10,-0.0003672282239225,-0.0026340162361058,-0.0081470738731806,-6.702249796862805e-07,2.960111980381821e-09,-1.0969769759228143e-07,-1.794247232058979e-06,1.8162262907194774e-11,-1.2228699856621878e-05,4.641983189345858e-07,0.434,-4.641983155343703e-07,5.6184950136111195e-11,8.101221589965119e-05,3.141471617067295
3.14157441478472,3.141481873144065,-2.897474317635158e-06,2.89747431715323e-06,-5.2846469281796085e-11,8.289301008046169e-05,-0.001705068245654,0.0135171541742654,8.626545967578035e-08,-5.407154391932501e-07,8.366422001859776e-06,9.6485894766397e-08,-1.4334590523744638e-12,2.7603372356793744e-06,-2.559123043124821e-06,0.468,2.5591230260067048e-06,-2.9599785652505487e-10,0.0002659181641272,3.141476989804896
3.1415771751219554,3.141492237451656,-2.1427233637927974e-06,2.142723363536117e-06,-3.316607467043047e-11,0.0002249047189533,2.2665193809079893e-05,0.0042646158820695,1.0593670749046129e-07,-6.735932512232762e-07,1.0364307590826629e-05,7.135268801048457e-08,-6.94392818289556e-13,7.4893271411474995e-06,-3.12456290983914e-06,0.502,3.1245628922807298e-06,-3.312472120856207e-10,0.0003244114570628,3.14148663965368
3.141584664449097,3.141503102655628,-9.723744030990702e-07,9.723744030680388e-07,-7.76843591568842e-12,0.0002540278390994,3.5145614435247056e-05,0.0008745681725543,1.1094596174491407e-07,-7.069781236644555e-07,1.0865203972088013e-05,3.238006762281316e-08,-5.691210269767686e-14,8.459127042011256e-06,-3.266228123927207e-06,0.536,3.266228108985397e-06,-3.1242073678610355e-10,0.000338648051348,3.141497001747543
3.141503102655628,3.1415141003309666,-2.58115208950478e-07,2.581152079155173e-07,-2.3114458052837218e-11,0.0002634082725696,2.144922504950728e-05,0.0002816946988052,1.122756977918818e-07,-7.158042375826587e-07,1.0997675338408897e-05,8.595236457873514e-09,5.894348643600229e-14,8.771495476569375e-06,-3.30538830680467e-06,0.5700000000000001,3.305388294855466e-06,-2.8105786112803684e-10,0.0003425869824477,3.141507623379912
3.1415141003309666,3.141525133429762,3.728085347027164e-07,-3.7280853355248766e-07,2.9285325289177843e-11,0.000272977979305,1.8946658968564392e-05,0.0002873785806431,1.1263819829025053e-07,-7.181604314326774e-07,1.1033098795465436e-05,-1.241452420408342e-08,-1.960071533457579e-13,9.090166710858752e-06,-3.3164910215220563e-06,0.6040000000000001,3.316491012438483e-06,-2.4546115384670423e-10,0.0003436995513443,3.1415186412820626
3.141525133429762,3.141536176262296,9.82485620788274e-07,-9.824856185487118e-07,6.633758629358129e-11,0.0002631861859922,1.83086212037705e-05,-0.0002940478472306,1.1274461278205224e-07,-7.18803947272841e-07,1.1042832533725289e-05,-3.271677116284951e-08,-8.086165614660706e-13,8.764099993543128e-06,-3.319548566498902e-06,0.638,3.319548559848686e-06,-2.101224077482924e-10,0.0003440020956352,3.1415293551009538
3.141536176262296,3.141547222027415,1.6489263199279393e-06,-1.6489263172981586e-06,9.312695174028406e-11,0.000259300163448,2.001323420839835e-05,-0.0001166973736997,1.1278322719753513e-07,-7.189940299591789e-07,1.1045765119455096e-05,-5.490924642171943e-08,-1.8347950661794567e-12,8.634695442821246e-06,-3.3205497213188648e-06,0.672,3.3205497167289474e-06,-1.745912341525092e-10,0.0003440975198595,3.1415400745746043
3.141547222027415,3.141558268924359,2.4981606026666718e-06,-2.498160600088536e-06,1.1349533921134285e-10,0.0002609230751094,2.5502531013175133e-05,4.8736085927147215e-05,1.1280388977075173e-07,-7.190640417614105e-07,1.1046896943867068e-05,-8.318874799550056e-08,-3.5003144246120404e-12,8.688738401145e-06,-3.320996448555405e-06,0.7060000000000001,3.3209964456910965e-06,-1.3793011272171474e-10,0.0003441367543164,3.141551120840542
3.141558268924359,3.141569316476128,3.342323639738733e-06,-3.34232363776291e-06,1.1492468010246121e-10,0.0002448148208421,2.5350241353515376e-05,-0.0004837313593796,1.1281979781039597e-07,-7.19102235151625e-07,1.1047551768506024e-05,-1.1129937706074129e-07,-5.620319233768563e-12,8.152333534042493e-06,-3.321273219467037e-06,0.74,3.321273217890614e-06,-1.0233015409654867e-10,0.0003441592453389,3.1415618430700465
