odom_world_velocity_x,odom_world_velocity_y,odom_angular_velocity,delta_position_x_world,delta_position_y_world,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw
-0.103069626320574,0.1241513610933462,-0.022137853358729,-0.0034773724144991,0.0041823504369424,-0.0005564876065244,-0.0036850726692005,0.0038529672888451,-0.0004046115747012
-0.1646806661435935,0.1412258238328191,-0.0520405194667392,-0.0056432984639727,0.0048458197980782,-0.0024426601053875,-0.0059388222559776,0.0045275849059139,-0.0031425698634703
5.2733549457367745e-05,-4.56683055649193e-05,0.002141315854719,7.588246875345206e-05,-6.450871964758242e-05,0.0054667583458027,-1.1205051673336825e-07,8.504455672457691e-08,6.729013622681634e-05
-0.1389026793148765,0.1385064137444751,0.0569740885729578,-0.0047225500977384,0.0047127834117171,0.001981717314976,-0.0048937096808037,0.0042675379227475,0.0018528010260788
-0.1467121884545059,0.1336529802192496,-0.0593448766033057,-0.0050010344872687,0.0045479111285477,-0.002212385496656,-0.0053826447085521,0.0042690969599275,0.002285675257491
0.00011020071415820953,-9.529135885855133e-05,0.0020926420406612,3.155850395231141e-06,-3.893210680505632e-06,6.913244147011001e-05,3.3346365796594258e-06,-2.5268879342350465e-06,6.838411893630437e-05
-0.1661024073941818,0.1432770170324266,0.0509753231720093,-0.0056431849327236,0.0048734541030515,0.0017222840569157,-0.0057472565636441,0.0044200835742858,0.0017057393386362
2.1170904843104132e-06,-2.1169821012440027e-06,0.00033790511978800016,-4.29300428398012e-07,-5.808718547715627e-07,1.0864734594662195e-05,-3.0287431432453624e-08,3.027445995700569e-08,9.672883128789388e-06
-0.166864088481794,0.1445043084183192,-0.0826307862782683,-0.005673421156638,0.0049137548501492,-0.002814095972794,-0.0057691655919748,0.0044007693137856,-0.0027195339983698
-0.1564125869419073,0.1418260363389147,-0.0154823707442534,-0.0053308278687029,0.004825352815482,-0.00020752693224319999,-0.0056768272873529,0.0045250463696723,-0.0012990061710355
2.1156949613632126e-06,-2.1157218535461375e-06,0.0003378638677699001,-4.2928579331059924e-07,-5.807746964233557e-07,1.0863529126936555e-05,-5.440540727773626e-08,5.438512689746765e-08,9.163496581799988e-06
2.099225005242067e-06,-2.100101937060894e-06,0.0003363027147533001,-4.2646927186570927e-07,-5.765458184359834e-07,1.0787991995719892e-05,9.819609895111845e-08,-9.819966743779688e-08,7.088199325927496e-06
-0.1461525996112519,0.1325722764550922,-0.0087570590205204,-0.0049725781546265,0.0045093804311763,-0.0002881950717732,-0.0052525234334991,0.0041723377146887,-0.0002015749254352
-0.112875744793184,0.1160206392277566,-0.1166893138404216,-0.0039496500995998,0.0040700085491586,-0.0041600506043266,-0.0048786505618667,0.0048479431195911,0.0012915928813599
-0.1637023584085437,0.135803391761414,0.0556617759027182,-0.0055315454643148,0.0045910382579184,0.0023504046772973,-0.0058416401163847,0.004302994738055,-0.0009126022334655
0.00011023991891428997,-9.533818932078164e-05,0.0020934731875189,3.157501215156344e-06,-3.894866340781178e-06,6.916475804841227e-05,3.3352712227010105e-06,-2.527727975905952e-06,6.840815658204492e-05
-0.1538314956252131,0.1407881002219641,-0.0103776415902224,-0.0052894677709492,0.0048399549515937,-0.0003193633654072,-0.0053902322699104,0.0042672122963793,-0.0003329942160713
-0.1604612213337899,0.1467561430143153,0.0081020770949584,-0.0054367437835937,0.0049724953562451,0.0005578405717954001,-0.0058530727090547,0.0046437262067445,-0.0006995536984956
