Time,yaw_world,delta_position_x_world,delta_position_y_world,delta_yaw
0.275,0.784994534174275,0.0,0.0,0.0
0.309,0.784986699630926,-5.401408382389034e-07,-6.28856874902977e-07,-7.834543348961276e-06
0.343,0.7849790659533584,-7.988442797374727e-07,-7.795103102686655e-07,-7.633677567620012e-06
0.377,0.7849709748704582,-1.0217556752627373e-06,-9.957160244946329e-07,-8.091082900230084e-06
0.411,0.7849548757170801,-4.006772643449197e-06,1.0030521857217875e-05,-1.6099153378079652e-05
0.445,0.7849526843984598,1.7046730262874377e-07,3.964943335811772e-07,-2.191318620337057e-06
0.479,0.7849606756342312,-4.232623020848317e-07,3.1951412723637065e-07,7.991235771442895e-06
0.513,0.7849708104618786,-5.3778644615223e-07,4.053903857022603e-07,1.0134827647334532e-05
0.547,0.7849814695689495,-5.658127007952297e-07,4.263921391648748e-07,1.0659107070987162e-05
0.5810000000000001,0.7849922591019654,-5.727901482657262e-07,4.316100947637275e-07,1.0789533015809203e-05
0.615,0.7850030812957758,-5.745441714320211e-07,4.329082379161617e-07,1.082219381043359e-05
0.649,0.7850139119136189,-5.750032738079287e-07,4.332345569157612e-07,1.0830617843127222e-05
0.683,0.7850247449449022,-5.751412112827391e-07,4.3331986293668884e-07,1.0833031283241644e-05
0.7170000000000001,0.7850355788988735,-5.751994662643069e-07,4.333453856517075e-07,1.0833953971389755e-05
0.751,0.7850464134056383,-5.752379260812353e-07,4.333560675241931e-07,1.0834506764756393e-05
0.785,0.7850572483732732,-5.752714450466163e-07,4.333630545965729e-07,1.0834967634876236e-05
0.8190000000000001,0.7850680837788043,-5.753037097817708e-07,4.3336911208051443e-07,1.0835405531151032e-05
0.8530000000000001,0.7850789196163732,-5.75335637364744e-07,4.333749269208771e-07,1.083583756888995e-05
0.887,0.7850897558843828,-5.753674577348676e-07,4.333806705269888e-07,1.0836268009573049e-05
0.921,0.7851005925823066,-5.753992302435368e-07,4.3338638641308644e-07,1.0836697923788384e-05
0.955,0.7851114297098974,-5.754309717101967e-07,4.3339208627814565e-07,1.083712759086808e-05
0.989,0.7851222672669899,-5.754626881925018e-07,4.333977738383774e-07,1.083755709241352e-05
1.023,0.7851331052534496,-5.754943829630078e-07,4.334034507890404e-07,1.0837986459732996e-05
1.057,0.7851439436691593,-5.7552605835752e-07,4.334091182073979e-07,1.0838415709701898e-05
1.091,0.7851547825140158,-5.755577163727051e-07,4.334147769872662e-07,1.0838844856531082e-05
1.125,0.7851656217879274,-5.755893588248184e-07,4.334204279296522e-07,1.083927391154482e-05
1.159,0.7851764614908128,-5.756209873228162e-07,4.3342607174840123e-07,1.083970288540126e-05
1.193,0.7851873016226004,-5.756526032878705e-07,4.334317090571634e-07,1.084013178764831e-05
1.227,0.785198142183227,-5.75684208094316e-07,4.3343734048607524e-07,1.084056062661265e-05
1.261,0.7852089831726365,-5.757158028588776e-07,4.334429665048284e-07,1.0840989409510726e-05
1.295,0.7852198245907799,-5.757473887477368e-07,4.334485876589765e-07,1.0841418143336943e-05
1.329,0.7852306664376152,-5.757789666906882e-07,4.334542043483818e-07,1.0841846835307756e-05
1.363,0.7852415087131382,-5.758105390066237e-07,4.334598185814186e-07,1.0842275523059716e-05
1.397,0.785252351419438,-5.75842186047084e-07,4.334655533027119e-07,1.0842706299807324e-05
1.431,0.7852603594509009,2.86528774795557e-06,4.003911725088039e-06,8.00803146283613e-06
1.465,0.7849121011972533,0.0003654915138995,0.0003668406895563,-0.0003482582536475
1.499,0.7839733452925819,0.0009785764703245,0.0009780648219671,-0.0009387559046714
1.533,0.7824425014196941,0.0015931249472453,0.0015875755497005,-0.0015308438728878
1.5670000000000002,0.7803223640241044,0.0022042723385041,0.0021880341688833,-0.0021201373955896
1.601,0.7776254815076135,0.0027985227786605,0.002764015027449,-0.0026968825164909
1.635,0.7743809180653884,0.0033512039269151,0.0032896095504404,-0.003244563442225
1.669,0.7706431790913062,0.0038283106614901,0.003731238874872,-0.0037377389740822
1.703,0.7664796769073046,0.0041917460174471,0.0040527696752029,-0.0041635021840016
1.737,0.7619608395821528,0.00441323663372,0.0042235396868754,-0.0045188373251517
1.771,0.7571918559301397,0.0044682741138099,0.0042376271621576,-0.004768983652013
1.805,0.7522591987316054,0.0044842616765172,0.0042334357539337,-0.0049326571985343
1.839,0.7470700598264615,0.0046564479690309,0.0043422826383267,-0.0051891389051439
1.873,0.7425241455786449,0.0049203543556058,0.004536906871966,-0.0045459142478165
1.907,0.741394008597607,0.0051725320369213,0.0047391893128081,-0.0011301369810379
1.941,0.7421275604753955,0.0054785493154677,0.0050199634750848,0.0007335518777885
1.975,0.7431859852501153,0.005498844491693,0.0050485834271845,0.0010584247747197
2.009,0.7442297326420129,0.0054275604183728,0.0049940479941595,0.0010437473918976
2.043,0.7451351013617163,0.0052180515664887,0.004809869126213,0.0009053687197034
2.077,0.7458988925075858,0.0052108374123523,0.0048113707957694,0.0007637911458694
2.111,0.7470191691748571,0.005209037428467,0.0048172171191712,0.0011202766672713
2.145,0.7485876860084205,0.0052025219305373,0.0048237256172436,0.0015685168335634
2.179,0.7501507588708406,0.0051990385852004,0.004833047249829,0.00156307286242
2.213,0.7517170901464054,0.0051903719561887,0.0048372005644638,0.0015663312755648
2.247,0.7531041374864732,0.005174467288693,0.0048324085917289,0.0013870473400677
2.281,0.7546105582394805,0.0051360856793551,0.0048274300427419,0.0015064207530073
2.315,0.7564200404976874,0.0051208637759184,0.0048272343905364,0.0018094822582068
2.349,0.757161375345765,0.0049202980067449,0.0046477158961715,0.0007413348480775
