Theta_calculated,yaw_world,linear_velocity_x,world_velocity_x,world_velocity_y,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,delta_position_x_world,delta_position_y_world,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw,twist.twist.linear.x,Time,odom_world_velocity_x,odom_world_velocity_y,odom_angular_velocity,odom_yaw_world
2.356165496235991,2.3559812034490406,-3.419008865987612e-05,2.417534257145476e-05,-2.4176744489757037e-05,-0.0004470800890762,-0.0007694722303334,-0.0073942495494502,6.976353945915663e-07,-7.093831009712982e-07,-7.661037733974752e-06,8.050433946306441e-07,-8.050811047344473e-07,-1.488776696623969e-05,-2.952448913010113e-05,0.327,2.0872527666554388e-05,-2.088140433980391e-05,-0.000249323865134,2.35598189528956
2.3561506084690245,2.3559731111406323,-6.6722576985867805e-06,4.7177916260404025e-06,-4.718205693864313e-06,-0.0001288036791938,0.0008263612901288,0.0095578501466199,9.092150315003108e-07,-9.33948472319618e-07,-8.092308408258475e-06,1.5710416940644016e-07,-1.5711454148079828e-07,-4.289162517154252e-06,-3.837056066661818e-05,0.361,2.7126103004879465e-05,-2.713806296770821e-05,-0.0002612384643409,2.3559740876039936
2.3561463193065078,2.355959313641964,0.0001832161399587,-0.0001295471341365,0.0001295596155381,0.0004617349301135,0.0057023542840036,0.017733892171393,-9.9097829783768e-06,-4.824912122418019e-06,-1.379749866847746e-05,-4.314008894605316e-06,4.314245876313337e-06,1.5375773172781828e-05,0.0002234878327228,0.395,-0.0001579929851833,0.0001580665303218,-0.0006731666895277,2.3559617962422084
2.35616169507968,2.355950868602325,3.775119240244595e-05,-2.669324869448389e-05,2.6694999568101266e-05,-0.0004245794079461,-0.004368316743432,-0.0266160461879784,-6.019207661033671e-08,6.632310158224963e-07,-8.445039638704799e-06,-8.888904689206305e-07,8.889381985306768e-07,-1.4138494284605629e-05,8.021378912097824e-07,0.429,-5.670588754511503e-07,5.673353754936787e-07,3.167435914721859e-05,2.355950747739646
2.3561475565853955,2.355957108735565,-7.840459100585564e-06,5.543781589655179e-06,-5.544301993412271e-06,2.002574005765755e-05,-0.0013691186637547,0.0133515059460592,-2.441793885933283e-07,-3.346961184856108e-07,6.2401332403538845e-06,1.846103917301358e-07,-1.846227916606375e-07,6.668571439199965e-07,-2.285448022158091e-06,0.463,1.6156697097926788e-06,-1.6164417870262984e-06,0.0002559903932433,2.3559556131549364
2.3561482234425397,2.355966841640853,-7.464793750382887e-06,5.278162060702498e-06,-5.27865049010788e-06,0.0001534793380869,1.1281241747828128e-05,0.0040076155564365,-3.842299945979941e-07,-5.20416906020069e-07,9.73290528794024e-06,1.7576553394044362e-07,-1.757763241991841e-07,5.110861958296874e-06,-2.811015294146252e-06,0.497,1.987231826417771e-06,-1.988144021945199e-06,0.0003178082220439,2.355965028741098
2.356153334304498,2.355977421150284,-5.648331423216217e-06,3.9938090728393415e-06,-3.994137823886138e-06,0.0001929338896251,5.454841823323334e-05,0.001184821367511,-4.181235704094064e-07,-5.654538829166084e-07,1.0579509430286294e-05,1.329960007139367e-07,-1.330026310810021e-07,6.424698524516255e-06,-2.9379423421911405e-06,0.531,2.076983374842636e-06,-2.0778944310688306e-06,0.0003325143534065,2.355975216304122
2.356159759003022,2.3559882091422795,-4.170353700828818e-06,2.948782961727451e-06,-2.9489877983203822e-06,0.0002128588386164,4.438371538700899e-05,0.0005983468165564,-4.2646927186614273e-07,-5.765458184355531e-07,1.0787991995719892e-05,9.819609895111845e-08,-9.819966743779688e-08,7.088199325927496e-06,-2.969372622056576e-06,0.5650000000000001,2.099225005237554e-06,-2.100101937050804e-06,0.0003363027147533,2.3559856634416407
2.3561668472023483,2.355999048716522,-2.945794069315317e-06,2.082933381497804e-06,-2.083048541694462e-06,0.0002309551139995,3.677356250791291e-05,0.0005434316931864,-4.285259865943578e-07,-5.792988058950736e-07,1.083957424263815e-05,6.936285127898675e-08,-6.936434680715082e-08,7.690805296184999e-06,-2.978030311606808e-06,0.5990000000000001,2.1053684541865238e-06,-2.1062023190959577e-06,0.0003372975909959,2.3559964963930176
2.3561745380076444,2.3560099012851703,-1.6964687795991133e-06,1.1995606435539631e-06,-1.1996085122200936e-06,0.000230701056557,3.751727596745358e-05,-7.629352627958617e-06,-4.290358646846272e-07,-5.800010123230611e-07,1.0852568648189733e-05,3.9946042867276286e-08,-3.9946290037646325e-08,7.682345183349381e-06,-2.980612170259712e-06,0.633,2.1072159433006385e-06,-2.108006137989145e-06,0.0003375490404852,2.356007028022141
