world_velocity_x,world_velocity_y,angular_velocity_yaw,delta_position_x_world,delta_position_y_world,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw
-0.151592841549344,-0.1663821249704847,0.0635644934421254,-0.0052776679985664,-0.0052907496921814,0.0021099360189711,-0.0050420052663521,-0.0055460166592571,0.0021166976316227
0.2242266127998352,-0.0161447525430549,0.0164777941012304,0.0074742632119014,-0.0004121489564937,0.0006969636329322,0.0074668936546983,-0.000535567171581,0.0005487105435709
-0.1691063870027425,0.1381036296249861,0.0168101398250226,-0.0055236212554847,0.0049791110567078,0.0007233275092128001,-0.0056325894033084,0.0045972011841857,0.0005597776561732
-0.1583949489744165,0.1332147428474042,-0.0740588344091498,-0.0051006403206639,0.0049282061412032,-0.0023811862703593,-0.0052691342823695,0.0044424817899647,-0.0024661591858246
0.2171626228982138,-0.0166780498908254,-0.007847097578543098,0.0074630261481243,-0.000518894572225,-0.0002694118155754,0.0072314430343833,-0.0005563195052427,-0.0002613083493654
0.1127831054604974,0.0227192797522304,0.1760834429466703,0.0038203680496244003,0.0007557746516333999,0.0060288200054967,0.0037534373814656,0.0007675607760112,0.0058635786501241
-0.0132565543935394,-0.2177704068586426,-0.0223025835946431,-0.0004053583717604,-0.0074873786761864,-0.0007931678478766998,-0.0004441259666967,-0.0072515905760527,-0.0007426760337016
0.2129844750632152,0.0064261475886533,0.23271621897276,0.0068233647103157,-1.651576404729238e-05,0.0074023832728208,0.0070914827349799,0.0002414737622096,0.0077494500917929
0.1515704103824557,-0.15737183729343768,0.0879240346939083,0.0050600297614789,-0.0054608432543328,0.0028964779607548,0.0050550290581834,-0.005233018282509,0.0029278703553071
-0.1327579019254775,-0.1514263118432097,0.0371042539709964,-0.0046702636077893,-0.0049182834474603,-2.013103321818477e-06,-0.0044175682813369,-0.0050453604763324,0.0012355716572341
0.1445097130191545,-0.15590291643807339,0.0393982991055994,0.0044353924090279,-0.0050675051500361,-0.0022159057987803,0.0048156469218491,-0.0051883446224747,0.0013119633602164
-2.729256526278834e-05,-3.166242581357733e-05,0.0009989134420210002,-1.7976826063303974e-06,-5.901860500312495e-07,3.34838694614481e-05,-9.087932244312608e-07,-1.0544011861968971e-06,3.326381761930009e-05
-0.0060052102225348,0.2182851073549345,0.012486707747673,-1.3661490625600033e-05,0.0074663781305772,0.0002281146087901,-0.0002015366792768,0.0072688508499177,0.0004158073679975
8.650873719379636e-06,-0.0002517581264576,0.0004110095450929,-4.5586889180215806e-07,-8.425585192428642e-06,1.3273826723558813e-05,2.88191388209026e-07,-8.383541579683658e-06,1.3686617851593752e-05
-0.1651173976397905,0.13393589467589992,0.0218253110803415,-0.0051759516885773,0.0048169206062035,0.0007582470312605001,-0.005500087637958,0.0044579952298368,0.0007267828589753
0.0105031251649805,-0.1178973816269641,0.0015203273929236,0.0002626265233375,-0.0039340951335813,5.576570832332983e-05,0.000349858919386,-0.0039259734654407,5.062690218435862e-05
-0.0785549150541926,0.08441470263229381,-0.1454391427810937,-0.0025070459196059,0.0031142164957842,-0.004499630564076,-0.0026090980987196,0.0028172991448896,-0.0048431234546104
-0.1731313945901456,0.1332280696580281,0.0753215597443525,-0.0055915530883839,0.0049718378279205,0.0015116516746451,-0.0057708908737508,0.0044291846962544,0.0025082079394869
-0.1477009626737077,-0.1604878816269558,-0.0043084894186536,-0.0052887624534635,-0.0053012425407162,-0.00015758974221520002,-0.0049186627815113,-0.0053440433030944,-0.0001434726976411
-0.0128392881935975,-0.2182012889170542,0.0239821470573462,-0.0003783006631981,-0.0074878622864137,0.0007253934787818,-0.0004246367501692,-0.0072662734615832,0.0007986054970096
1.2210363842246608e-07,-1.3703339357465632e-06,6.671703974066301e-06,0.00013545142028899997,-0.0024473866996781,-0.004149316856956799,4.0661198359415964e-09,-4.563211396160519e-08,2.2216774233641e-07
0.1061817230017396,-0.0441872278218532,0.1348263068570745,0.0035591871805430997,-0.0016052769180506998,0.0046385035802009,0.0035391621967274,-0.0014634450097278,0.0044897160183405
-4.705609658343761e-05,2.283997528130003e-05,0.0018133970824731008,-1.1862654676342288e-06,1.8899283245055187e-06,5.9058025938196756e-05,-1.5670011352588236e-06,7.605029389394958e-07,6.038612284635648e-05
-0.0067618027847488,0.2249185808811856,8.608070554059176e-05,-4.233469748249992e-05,0.0074962444055843,1.2802968161196304e-06,-0.0002252323013986,0.007489786810871,2.8664874945016906e-06
0.0028827668184943,-0.2061640083488986,-0.020427941422837603,-4.464024058749294e-05,-0.0070970967533301,-0.0006535750854460998,9.367064684013095e-05,-0.0068652934687165,-0.0006802504493804
-0.1413903633065259,-0.1506285361228382,0.0161380637223686,-0.0050661322504439,-0.0049586513730084,0.0005359320072004,-0.0047067984045581,-0.0050173383719821,0.0005373975219548
-0.2179023517310562,-0.000941448887345,-0.010506099922604399,-0.0072249751749317,-5.310692104259964e-05,0.0008057846371283001,-0.0072561536081136,-3.0090722641324423e-05,-0.0003498531274227
0.1294814531971832,0.1543917016207925,-0.0094323402129613,0.0045427711811405,0.0049650026036609,-3.182526894507376e-05,0.0043123853747774,0.0051406959292692,-0.0003140969290916
-0.0070036094641998,0.217739233535062,0.0015361989132889001,-3.2709183018399984e-05,0.0074778303735655,4.4677984658347825e-05,-0.0002334574769094,0.0072507088398409,5.115542381252114e-05
-0.1109058565548274,0.1168581584236932,0.0587401677533478,-0.0035153492571005,0.0042768223357505,0.0006644978553334,-0.0036970191335048,0.0038877140673276,0.0019560475861864
-0.16192209362633242,0.1458801182649698,0.0671367565322859,-0.0051890714438442,0.005320303348971199,0.0019950563917143,-0.0053974945688718,0.0048517063045331,0.0022356539925251
3.849089745875875e-05,-1.9291545022884736e-07,0.0005385065705186005,1.3682978079465478e-06,-9.227299226019495e-07,1.740924880788694e-05,1.2790857852617196e-06,8.28003679997029e-08,1.7932268798270812e-05
-0.1541329650026491,0.1202045360811387,-0.019794314349095204,-0.0050961677176717,0.0046094359418547,-3.177373924945215e-05,-0.0051313602622379,0.0040044355533707,-0.0006591506678248
9.602159237860619e-05,-0.2180144943516566,0.00579821504569,-2.3457605768806308e-05,-0.0063412949580854,-0.00035508728701499995,3.9085077221298855e-06,-0.007259882302674,0.0001930805610214
0.18298690832899256,-0.0010644828687939,-0.0788286757857694,0.0065242707479851,-0.000201683868917,0.0004984831406297,0.0060934105512827,-4.344120169428346e-05,-0.0026249949036661
-0.1660245302898145,0.1324620681596964,-0.0590397007967414,-0.0052429023965878,0.0047680084507957,-0.0010764579917594,-0.0055243347388133,0.0044163468065515,-0.0019660220365314
0.2127893588511369,-0.0006494007490406,0.0789393575295716,0.006659011921984899,-0.0002011887996894,-0.0027473758814516,0.0070859059193158,-1.2307470945329476e-05,0.0026286806057347
1.2437998413335205e-09,-7.426950552953345e-06,0.00021520647149370076,7.193517897819475e-07,1.1244901935297644e-07,1.1046348205034917e-05,4.264938879097633e-11,-2.473174532056275e-07,7.1663755007418825e-06
-0.17658936989716562,0.1388239859757961,4.532127498916433e-05,-0.0052606783276278,0.004790686425300299,0.0016013913774362,-0.0058804896829414,0.0046227577486629,1.5091984571391494e-06
0.2116038506318581,0.0160498936055236,0.1980662322213595,0.0067026633975852,0.00024114798292389997,0.0053994479363705,0.0070445942576517,0.0005576994267062,0.0065956055329712
4.548154517933223e-11,-1.6120059852862793e-06,0.0002592409031566996,7.189953693069451e-07,1.1228825264660708e-07,1.1040194585865137e-05,1.8210469597139548e-12,-5.367979930075389e-08,8.632722075119986e-06
-0.0066693786136364,0.2184978144590612,-0.0004513164860089,-3.9245884387899964e-05,0.0075008896167165,-8.920386937782965e-06,-0.000222087638799,0.00727597730293,-1.5028838984099126e-05
-0.1460332099184869,-0.1611479954597723,-0.026513977587319104,-0.0052228350971347,-0.0053369589694192,-0.0008610080637097,-0.0048651109715358,-0.0053642288489463,-0.0008829154536577
-0.0106896762727655,-0.2068328843767859,-0.014814522087382402,-0.0003567964150946,-0.0070999139984735,9.674700452100282e-05,-0.000357655498579,-0.0068874474655616,-0.0004933235855098
-0.1335490497736397,0.1336132011161498,-0.11000357718350279,-0.0041252744839201,0.0047984668081491,-0.0036871535765001,-0.0044390822503279,0.0044573971346307,-0.0036631191202106
0.1478870279071124,-0.1603654280579163,0.0162768955662475,0.0049533869407463,-0.0056052576502547,0.0005567935781979,0.0049261563240928,-0.0053387680810354,0.000542020622356
0.00037067396294689905,-6.3157752275202084e-06,-0.0006357559817571998,1.3036623136786218e-05,7.028589200999691e-07,-2.217799639954443e-05,1.2343440866342694e-05,-2.104385026087177e-07,-2.117067419251661e-05
-0.0210123244996231,-0.2165095122358062,-0.0160022018849846,-0.0007386666848398001,-0.0074231348242568,-0.00030638860064200005,-0.0007016212713525,-0.0072095809655561,-0.0005328733227699
