Theta_calculated,yaw_world,linear_velocity_x,world_velocity_x,world_velocity_y,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,delta_position_x_world,delta_position_y_world,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw,twist.twist.linear.x,Time
0.8043467544973888,0.7619979313261476,0.2245445382974384,0.1557400424343382,0.1617568819610477,0.0606928204156971,0.1920405166702273,0.0808145077353694,0.0052534566501774,0.0050172037664644,0.0007841009019606,0.0051806289328306,0.0053918063295618,0.0020210709198427,0.2148671561407256,7.906
0.8063678254172313,0.7620512633975067,0.2064169037126672,0.1428662203145193,0.1489871847890541,-0.0014481761439642,-0.5443734109540894,-1.8660959927826253,0.0051058601775354,0.0048729030916063,5.333207135915785e-05,0.0047575024699066,0.0049612182739784,-4.822426559401017e-05,0.2148671561407256,7.94
0.8063196011516376,0.7620298410037267,0.2058571945456987,0.1424859969719742,0.1485763279029611,-0.0010129824879772,-0.0168080830921475,0.0130688785581673,0.0051094598587002,0.0048786496528203,-2.142239378000177e-05,0.0047448050248504,0.0049475712670977,-3.373231684964395e-05,0.2077424942416501,7.974
0.806285868834788,0.7616713069403731,0.2121589205646455,0.1468529611791752,0.1531196113111029,-0.0005686559060112,0.1892410215899955,0.0133431405995801,0.005130880332868,0.0048971523515644,-0.0003585340633536,0.004890187863539,0.0050988981558553,-1.893624167017549e-05,0.2077424942416501,8.008
0.8062669325931178,0.7611019905996248,0.2071764934735923,0.1434070374094725,0.1495209720054401,-0.0180204767055638,-0.1496224351667645,-0.5240787026892674,0.0052478209875246,0.0050022851610868,-0.0005693163407483,0.0047768854791776,0.0049776752151433,-0.0006000818742952,0.2093600776333512,8.042
0.8056668507188225,0.7608759338754422,0.217734871430217,0.150809789898442,0.1570505699051134,-0.0059740917366279,0.3170684071058469,0.3617533023704473,0.0054127924389351,0.0051562295577664,-0.0002260567241826,0.0050224205117569,0.0052293474761275,-0.0001989372548297,0.2197895418961387,8.076
0.8054679134639926,0.7619192033573869,0.2244473201124755,0.1554912391928024,0.1618612802369941,-0.006783732849824,0.2015750355032577,-0.0243135469428251,0.0054076965756784,0.0051517280339756,0.0010432694819447,0.0051783993463175,0.0053894607706494,-0.0002258983038991,0.2197895418961387,8.11
0.8052420151600934,0.7638048110231971,0.2180738622720974,0.1511113961701634,0.1572308982158839,0.0543746376765993,-0.1913951303416829,1.8365877034961997,0.0053985519662935,0.0051609357475519,0.0018856076658101,0.0050272007899667,0.0052404048372373,0.0018106754346307,0.2196381346120302,8.144
0.8070526905947242,0.7656772290549066,0.2182118590432686,0.1509218972133094,0.1576039224405744,0.054883066389376,0.0041440471823161,0.0152681295128124,0.005393659701079,0.0051753722928861,0.0018724180317095,0.0050208345964538,0.0052528632345625,0.0018276061107662,0.2198248104329608,8.178
0.8088802967054907,0.7673434679269778,0.2250069006723563,0.1553242857371439,0.1627957972750699,0.0561647539103562,0.2040553041768077,0.0384891147441505,0.0053898907031539,0.0051902928622962,0.0016662388720711,0.0051671580692426,0.0054259986052576,0.0018702863052148,0.2200096174842783,8.212
