Time,yaw_world,delta_position_x_world,delta_position_y_world,delta_yaw,Theta_calculated,linear_velocity_x,world_velocity_x,world_velocity_y,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw,twist.twist.linear.x,odom_world_velocity_x,odom_world_velocity_y,odom_angular_velocity,odom_yaw_world
0.642,-2.3572378207247393,-3.6129414547787617e-07,-6.678260669095229e-07,-3.631710345342043e-06,-2.3562139638582127,3.814002813970722e-05,-2.6969597713826288e-05,-2.6968547340411845e-05,-0.00042875088398293935,-0.004381206746252021,-0.026352047756379185,-8.9806668370409e-07,-8.980735468940749e-07,-1.4277404436631882e-05,1.0652494669248006e-06,-7.540314936682665e-07,-7.524579279534337e-07,2.724132349567256e-05,-2.357239014714043
0.676,-2.3572300764815752,4.0977151538482484e-07,-3.0999424068369266e-07,7.744243164076181e-06,-2.356228241262649,-7.678703963036062e-06,5.429846896853565e-06,5.4294803829349495e-06,1.823179990326593e-05,-0.0013759379009832817,0.013422903420006163,1.8080834430529414e-07,1.8080725434448627e-07,6.071189367787556e-07,-2.0874147990433e-06,1.4775590534976042e-06,1.4744896699171022e-06,0.0002540679557542,-2.3572342367419465
0.7100000000000001,-2.3572200013783196,5.34368349563042e-07,-4.0331167040731294e-07,1.0075103255680062e-05,-2.3562276341437127,-7.25603161586936e-06,5.130959211893435e-06,5.130619102640696e-06,0.0001529939398829391,1.2692863278279336e-05,0.004046911110500696,1.7085530690276642e-07,1.7085525115222364e-07,5.094698198101873e-06,-2.635874644914064e-06,1.8657643089925739e-06,1.8619233837594679e-06,0.0003164848636875,-2.3572248672492266
0.744,-2.3572093570973465,5.647771782369017e-07,-4.2613456914140577e-07,1.0644280973082232e-05,-2.3562225394455147,-5.424770306900895e-06,3.8359994627822774e-06,3.835784274977896e-06,0.00019290532931306306,5.499283210115512e-05,0.0011985402231268452,1.2773448446262584e-07,1.277359140927552e-07,6.423747466125001e-06,-2.769455408811646e-06,1.960297578872371e-06,1.9563017823595626e-06,0.0003314201671715,-2.3572147107352013
0.778,-2.357198571280213,5.723448263730835e-07,-4.318025270187535e-07,1.0785817133651676e-05,-2.3562161156980483,-3.942944385491001e-06,2.7881430058687734e-06,2.788022418471567e-06,0.0002129829277317004,4.449927691921603e-05,0.0006029308834425625,9.284200733873167e-08,9.284430132673464e-08,7.092331493465624e-06,-2.802814021954487e-06,1.9838891001635553e-06,1.979886481573357e-06,0.0003352976910163,-2.3572042893465044
0.812,-2.3571877500459943,5.742451898173833e-07,-4.3321234485587876e-07,1.0821234218472144e-05,-2.356209023366555,-2.7155858493648583e-06,1.9202370755117068e-06,1.920181262042963e-06,0.00023109915679397507,3.685761369748175e-05,0.0005440309027710111,6.394170256272219e-08,6.394422806249066e-08,7.69560192123937e-06,-2.8119897440941185e-06,1.990362394407728e-06,1.9863896545788895e-06,0.0003363245423782,-2.3571934809411585
0.8460000000000001,-2.357176919704254,5.747405398643848e-07,-4.335663511888066e-07,1.083034174031994e-05,-2.3562013277646336,-1.480854644500002e-06,1.0471295208279068e-06,1.0471152012782288e-06,0.00023080703062640772,3.7079015161106794e-05,-8.772557584605108e-06,3.486821784189727e-08,3.487013137963558e-08,7.685874119859378e-06,-2.814661356906057e-06,1.9922325023951533e-06,1.9882978173454278e-06,0.0003365867450951,-2.3571829724929794
0.88,-2.3571660867797988,5.748874165488141e-07,-4.336585108875167e-07,1.0832924455250748e-05,-2.356193641890514,-4.3268926800000904e-07,3.0595725600501906e-07,3.059577750936604e-07,0.00023378094629504493,3.1476437732732516e-05,8.930677683595235e-05,1.0188026893389978e-08,1.0188743629968764e-08,7.784905511624998e-06,-2.8157755575609344e-06,1.993000227811177e-06,1.9891058499994884e-06,0.0003366654716247,-2.3571724592604797
0.914,-2.357155252890928,5.749478405926191e-07,-4.336857207772396e-07,1.0833888870909192e-05,-2.356185856985002,6.197980759369472e-07,-4.3825963882606085e-07,-4.382672060640546e-07,0.00024083053345529302,3.160622654465333e-05,0.0002116993141215644,-1.4593543288505862e-08,-1.4594800619863368e-08,8.019656764061259e-06,-2.816501262672166e-06,1.993492325943245e-06,1.9896400953537543e-06,0.0003366974784377,-2.3571616258486516
0.9480000000000001,-2.357144418439148,5.749867944913195e-07,-4.33696810115021e-07,1.0834451779739851e-05,-2.356177837328238,1.6646311814594398e-06,-1.1770523948013305e-06,-1.177091598041335e-06,0.00023073868393930162,3.137636953520998e-05,-0.0003030585440237658,-3.9194501231619496e-08,-3.919849363816766e-08,7.683598175178745e-06,-2.8171034775907694e-06,1.993897641219817e-06,1.9900864804806996e-06,0.0003367163920173,-2.3571511103645486
0.9820000000000001,-2.3571335835241998,5.750203962164545e-07,-4.3370388903363546e-07,1.0834914948354424e-05,-2.356170153730063,2.79633944759461e-06,-1.9772624645635606e-06,-1.9773587060525375e-06,0.00022473286126227485,3.398523321727238e-05,-0.00018035503534614923,-6.584058972386606e-08,-6.584829506658143e-08,7.4836042800337535e-06,-2.817679917176641e-06,1.994284703229326e-06,1.9905146666443035e-06,0.0003367322742591,-2.3571405944024226
1.016,-2.357122748170971,5.750526455711169e-07,-4.337099617948538e-07,1.0835353228877409e-05,-2.3561626701257827,4.208550691707217e-06,-2.975800038398465e-06,-2.97598942473541e-06,0.00022185621691638526,4.2408746069447654e-05,-8.638571609278066e-05,-9.909075918785466e-08,-9.910382960771297e-08,7.38781202331563e-06,-2.8182681883963216e-06,1.994679495175599e-06,1.990951856086104e-06,0.0003367478306227,-2.3571297593314298
1.05,-2.3571119123857716,5.750845369191896e-07,-4.337157744707136e-07,1.0835785199336812e-05,-2.3561552823137597,5.555761160409889e-06,-3.928362359365458e-06,-3.92867041695275e-06,0.00020242960478124983,4.0456770831912074e-05,-0.0005833817457998626,-1.3081004410771172e-07,-1.3082914684948147e-07,6.74090583921562e-06,-2.8188343751988976e-06,1.9950592811909045e-06,1.991372817765923e-06,0.0003367627334041,-2.357119242522906
1.084,-2.3571010761702924,5.751163190707461e-07,-4.337215130075303e-07,1.0836215479148592e-05,-2.3561485414079204,7.204059003662169e-06,-5.0938049032814605e-06,-5.094273033078587e-06,0.00018628745750219595,4.9498433731299675e-05,-0.00048474916753915565,-1.6961801431238054e-07,-1.6964498026259397e-07,6.203372334823126e-06,-2.8193991176702247e-06,1.995438035533714e-06,1.9917927681023925e-06,0.0003367775906839,-2.357108725308204
1.118,-2.3570902395250624,5.751480556918931e-07,-4.3372722435125466e-07,1.0836645230050124e-05,-2.3561423380355855,9.333777797369384e-06,-6.599633362567938e-06,-6.600321768697786e-06,0.00017192687119121618,6.395551933054698e-05,-0.0004312488381675605,-2.1976047269264147e-07,-2.1979803216857682e-07,5.725164810667499e-06,-2.819977004559252e-06,1.9958254483940965e-06,1.992222649651759e-06,0.0003367928892417,-2.357097888966293
1.152,-2.3570794024503154,5.751797644867711e-07,-4.3373292099493227e-07,1.0837074746916642e-05,-2.356136612870775,-0.00015259650885604954,0.00010789578093651661,0.00010790827109704624,0.0021907357589475785,-0.004862771370973541,0.06062489152421508,3.592689068494872e-06,3.593585818727122e-06,7.295150077295437e-05,-2.8205404772340857e-06,1.9962032849581824e-06,1.992641721142576e-06,0.0003368077386487,-2.357087370929423
1.186,-2.3570685649461964,5.752114514731392e-07,-4.337386067284994e-07,1.0837504119010079e-05,-2.356063661370002,9.907283248499993e-06,-7.00459058594636e-06,-7.006423630446578e-06,0.00016208030681469588,0.004879993756893379,-0.06092058414813461,-2.3324513620647755e-07,-2.3332163491614252e-07,5.3972742169293735e-06,-2.821104184716805e-06,1.9965812783017294e-06,1.9930609674974074e-06,0.0003368225909578,-2.35707685248797
1.22,-2.3570577270128217,5.752431196442628e-07,-4.3374428315094084e-07,1.083793337475214e-05,-2.3560582640957852,8.486071096621616e-06,-5.999740929726537e-06,-6.001375795022419e-06,0.00019086659512027049,-4.2679043599951234e-05,0.0008644531022695077,-1.9978465575919135e-07,-1.9985252912651384e-07,6.355857617505008e-06,-2.8216794067706624e-06,1.996966775924093e-06,1.9934889943134803e-06,0.0003368378966994,-2.35706601488284
1.254,-2.3570468886502907,5.752747711251782e-07,-4.337499512545133e-07,1.083836253101822e-05,-2.3560519082381677,6.7440496780720615e-06,-4.768083271967831e-06,-4.769443151132469e-06,0.00020587291477747725,-5.231295551199864e-05,0.00045064022994614896,-1.587717949412224e-07,-1.5882783323039662e-07,6.855568062089993e-06,-2.822241050715251e-06,1.997343289815754e-06,1.993906800973984e-06,0.0003368527554963,-2.3570554956203207
1.288,-2.357036049858692,5.753064076701245e-07,-4.3375561182851935e-07,1.0838791598466457e-05,-2.3560450526701056,5.495408193743264e-06,-3.8852596654366036e-06,-3.886421046154425e-06,0.00022315392577685838,-3.749674127113505e-05,0.0005189492792606946,-1.293747273008381e-07,-1.294222389275506e-07,7.431025728369385e-06,-2.822802506597985e-06,1.9977196612392136e-06,1.994324483717268e-06,0.0003368676172192,-2.3570449759535377
1.322,-2.357025210638102,5.753380308598684e-07,-4.3376126557768957e-07,1.083922058997544e-05,-2.356037621644377,4.591308673441446e-06,-3.246036176689965e-06,-3.247054738442e-06,0.0002448211428171171,-2.7150135744799352e-05,0.0006506671783861483,-1.0808927319186123e-07,-1.0813065298643333e-07,8.15254405581e-06,-2.8233828402343134e-06,1.998108747164017e-06,1.994756149767741e-06,0.0003368829322334,-2.357034137086229
1.356,-2.3570143709885905,5.753696420253765e-07,-4.3376691306407605e-07,1.0839649511762417e-05,-2.356029469100321,3.622692977378385e-06,-2.561208012476841e-06,-2.5620534586872105e-06,0.0002493327159670045,-2.9087558440332142e-05,0.00013548267717379493,-8.528527611146747e-08,-8.531932980314333e-08,8.30277944170125e-06,-2.823942503142746e-06,1.998483830667979e-06,1.9951725839171806e-06,0.0003368977993503,-2.3570236165988963
1.3900000000000001,-2.3570035309102164,5.754012425206005e-07,-4.337725549134735e-07,1.084007837404144e-05,-2.3560211663208794,2.9712286649188946e-06,-2.1006117565806145e-06,-2.101340055143627e-06,0.00025859582573569805,-1.9563492866651367e-05,0.0002781714645253321,-6.99479405997615e-08,-6.997705380544898e-08,8.611240996998746e-06,-2.8244981081967625e-06,1.998856033140278e-06,1.9955861600005656e-06,0.0003369126689262,-2.3570130957075106
1.424,-2.3569926904030334,5.754328334418823e-07,-4.3377819159513314e-07,1.0840507183029757e-05,-2.3560125550798827,2.52227294827478e-06,-1.7831917919730739e-06,-1.7838407604488155e-06,0.0002742049173348534,-1.348215365297641e-05,0.00046874148946412375,-5.937820763243512e-08,-5.940397553436312e-08,9.131023747250619e-06,-2.825076651552214e-06,1.999243822858434e-06,1.9960165890863397e-06,0.0003369279914227,-2.357002255578686
1.458,-2.356981849467088,5.754644158422125e-07,-4.3378382358003234e-07,1.084093594538871e-05,-2.3560034240561354,2.033526043009008e-06,-1.4376452906572048e-06,-1.4381947663119327e-06,0.00027221475245473,-1.4677084242215378e-05,-5.976471111481647e-05,-4.78719135699935e-08,-4.789355962798306e-08,9.06475125674251e-06,-2.825637341057667e-06,1.9996196045434193e-06,1.996433775587125e-06,0.0003369428653771,-2.3569917338671083
1.492,-2.3569710081024198,5.754959906899802e-07,-4.337894513001088e-07,1.0841364668223719e-05,-2.3559943593048787,1.7083126099639704e-06,-1.207717656709879e-06,-1.208201156692507e-06,0.0002770644152275902,-9.766169160511639e-06,0.00014563551870451095,-4.021558791180545e-08,-4.023450796106526e-08,9.226245027078755e-06,-2.826195931177188e-06,1.999993891206662e-06,1.9968494877026983e-06,0.0003369577413085,-2.356981211751622
1.526,-2.3572315035645715,-0.0002767387667598903,-0.00027798157872854594,-0.0002604954621516775,-2.355975489186733,0.03370424346665517,-0.023827279197284144,-0.023837717879743394,-0.0003524327556378756,1.0120947812038616,-0.019280437086805838,-0.0007934288970816607,-0.0007938154965537899,-1.1736010762741258e-05,0.0246572019034789,-0.0174536324205749,-0.01741689757208155,-0.0164516527477146,-2.357247953816552
1.56,-2.3580815960066905,-0.0008887915618715999,-0.0008875258584741999,-0.0008500924421190881,-2.3559872251974956,0.06705429937371035,-0.047404721400079244,-0.04742437615277655,4.356176068446576e-05,1.0015031803920476,0.011891727216887126,-0.0015785280151080423,-0.0015792809115002344,1.45060663079271e-06,0.0493873721992382,-0.03498798535051318,-0.034856181860013886,-0.0332826006775887,-2.3580815960066905
1.594,-2.35952185319246,-0.0015037430542422002,-0.0014973447479273002,-0.0014402571857696778,-2.355985774590865,0.10312032291516306,-0.07290185909122525,-0.07293229695526282,4.487986455751978e-05,1.0830637700135946,3.9582698890511146e-05,-0.0024275561798471853,-0.0024287211830553304,1.4944994897654088e-06,0.0748230328962693,-0.05308362444687156,-0.05273153769216007,-0.0506292579879621,-2.35952185319246
1.6280000000000001,-2.361550364935698,-0.0021163659850907002,-0.0020994761824932,-0.0020285117432377047,-2.3559842800913753,0.1337808528861818,-0.09457746086070712,-0.09461723149667628,4.31845309195231e-05,0.9207366357663286,-5.091092005996042e-05,-0.0031493312915512155,-0.0031508519196840326,1.4380448796201193e-06,0.0991072888463999,-0.07044903101693875,-0.06970788141421415,-0.067343960591332,-2.3614824398321157
