Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1
0.457,2,0,457000000,,"['wheel_right_joint', 'wheel_left_joint']",6.70860011071639e-05,0.00015249243624015918
0.49100000000000005,3,0,491000000,,"['wheel_right_joint', 'wheel_left_joint']",4.261734227473113e-05,0.00015932420730724317
0.524,4,0,523000000,,"['wheel_right_joint', 'wheel_left_joint']",-2.93630647663079e-05,0.00016014241039652433
0.557,5,0,557000000,,"['wheel_right_joint', 'wheel_left_joint']",-4.651500150476551e-05,0.00016302968207604351
0.5900000000000001,6,0,591000000,,"['wheel_right_joint', 'wheel_left_joint']",0.0001761056534226313,0.0003122915415847416
0.624,7,0,624000000,,"['wheel_right_joint', 'wheel_left_joint']",0.00017982755999490507,0.00038544835927734056
0.657,8,0,657000000,,"['wheel_right_joint', 'wheel_left_joint']",0.00017347115978783023,0.00037624291409521504
0.6910000000000001,9,0,690000000,,"['wheel_right_joint', 'wheel_left_joint']",0.00017837883469074,0.00035657355889817666
0.7240000000000001,10,0,723000000,,"['wheel_right_joint', 'wheel_left_joint']",0.00018836354929430144,0.00033552698824657057
0.757,11,0,757000000,,"['wheel_right_joint', 'wheel_left_joint']",0.0002014802012402228,0.0003143533819169875
0.791,12,0,791000000,,"['wheel_right_joint', 'wheel_left_joint']",0.00021731273708436305,0.0002929544002618911
0.8240000000000001,13,0,824000000,,"['wheel_right_joint', 'wheel_left_joint']",0.00023438551291032894,0.0002728235753899355
0.8570000000000001,14,0,856000000,,"['wheel_right_joint', 'wheel_left_joint']",0.00025276866579915236,0.00025350867542428546
0.891,15,0,891000000,,"['wheel_right_joint', 'wheel_left_joint']",0.0002727919829368375,0.00023468443913010617
0.924,16,0,923000000,,"['wheel_right_joint', 'wheel_left_joint']",0.0002930644059704335,0.00021772699773414672
0.9570000000000001,17,0,956000000,,"['wheel_right_joint', 'wheel_left_joint']",0.00031400035440132257,0.00020239354889639571
0.9910000000000001,18,0,990000000,,"['wheel_right_joint', 'wheel_left_joint']",0.00033613354546258023,0.00018871365519146366
1.024,19,1,23000000,,"['wheel_right_joint', 'wheel_left_joint']",0.00035806267960314386,0.00017795865247549614
1.057,20,1,56000000,,"['wheel_right_joint', 'wheel_left_joint']",0.00038035516927870106,0.0001701671337563937
1.091,21,1,90000000,,"['wheel_right_joint', 'wheel_left_joint']",0.00040363965214762487,0.00016568129067273674
1.124,22,1,123000000,,"['wheel_right_joint', 'wheel_left_joint']",0.0004264971820617802,-0.00016504117422577735
1.157,23,1,156000000,,"['wheel_right_joint', 'wheel_left_joint']",0.0004495696727726539,-0.0001681045310135687
1.191,24,1,190000000,,"['wheel_right_joint', 'wheel_left_joint']",0.0004735330356488987,-0.00017492795158347008
1.224,25,1,223000000,,"['wheel_right_joint', 'wheel_left_joint']",0.000496951350925201,-0.00018472468904384698
1.2570000000000001,26,1,257000000,,"['wheel_right_joint', 'wheel_left_joint']",0.0005205056677795028,-0.00019717984468670124
1.291,27,1,290000000,,"['wheel_right_joint', 'wheel_left_joint']",0.0005448974560477993,-0.00021229915063258886
1.324,28,1,324000000,,"['wheel_right_joint', 'wheel_left_joint']",0.0005686768507695561,-0.00022876289869344646
1.357,29,1,356000000,,"['wheel_right_joint', 'wheel_left_joint']",0.0005925472047660918,-0.0002466337247089001
1.391,30,1,391000000,,"['wheel_right_joint', 'wheel_left_joint']",0.0006172249888898307,-0.0002662189818209981
1.424,31,1,424000000,,"['wheel_right_joint', 'wheel_left_joint']",0.0006412494294441018,-0.00028613803310939545
1.457,32,1,456000000,,"['wheel_right_joint', 'wheel_left_joint']",0.0006653375478116175,-0.0003067775724030497
1.491,33,1,490000000,,"['wheel_right_joint', 'wheel_left_joint']",0.0006902152690777541,-0.0003286531579593799
1.524,34,1,523000000,,"['wheel_right_joint', 'wheel_left_joint']",0.03467238303381848,0.033710459855022634
1.557,35,1,557000000,,"['wheel_right_joint', 'wheel_left_joint']",0.10233978388996956,0.10137082668073916
1.5910000000000002,36,1,590000000,,"['wheel_right_joint', 'wheel_left_joint']",0.20640118777618355,0.20542498354252636
1.624,37,1,624000000,,"['wheel_right_joint', 'wheel_left_joint']",0.3414017168893695,0.3404185393138235
1.657,38,1,656000000,,"['wheel_right_joint', 'wheel_left_joint']",0.5100685044824784,0.5090785764227226
1.691,39,1,690000000,,"['wheel_right_joint', 'wheel_left_joint']",0.7181892571588397,0.717192910128551
1.7240000000000002,40,1,723000000,,"['wheel_right_joint', 'wheel_left_joint']",0.9386959085681825,0.9366851473544662
1.7570000000000001,41,1,756000000,,"['wheel_right_joint', 'wheel_left_joint']",1.1592020144954258,1.156172148801062
1.791,42,1,791000000,,"['wheel_right_joint', 'wheel_left_joint']",1.386389388158519,1.382311597178159
1.823,43,1,824000000,,"['wheel_right_joint', 'wheel_left_joint']",1.6058649085626415,1.602823971809392
1.856,44,1,857000000,,"['wheel_right_joint', 'wheel_left_joint']",1.825346442818045,1.8233258762349642
1.891,45,1,891000000,,"['wheel_right_joint', 'wheel_left_joint']",2.0514797811560666,2.0505258526757952
1.924,46,1,924000000,,"['wheel_right_joint', 'wheel_left_joint']",2.261070842996155,2.2572229093044314
1.957,47,1,957000000,,"['wheel_right_joint', 'wheel_left_joint']",2.4706623584043346,2.4637987140272255
1.991,48,1,991000000,,"['wheel_right_joint', 'wheel_left_joint']",2.68617475021874,2.676803180359517
2.024,49,2,24000000,,"['wheel_right_joint', 'wheel_left_joint']",2.912525970570604,2.8899431270230753
2.057,50,2,57000000,,"['wheel_right_joint', 'wheel_left_joint']",3.1389244392121523,3.1033769275678793
2.091,51,2,90000000,,"['wheel_right_joint', 'wheel_left_joint']",3.372358067824,3.323487865744376
2.124,52,2,124000000,,"['wheel_right_joint', 'wheel_left_joint']",3.580668307960532,3.5323831161299655
2.157,53,2,157000000,,"['wheel_right_joint', 'wheel_left_joint']",3.795217407463099,3.735551629161388
2.191,54,2,190000000,,"['wheel_right_joint', 'wheel_left_joint']",4.01647337076325,3.944971775301342
2.224,55,2,223000000,,"['wheel_right_joint', 'wheel_left_joint']",4.228472657481202,4.150837434427777
2.257,56,2,256000000,,"['wheel_right_joint', 'wheel_left_joint']",4.440323561794918,4.356677460839208
2.291,57,2,290000000,,"['wheel_right_joint', 'wheel_left_joint']",4.6583877605562565,4.568528397738031
2.324,58,2,324000000,,"['wheel_right_joint', 'wheel_left_joint']",4.88340890338684,4.7834302088037095
2.357,59,2,357000000,,"['wheel_right_joint', 'wheel_left_joint']",5.108488466836644,4.9981268190828665
2.391,60,2,390000000,,"['wheel_right_joint', 'wheel_left_joint']",5.340157560397383,5.219111001248603
2.424,61,2,423000000,,"['wheel_right_joint', 'wheel_left_joint']",5.55433617211423,5.421214300936724
2.457,62,2,456000000,,"['wheel_right_joint', 'wheel_left_joint']",5.768355744112775,5.6229719786818695
2.491,63,2,491000000,,"['wheel_right_joint', 'wheel_left_joint']",5.989011425912381,5.830994650872643
2.524,64,2,524000000,,"['wheel_right_joint', 'wheel_left_joint']",6.2103267141881915,6.049293067178617
2.557,65,2,557000000,,"['wheel_right_joint', 'wheel_left_joint']",6.431870536507576,6.267704198228224
2.591,66,2,590000000,,"['wheel_right_joint', 'wheel_left_joint']",6.660282484364716,6.492960643999308
2.624,67,2,624000000,,"['wheel_right_joint', 'wheel_left_joint']",6.878245442389955,6.715630384161978
2.657,68,2,657000000,,"['wheel_right_joint', 'wheel_left_joint']",7.0962884285029455,6.938591674874011
2.691,69,2,690000000,,"['wheel_right_joint', 'wheel_left_joint']",7.32100063949537,7.168458811280325
2.724,70,2,724000000,,"['wheel_right_joint', 'wheel_left_joint']",7.5446838693093685,7.385630863656065
2.757,71,2,756000000,,"['wheel_right_joint', 'wheel_left_joint']",7.768295447164988,7.602606339490803
2.791,72,2,790000000,,"['wheel_right_joint', 'wheel_left_joint']",7.998470100738097,7.825889042216952
2.824,73,2,824000000,,"['wheel_right_joint', 'wheel_left_joint']",8.218718018431343,8.044957090682892
2.857,74,2,857000000,,"['wheel_right_joint', 'wheel_left_joint']",8.438814862357459,8.263566624270892
2.891,75,2,890000000,,"['wheel_right_joint', 'wheel_left_joint']",8.665676736441043,8.488737372843886
2.924,76,2,923000000,,"['wheel_right_joint', 'wheel_left_joint']",8.861939003244776,8.686995019955708
2.957,77,2,956000000,,"['wheel_right_joint', 'wheel_left_joint']",9.070429713058006,8.895445001689325
2.991,78,2,990000000,,"['wheel_right_joint', 'wheel_left_joint']",9.285019695432853,9.10980628557694
3.024,79,3,23000000,,"['wheel_right_joint', 'wheel_left_joint']",9.508832596717133,9.32571345323416
3.057,80,3,57000000,,"['wheel_right_joint', 'wheel_left_joint']",9.732830946938218,9.541912405401945
3.091,81,3,90000000,,"['wheel_right_joint', 'wheel_left_joint']",9.963771142036485,9.76488388962085
3.124,82,3,123000000,,"['wheel_right_joint', 'wheel_left_joint']",10.161307026436695,9.961442609692073
3.157,83,3,156000000,,"['wheel_right_joint', 'wheel_left_joint']",10.374386349302299,10.165617153548379
3.191,84,3,190000000,,"['wheel_right_joint', 'wheel_left_joint']",10.594284839944596,10.37630344749266
3.224,85,3,223000000,,"['wheel_right_joint', 'wheel_left_joint']",10.80364036185565,10.584683204960655
3.257,86,3,256000000,,"['wheel_right_joint', 'wheel_left_joint']",11.01268731116484,10.7929739065127
3.291,87,3,290000000,,"['wheel_right_joint', 'wheel_left_joint']",11.227786886591309,11.007259736834872
3.324,88,3,324000000,,"['wheel_right_joint', 'wheel_left_joint']",11.450167395604323,11.22471424773616
3.357,89,3,356000000,,"['wheel_right_joint', 'wheel_left_joint']",11.672242180142772,11.442295555277816
3.391,90,3,391000000,,"['wheel_right_joint', 'wheel_left_joint']",11.900824991140313,11.665702019444701
3.424,91,3,423000000,,"['wheel_right_joint', 'wheel_left_joint']",12.113261020630961,11.869671481558399
3.457,92,3,457000000,,"['wheel_right_joint', 'wheel_left_joint']",12.325635765171981,12.073375852706068
3.491,93,3,491000000,,"['wheel_right_joint', 'wheel_left_joint']",12.544589588470583,12.283453749044375
3.524,94,3,523000000,,"['wheel_right_joint', 'wheel_left_joint']",12.764286441643485,12.503574116666442
3.557,95,3,557000000,,"['wheel_right_joint', 'wheel_left_joint']",12.984238430502383,12.723923850503741
3.591,96,3,590000000,,"['wheel_right_joint', 'wheel_left_joint']",13.210996252393883,12.95117761108434
3.624,97,3,624000000,,"['wheel_right_joint', 'wheel_left_joint']",13.428015321642022,13.175098802047007
3.657,98,3,657000000,,"['wheel_right_joint', 'wheel_left_joint']",13.645030921947026,13.399256435816792
3.691,99,3,690000000,,"['wheel_right_joint', 'wheel_left_joint']",13.868486710212562,13.630247641357176
3.724,100,3,723000000,,"['wheel_right_joint', 'wheel_left_joint']",14.090842077342842,13.848490428159321
3.757,101,3,756000000,,"['wheel_right_joint', 'wheel_left_joint']",14.313080376343521,14.066398601302119
3.791,102,3,790000000,,"['wheel_right_joint', 'wheel_left_joint']",14.541663706675966,14.290531329160295
3.824,103,3,824000000,,"['wheel_right_joint', 'wheel_left_joint']",14.760676529049396,14.510449293177123
3.857,104,3,856000000,,"['wheel_right_joint', 'wheel_left_joint']",14.97968627114799,14.730143639537435
3.891,105,3,890000000,,"['wheel_right_joint', 'wheel_left_joint']",15.205473318913112,14.956550115502155
3.924,106,3,924000000,,"['wheel_right_joint', 'wheel_left_joint']",15.391459435757803,15.14200065337781
3.957,107,3,957000000,,"['wheel_right_joint', 'wheel_left_joint']",15.598401056492733,15.350832029285566
3.991,108,3,991000000,,"['wheel_right_joint', 'wheel_left_joint']",15.81244529059585,15.566046047103983
4.024,109,4,23000000,,"['wheel_right_joint', 'wheel_left_joint']",16.030717458903,15.786994243423674
4.057,110,4,57000000,,"['wheel_right_joint', 'wheel_left_joint']",16.250062104120357,16.008151049925285
4.091,111,4,90000000,,"['wheel_right_joint', 'wheel_left_joint']",16.476208927283167,16.236231489888
4.124,112,4,124000000,,"['wheel_right_joint', 'wheel_left_joint']",16.69670026244654,16.456884347564852
4.157,113,4,157000000,,"['wheel_right_joint', 'wheel_left_joint']",16.91714702246382,16.677602194227436
4.191,114,4,191000000,,"['wheel_right_joint', 'wheel_left_joint']",17.144055359313562,16.90492870886412
4.224,115,4,223000000,,"['wheel_right_joint', 'wheel_left_joint']",17.3506631092745,17.114232313245903
4.257,116,4,257000000,,"['wheel_right_joint', 'wheel_left_joint']",17.5590854414462,17.322824477721177
4.291,117,4,291000000,,"['wheel_right_joint', 'wheel_left_joint']",17.77321607812578,17.537166995697827
4.324,118,4,323000000,,"['wheel_right_joint', 'wheel_left_joint']",17.99710553785463,17.75287458282583
4.357,119,4,357000000,,"['wheel_right_joint', 'wheel_left_joint']",18.220454126446448,17.96817906984615
4.391,120,4,390000000,,"['wheel_right_joint', 'wheel_left_joint']",18.450779884533556,18.19015298254063
4.424,121,4,423000000,,"['wheel_right_joint', 'wheel_left_joint']",18.645350246717292,18.388738694450247
4.457,122,4,456000000,,"['wheel_right_joint', 'wheel_left_joint']",18.856927887970173,18.59357290528053
4.491,123,4,490000000,,"['wheel_right_joint', 'wheel_left_joint']",19.075058219444127,18.80489744938099
4.524,124,4,523000000,,"['wheel_right_joint', 'wheel_left_joint']",19.283759754694103,19.013348204444494
4.557,125,4,556000000,,"['wheel_right_joint', 'wheel_left_joint']",19.492546985138432,19.222069088664053
4.591,126,4,590000000,,"['wheel_right_joint', 'wheel_left_joint']",19.707774981569372,19.43731838821795
4.624,127,4,624000000,,"['wheel_right_joint', 'wheel_left_joint']",19.92468436900819,19.660758204529397
4.657,128,4,657000000,,"['wheel_right_joint', 'wheel_left_joint']",20.141837520014064,19.884717682570738
4.691,129,4,691000000,,"['wheel_right_joint', 'wheel_left_joint']",20.365319720829433,20.115308294481324
4.724,130,4,724000000,,"['wheel_right_joint', 'wheel_left_joint']",20.58644295711328,20.334557782480346
4.757,131,4,757000000,,"['wheel_right_joint', 'wheel_left_joint']",20.807326042688572,20.553261050601478
4.791,132,4,790000000,,"['wheel_right_joint', 'wheel_left_joint']",21.034591986858832,20.7780805195246
4.824,133,4,823000000,,"['wheel_right_joint', 'wheel_left_joint']",21.2536264382761,20.997784712963565
4.857,134,4,857000000,,"['wheel_right_joint', 'wheel_left_joint']",21.47275747114597,21.21752828180808
4.891,135,4,891000000,,"['wheel_right_joint', 'wheel_left_joint']",21.69868526167556,21.444059671440797
4.924,136,4,923000000,,"['wheel_right_joint', 'wheel_left_joint']",21.915457396739953,21.666772619687492
4.957,137,4,956000000,,"['wheel_right_joint', 'wheel_left_joint']",22.132321547277698,21.889770472485317
4.991,138,4,990000000,,"['wheel_right_joint', 'wheel_left_joint']",22.35590638932309,22.119759346630516
5.023,139,5,24000000,,"['wheel_right_joint', 'wheel_left_joint']",22.575231499153627,22.341052865858984
5.057,140,5,56000000,,"['wheel_right_joint', 'wheel_left_joint']",22.794723048490457,22.56248969164988
5.091,141,5,90000000,,"['wheel_right_joint', 'wheel_left_joint']",23.02093093917278,22.790816725017763
5.124,142,5,123000000,,"['wheel_right_joint', 'wheel_left_joint']",23.241323811389023,23.011564290075977
5.157,143,5,157000000,,"['wheel_right_joint', 'wheel_left_joint']",23.461514320366213,23.232161673976496
5.191,144,5,190000000,,"['wheel_right_joint', 'wheel_left_joint']",23.688143623201228,23.45914931584396
5.224,145,5,223000000,,"['wheel_right_joint', 'wheel_left_joint']",23.870497661018007,23.64696232096837
5.257,146,5,257000000,,"['wheel_right_joint', 'wheel_left_joint']",24.077570530916866,23.85625181762307
5.291,147,5,290000000,,"['wheel_right_joint', 'wheel_left_joint']",24.29083369440565,24.071141787597742
5.324,148,5,323000000,,"['wheel_right_joint', 'wheel_left_joint']",24.513772925810173,24.287506984138215
5.357,149,5,356000000,,"['wheel_right_joint', 'wheel_left_joint']",24.736554080565938,24.503768865400147
5.391,150,5,390000000,,"['wheel_right_joint', 'wheel_left_joint']",24.966233302969137,24.726748133588586
5.424,151,5,423000000,,"['wheel_right_joint', 'wheel_left_joint']",25.163155429815433,24.92411501760748
5.457,152,5,456000000,,"['wheel_right_joint', 'wheel_left_joint']",25.375470156175112,25.128460069080464
5.491,153,5,490000000,,"['wheel_right_joint', 'wheel_left_joint']",25.59446313426595,25.33934157373771
5.524,154,5,524000000,,"['wheel_right_joint', 'wheel_left_joint']",25.803298339117482,25.5480187230428
5.557,155,5,556000000,,"['wheel_right_joint', 'wheel_left_joint']",26.012195649147003,25.75697907682881
5.591,156,5,590000000,,"['wheel_right_joint', 'wheel_left_joint']",26.227442110433294,25.972419870475687
5.624,157,5,623000000,,"['wheel_right_joint', 'wheel_left_joint']",26.442828207372788,26.197043322211627
5.657,158,5,656000000,,"['wheel_right_joint', 'wheel_left_joint']",26.658271404589243,26.42220409115457
5.691,159,5,691000000,,"['wheel_right_joint', 'wheel_left_joint']",26.880058096097173,26.653859024294807
5.724,160,5,724000000,,"['wheel_right_joint', 'wheel_left_joint']",27.10152764081083,26.872188765011455
5.757,161,5,757000000,,"['wheel_right_joint', 'wheel_left_joint']",27.32256317715217,27.089943514156644
5.791,162,5,790000000,,"['wheel_right_joint', 'wheel_left_joint']",27.550414087737483,27.31414158387007
