world_velocity_x,world_velocity_y,angular_velocity_yaw,delta_position_x_world,delta_position_y_world,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw
0.1505652977372509,0.1583999941050086,0.0460666652307776,0.0053861709014253,0.0052018070771413,0.0015597941190500998,0.0050097104093933,0.0052786262887917,0.0015340199521848
9.030011420092798e-05,8.310886980023025e-05,-0.0017451314482066003,3.075888675541094e-06,3.6772526512685033e-06,-6.068273489379106e-05,3.0070394680345007e-06,2.767475746216573e-06,-5.811287722528036e-05
0.1489547841281048,0.1591570419354731,-0.0729962319778251,0.0052864974779406,0.0052146393966309,-0.0024901922662665,0.0049665644209996,0.0052939580827193,-0.0024307745248615
0.1517715796893547,0.1567894641640325,-0.028595743298381396,0.0054413395220207,0.0051623547770728,-0.0010202148398178,0.0050564131750308,0.0052187455524339,-0.0009522382518361
0.1444628970825494,0.1719529607187864,0.014567888081501,0.0049147290287141,0.0052119010974329,0.0032645607620058,0.0048091534943126,0.0057272605906882,0.0004851106731139
0.1572316769224724,0.1610418435288728,-0.015398877735696202,0.0054532490440234,0.00515273176353,-0.0005950097937902,0.0052371222436551,0.0053614164936817,-0.0005127826285986
0.0805716070948977,0.0812306029973734,-0.0645307276537686,0.0028670317038519,0.0027129312197009,-0.0022257973580613,0.002685904851694,0.0027021279724783,-0.0021488732308704
0.1438246256433972,0.1489412985816192,-0.050282025398243606,0.0051932503184968,0.004996609491447,-0.0007148020453749,0.0047934478490599,0.0049557934803499,-0.0016743914457615
0.1472279125403668,0.1743340544179648,0.06339245888270949,0.0046783356849458,0.0049605359378637,-0.0019385762938875998,0.0048964854637782,0.0058105558907425,0.0021109688807942
0.0774987116123557,0.0889352080900142,-0.1536405460682526,0.0025393025763098,0.0026731924013909,-0.003172185297588,0.0025882346862383,0.0029549602754655,-0.0051162301840728
0.0768590897089388,0.090198460529054,0.1500111767289022,0.002642864599426,0.0027889907194396,0.0035334743738495,0.002551857193713,0.0030100208682538,0.0049953721850724
0.1522928941918324,0.1560137968552646,0.0417442808564714,0.0054200541944632,0.0051385977305197,0.0014289878828187,0.0050676755437697,0.0051988461956,0.0013900845525204
0.148283630099388,0.1594022565857422,0.0076650937782198995,0.0052914989667854,0.0052723409007552,0.0002717718373008,0.0049371007337594,0.0053087872628417,0.0002552476228147
0.1520376824409856,0.1562521053438658,-0.04046374997980099,0.005312106091577,0.0050384368022002,-0.0018777622704172,0.0050662935090655,0.0051998461918528,-0.0013474428743273
0.1208085817920007,0.1604115484054517,-0.0598587481150176,0.0042695897566116,0.0050838275216946,-0.00395891425653,0.0040281798886845,0.0053377421617545,-0.00199329631223
0.1566588951882437,0.1608288668213418,-0.0064664455175045005,0.005430045118572,0.0051459432986556,-0.0002722466373553,0.0052172505501838,0.0053551050635472,-0.0002153326357329
0.1524752853318484,0.1565607361143082,-0.0012172647359476002,0.0054488629895901,0.0051434296221797,-4.809717903586641e-05,0.005077467205652,0.0052134333566614,-4.05349157070578e-05
