Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1.363,0.0,0.0,0.0,0.0,0.0,0.0
1.47,0.2199999988079071,2.2232508854358457e-05,0.0,0.0,0.0,-0.08991853147745132
1.569,0.2199999988079071,2.2233489289646968e-05,0.0,0.0,0.0,-0.08991850167512895
1.67,0.20842105150222778,3.87843101634644e-05,0.0,0.0,0.0,-0.07586686313152313
1.7690000000000001,0.2199999988079071,2.718602445384022e-05,0.0,0.0,0.0,-0.10389468818902971
1.87,0.2199999988079071,0.0,0.0,0.0,0.0,-0.024631973356008526
1.969,0.2199999988079071,0.00011358569463482127,0.0,0.0,0.0,-0.03375283256173134
2.069,0.2199999988079071,4.0044971683528274e-05,0.0,0.0,0.0,-0.05858003348112106
2.169,0.2199999988079071,3.727147850440815e-05,0.0,0.0,0.0,-0.0845547243952751
2.268,0.2199999988079071,1.2616408639587462e-05,0.0,0.0,0.0,0.0
2.369,0.20842105150222778,1.1470840036054142e-05,0.0,0.0,0.0,-0.007440007757395506
2.472,0.2199999988079071,6.651006515312474e-06,0.0,0.0,0.0,0.04488487169146538
2.5700000000000003,0.2199999988079071,7.777445716783404e-06,0.0,0.0,0.0,0.019201435148715973
2.669,0.20842105150222778,3.6681988149211975e-06,0.0,0.0,0.0,0.0
2.771,0.2199999988079071,0.0,0.0,0.0,0.0,0.0
2.87,0.2199999988079071,0.0002466036530677229,0.0,0.0,0.0,0.028503639623522755
2.968,0.20842105150222778,1.7570644558873028e-05,0.0,0.0,0.0,0.019969211891293522
3.069,0.2199999988079071,1.9427656297921203e-05,0.0,0.0,0.0,-0.022151399403810498
3.169,0.20842105150222778,0.0,0.0,0.0,0.0,-0.031308647245168686
3.27,0.20842105150222778,0.0,0.0,0.0,0.0,0.03567148745059967
3.369,0.2199999988079071,0.0,0.0,0.0,0.0,-0.0034284270368516445
3.469,0.20842105150222778,0.00015537381113972515,0.0,0.0,0.0,0.02092551440000534
3.568,0.2199999988079071,2.2091528080636635e-05,0.0,0.0,0.0,0.02822059206664562
3.669,0.20842105150222778,5.104004958411679e-05,0.0,0.0,0.0,0.02036898210644722
3.769,0.2199999988079071,0.0,0.0,0.0,0.0,0.07891909033060072
3.8680000000000003,0.2199999988079071,2.9392058422672562e-05,0.0,0.0,0.0,0.045432642102241516
3.97,0.20842105150222778,1.0843678865057882e-05,0.0,0.0,0.0,0.03708807006478309
4.07,0.2199999988079071,5.763894660049118e-05,0.0,0.0,0.0,0.022212756797671318
4.168,0.20842105150222778,0.0,0.0,0.0,0.0,0.07687108218669891
4.269,0.20842105150222778,0.0,0.0,0.0,0.0,0.038165561854839325
4.368,0.2199999988079071,8.033038466237485e-05,0.0,0.0,0.0,-0.0021570508833974596
4.468,0.20842105150222778,2.8367689083097503e-05,0.0,0.0,0.0,0.039037346839904785
4.568,0.2199999988079071,2.5590750738047063e-05,0.0,0.0,0.0,0.022238396108150482
4.667,0.2199999988079071,0.0,0.0,0.0,0.0,-0.00398408668115735
4.769,0.2199999988079071,0.0,0.0,0.0,0.0,0.021065138280391693
4.868,0.2199999988079071,4.652592178899795e-05,0.0,0.0,0.0,0.030437616631388664
4.968,0.2199999988079071,1.645121847104747e-05,0.0,0.0,0.0,-0.010049361735582352
5.069,0.2199999988079071,1.4842114978819154e-05,0.0,0.0,0.0,0.013447261415421961
5.169,0.2199999988079071,0.0,0.0,0.0,0.0,0.03688632696866989
5.269,0.20842105150222778,0.0001825600047595799,0.0,0.0,0.0,0.02854076214134693
5.369,0.2199999988079071,1.4761360944248736e-05,0.0,0.0,0.0,0.047832660377025604
5.469,0.20842105150222778,1.7324766304227524e-05,0.0,0.0,0.0,0.07039938867092133
5.569,0.2199999988079071,0.0,0.0,0.0,0.0,-0.004526505246758461
5.6690000000000005,0.2199999988079071,0.0,0.0,0.0,0.0,-0.025039304047822952
5.77,0.2199999988079071,0.0001765476044965908,0.0,0.0,0.0,0.04420273005962372
5.869,0.2199999988079071,1.0474440387042705e-05,0.0,0.0,0.0,0.0
5.968,0.2199999988079071,2.080320155073423e-05,0.0,0.0,0.0,-0.024606890976428982
6.07,0.2199999988079071,1.3778585525869858e-05,0.0,0.0,0.0,0.04826999455690383
6.169,0.2199999988079071,0.0,0.0,0.0,0.0,0.01804005354642868
6.27,0.2199999988079071,0.00014860807277727872,0.0,0.0,0.0,-0.02454711869359016
6.368,0.2199999988079071,3.310254396637902e-05,0.0,0.0,0.0,0.05067934840917587
6.469,0.2199999988079071,1.1171291589562315e-05,0.0,0.0,0.0,0.009839724749326706
6.569,0.20842105150222778,0.0,0.0,0.0,0.0,0.015756262466311455
6.6690000000000005,0.2199999988079071,0.0,0.0,0.0,0.0,0.05118756741285324
6.769,0.20842105150222778,9.104795935854781e-06,0.0,0.0,0.0,0.04491982236504555
6.871,0.2199999988079071,1.7609021597309038e-05,0.0,0.0,0.0,-0.016985220834612846
6.969,0.2199999988079071,7.504697350668721e-06,0.0,0.0,0.0,-0.044490668922662735
7.069,0.2199999988079071,0.0,0.0,0.0,0.0,0.027003327384591106
7.169,0.19684210419654846,0.0003836333053186536,0.0,0.0,0.0,0.05441123992204666
7.269,0.18526315689086914,3.0975224944995716e-05,0.0,0.0,0.0,0.049100317060947425
7.368,0.2199999988079071,8.240665920311585e-06,0.0,0.0,0.0,0.042265210300683975
7.47,0.20842105150222778,0.0,0.0,0.0,0.0,0.034202758222818375
7.569,0.19684210419654846,0.0,0.0,0.0,0.0,0.022704051807522774
7.67,0.2199999988079071,0.00012254389002919197,0.0,0.0,0.0,0.0
7.77,0.2199999988079071,0.0,0.0,0.0,0.0,0.0
7.87,0.2199999988079071,2.5489671315881424e-05,0.0,0.0,0.0,0.07587186247110365
7.97,0.2199999988079071,0.0,0.0,0.0,0.0,0.03472565487027168
8.068,0.2199999988079071,4.7116536734392866e-05,0.0,0.0,0.0,0.0
8.169,0.2199999988079071,6.676809425698593e-05,0.0,0.0,0.0,0.07221017777919769
8.268,0.2199999988079071,6.928431685082614e-05,0.0,0.0,0.0,0.027216397225856778
8.368,0.19684210419654846,1.0162624676013365e-05,0.0,0.0,0.0,0.08673083037137985
8.469,0.20842105150222778,0.0,0.0,0.0,0.0,-0.024068180471658703
8.568,0.2199999988079071,0.0001500459766248241,0.0,0.0,0.0,0.027408609166741375
8.668,0.2199999988079071,7.975252083269879e-05,0.0,0.0,0.0,-0.09149052947759628
8.768,0.2199999988079071,6.654248136328533e-05,0.0,0.0,0.0,-0.04748142883181572
8.868,0.2199999988079071,4.519057256402448e-05,0.0,0.0,0.0,0.044554803520441055
8.969,0.20842105150222778,0.0,0.0,0.0,0.0,0.033987436443567276
9.069,0.2199999988079071,0.0,0.0,0.0,0.0,-0.03640401363372803
9.17,0.2199999988079071,0.000343817489920184,0.0,0.0,0.0,0.030956091359257698
9.268,0.20842105150222778,3.3943240850931033e-05,0.0,0.0,0.0,0.02585245855152607
9.37,0.2199999988079071,0.0,0.0,0.0,0.0,-0.04479654878377915
9.47,0.2199999988079071,0.0,0.0,0.0,0.0,-0.056536223739385605
9.569,0.20842105150222778,0.0001889620180008933,0.0,0.0,0.0,0.0313216783106327
9.669,0.2199999988079071,5.635192064801231e-05,0.0,0.0,0.0,-0.032736796885728836
9.768,0.2199999988079071,9.88629981293343e-05,0.0,0.0,0.0,-0.0713498741388321
9.869,0.2199999988079071,4.3234216718701646e-05,0.0,0.0,0.0,0.019935462623834613
9.97,0.19684210419654846,0.0,0.0,0.0,0.0,0.04223961383104324
10.069,0.2199999988079071,0.0001589039748068899,0.0,0.0,0.0,-0.05272536352276803
10.169,0.2199999988079071,6.293416663538665e-05,0.0,0.0,0.0,0.024274073541164398
10.268,0.20842105150222778,1.99980477191275e-05,0.0,0.0,0.0,0.018500329926609993
10.37,0.20842105150222778,4.721366713056341e-05,0.0,0.0,0.0,-0.01531187817454338
10.469,0.2199999988079071,0.0,0.0,0.0,0.0,-0.01040028315037489
10.569,0.20842105150222778,0.00035769218811765313,0.0,0.0,0.0,0.019610652700066566
10.669,0.19684210419654846,0.0,0.0,0.0,0.0,0.01412250380963087
10.769,0.2199999988079071,2.7985199267277494e-05,0.0,0.0,0.0,0.024128032848238945
10.871,0.2199999988079071,1.1326554158586077e-05,0.0,0.0,0.0,-0.0009025862673297526
10.969,0.2199999988079071,0.00014408593415282667,0.0,0.0,0.0,0.08084482699632645
11.071,0.20842105150222778,4.1288116335636005e-05,0.0,0.0,0.0,0.07648524641990662
11.168,0.2199999988079071,0.0001059744245139882,0.0,0.0,0.0,0.0
11.268,0.20842105150222778,7.71308914409019e-05,0.0,0.0,0.0,-0.006363806780427694
11.368,0.2199999988079071,7.631454354850575e-05,0.0,0.0,0.0,0.045304298400878906
11.469,0.20842105150222778,9.482268069405109e-06,0.0,0.0,0.0,0.03155166655778885
11.568,0.2199999988079071,4.627804446499795e-05,0.0,0.0,0.0,0.0900878682732582
11.669,0.2199999988079071,0.0,0.0,0.0,0.0,0.0685625746846199
11.77,0.20842105150222778,0.0,0.0,0.0,0.0,0.045658454298973083
11.870000000000001,0.19684210419654846,0.0,0.0,0.0,0.0,0.01650077849626541
11.969,0.18526315689086914,0.0,0.0,0.0,0.0,0.016231181100010872
12.069,0.19684210419654846,4.841470217797905e-05,0.0,0.0,0.0,0.19780874252319333
12.168,0.18526315689086914,0.0,0.0,0.0,0.0,0.1604308784008026
12.269,0.2199999988079071,0.0,0.0,0.0,0.0,0.0899338349699974
12.369,0.20842105150222778,0.0,0.0,0.0,0.0,0.08886707574129105
12.469,0.18526315689086914,3.1034142011776567e-05,0.0,0.0,0.0,0.17104865610599518
12.568,0.2199999988079071,0.0,0.0,0.0,0.0,0.053147848695516586
12.669,0.19684210419654846,0.0,0.0,0.0,0.0,0.2842881679534912
12.769,0.2199999988079071,0.0,0.0,0.0,0.0,0.16566404700279236
12.869,0.20842105150222778,0.0,0.0,0.0,0.0,0.13473428785800934
12.968,0.20842105150222778,6.108227353252005e-06,0.0,0.0,0.0,0.2216487526893616
13.07,0.2199999988079071,0.0,0.0,0.0,0.0,0.3238050043582916
13.172,0.19684210419654846,0.0,0.0,0.0,0.0,0.2865886688232422
13.268,0.18526315689086914,0.0,0.0,0.0,0.0,0.2817857563495636
13.369,0.19684210419654846,0.0,0.0,0.0,0.0,0.15884973108768463
13.469,0.2199999988079071,0.0,0.0,0.0,0.0,0.13708119094371796
13.568,0.2199999988079071,0.0,0.0,0.0,0.0,0.1836501806974411
13.668,0.19684210419654846,0.00012142058403696865,0.0,0.0,0.0,0.19402484595775607
13.769,0.18526315689086914,0.00013483691145665944,0.0,0.0,0.0,0.1592334657907486
13.871,0.13894736766815186,0.0,0.0,0.0,0.0,0.07448341697454453
13.968,0.12736842036247253,0.0,0.0,0.0,0.0,0.06006941199302673
14.068,0.11578947305679321,0.0,0.0,0.0,0.0,0.14222519099712372
14.169,0.11578947305679321,0.0,0.0,0.0,0.0,0.046817038208246224
14.269,0.11578947305679321,0.0,0.0,0.0,0.0,0.04910692200064659
14.368,0.11578947305679321,3.436275073909201e-05,0.0,0.0,0.0,0.05378193035721778
14.469,0.11578947305679321,1.118440559366718e-05,0.0,0.0,0.0,0.0696130394935608
14.569,0.11578947305679321,2.310582885911572e-06,0.0,0.0,0.0,0.11635877192020416
14.668,0.11578947305679321,6.968761590542272e-05,0.0,0.0,0.0,0.15049581229686737
14.769,0.11578947305679321,0.0,0.0,0.0,0.0,0.17161941528320315
14.869,0.11578947305679321,0.0,0.0,0.0,0.0,0.1917589008808136
14.968,0.11578947305679321,0.0,0.0,0.0,0.0,0.21193626523017883
15.064,0.0,-4.4396078378076964e-05,0.0,0.0,0.0,0.0
15.163,0.0,0.0,0.0,0.0,0.0,-1.37
15.264,0.0,0.0,0.0,0.0,0.0,-1.37
15.363,0.0,0.0,0.0,0.0,0.0,-1.37
15.463,0.0,0.0,0.0,0.0,0.0,0.0
15.563,0.0,0.0,0.0,0.0,0.0,0.0
15.668,0.11578947305679321,3.0849336326355115e-05,0.0,0.0,0.0,-0.31149235367774963
15.769,0.11578947305679321,3.0551669624401256e-05,0.0,0.0,0.0,-0.2401453405618668
15.871,0.11578947305679321,2.2993390302872285e-05,0.0,0.0,0.0,-0.24575668573379517
15.963000000000001,0.0,0.0,0.0,0.0,0.0,0.0
16.064,0.0,0.0,0.0,0.0,0.0,0.0
16.164,0.0,0.0,0.0,0.0,0.0,0.0
17.166,0.0,0.0,0.0,0.0,0.0,0.0
