odom_world_velocity_x,odom_world_velocity_y,odom_yaw_world,delta_position_x_world,delta_position_y_world,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw
-0.1472202314688816,0.1298812954330308,2.418685520434724,-0.0050508198038204,0.0044613372467303,0.0021321455879328,-0.0051759684693212,0.0039393517871829,0.0017333067519042
-0.1388948793297475,0.1617599069168575,2.2802898336201487,-0.0047513213504331,0.0055317810593003,7.180541694351561e-05,-0.0057364586045827,0.0047942374862067,-0.0021407768392067
-0.0775591855956948,0.1307843033236505,2.1060760271254537,-0.0026371780889017996,0.0044464286712504,-0.0039910628927501,-0.0032719937315962,0.00375420007323,-0.0038518276093741
-0.1452043294893445,0.1504388329568743,2.338490862110844,-0.0050913117912865,0.0052826763334199,-0.0022528655142299,-0.005377605412789,0.0042725840340113,-0.0031160902909944
-0.1360415255058648,0.1503673187405141,2.306217457918956,-0.0046349716541629,0.0051249520747125,0.0006812331910470001,-0.005345198763929,0.0043613348092287,0.0015300184918001
-0.1335678791010021,0.1612291548286555,2.262636826105052,-0.0043648797088526,0.0052844788608503,-0.0051584159778963,-0.0052550032443515,0.0044178722802896,-0.0045086650076489
-0.169006698284362,0.1410787789822675,2.4460173682000184,-0.0057473883050258,0.0047977641331674,-0.0003825400816594,-0.0059116791696433,0.0042109179163479,-0.0003305820311688
-0.1342910949537529,0.1425504267963329,2.326369185740426,-0.0046275793736462,0.0049186047866904,0.0030655325165414,-0.0047405875645591,0.0044403503324622,0.0035469316640152
-0.1470003438570898,0.1300768686244353,2.41719725983464,-0.0050038644350309,0.004429471458336,0.0009808386604528,-0.0053222898027025,0.0037024629943878,0.0009274434660646
0.00013133662347450392,-0.00019749346250819144,2.1576563822338284,3.844669262287326e-06,-6.840591119772199e-06,-7.759435756637956e-05,4.869317703467441e-06,-6.477539556557933e-06,-7.245872045942293e-05
-5.670588754530526e-07,5.673353754981347e-07,2.355950747739646,-3.928267430794788e-07,1.555281340095624e-07,-2.025831492780128e-06,-8.888904689206305e-07,8.889381985306768e-07,-1.4138494284605629e-05
-0.1635411391884762,0.1483542903344157,2.404848180446156,-0.0055754147965636,0.0050430402061976,-0.0029852788080706,-0.0060999895494106,0.0043500243122686,-0.0029429108749278
-0.1206892365737823,0.1554254139911111,2.2310484784510995,-0.004099061391112,0.0052706828504691,-0.0015148889114779,-0.0048519828004265,0.0042918122418469,-0.0016259309403721
-0.1553330512055725,0.1540347576788377,2.360391067431195,-0.0052913658885823,0.0052461194662098,0.0025477412867123,-0.0054838887286174,0.0047401304913477,0.0048614693569882
-0.1643995293673282,0.137353671613309,2.445584699254173,-0.0055516308346812,0.004638033189881,-0.0013699804397862,-0.0055787813148575,0.0039944602511531,0.0020598032098583
-0.0770983027481334,0.1311660723337199,2.10219062381922,-0.0026205800262173,0.0044597151729879,-0.0039975475934648,-0.0032597803464272,0.0037695186392487,-0.0038824916473594
-0.0550940963291383,0.1018946625981554,2.066468754404444,-0.0018708860395599,0.0034667819263936,-0.0032887710839326,-0.0023774299536432,0.0029715741363779,-0.0028829364201984
-0.0527732980685918,0.0530436106865744,2.3536399643308537,-0.001516568601031,0.0015208311956921997,-0.0014618695508272,-0.0023571675314954,0.0023562780551777,1.456613813940761e-06
-0.152590519317718,0.1594035913070985,2.3343607789106566,-0.0051842049342418,0.0054164054111049,-0.0003376442652713,-0.0056711036381278,0.0045456625932901,-0.0011017703770255
-0.1475768816518808,0.164630246530794,2.3016267569992426,-0.0050186058479764,0.0055957828992501,-0.0027872388244736,-0.0057839123879372,0.0047557633174451,-0.0027722476454024
2.1161526624902116e-06,-2.1161349342546654e-06,2.35619867899948,-4.292875185520767e-07,-5.807861333537515e-07,1.0863670976135609e-05,-4.313413862261396e-08,4.31172724997564e-08,9.095050182198764e-06
-0.1692841859555664,0.1410113201545494,2.4470595242429978,-0.0057509037073456,0.0047896001152894,-0.0005657771718197,-0.0060847512212005,0.0043590907879194,-0.0005339324397697
-0.1236065838953479,0.1315478699805232,2.3250810869388374,-0.0042168484252252,0.0044651365779824,-0.003944073693364,-0.0047777293278372,0.0046835982483958,0.0024743426197838
-0.1459153453047764,0.1258028209398756,2.430079549893242,-0.0051127074256336,0.0044077805102822,-0.0019040842616866,-0.0049945277846468,0.0035271129504044,0.0008030106444471
-0.169154334999958,0.1414298198424861,2.4452242269115803,-0.0055344112335189,0.004623921585375,0.0010276101175796,-0.0059174977377771,0.0042217723758603,-0.0004021305843753
-0.1683837915661666,0.1407379985544611,2.4453905253930013,-0.0057272846662199,0.0047841679266374,0.0009733172106378,-0.0060769551169474,0.0043402195756858,0.0009677065666477
-0.15004400639449,0.1276464515810595,2.4366768183752088,-0.0051063912449174,0.0043437367611784,-3.9096871112587195e-05,-0.0053231271726271,0.0037295129749749,-0.0001486703905638
-0.04751334738409681,0.1077535516493324,1.986094318218211,-0.0016270401288556,0.0036609103290883,-0.0068829518770623,-0.002221796980176,0.0032623981883085,-0.0069258944980014
-0.135995706952388,0.1620636671502637,2.268957514484138,-0.0046232492566682,0.0055033804381887,-0.0020876149740685,-0.0057590022365123,0.0047911572653792,0.0019600527251101
-0.1689129903737808,0.1410487023525007,2.4458494084607563,-0.0057443309158419,0.0047962982361084,-0.0004401426650901,-0.0059672673028686,0.0041307775321131,-6.51928182395345e-05
-0.1587805882943672,0.136331816072911,2.432116824287948,-0.0053807311338035,0.0046194269639109,-0.0011682322918109,-0.0058441572404565,0.0039953895053638,-0.0011980725608439
-0.1353754440105473,0.1583926244094894,2.2780026951846617,-0.0046422057726176,0.0054277017473445,-0.0003092335279495,-0.0052704752662896,0.0044380369990582,0.0012951546425639
0.00011855221065129595,-0.00017873566113650596,2.1564522857993973,3.4083111144500577e-06,-6.284688212510048e-06,-6.867779543107133e-05,4.659484203040702e-06,-6.213717002626398e-06,-6.882366488047964e-05
-0.009528797874087405,0.012717301017931198,2.213835396966649,-0.0003183544434940998,0.00042692549702790005,0.007780146010243301,5.8797372046154e-06,-7.542079322448856e-06,0.0001208081609975
-0.1684400716541718,0.1406071615315606,2.446012555264679,-0.00572704711099,0.0047811753742433,0.0005113028780865001,-0.0059565343803972,0.0041250537627243,0.0006511169404609
-0.144849431303114,0.1422986663675942,2.365077355397577,-0.0048880366966022,0.0048032639207764,-0.0005705772313335,-0.0051019570629016,0.004325177479826,0.0015233077496549
-0.1333653843131737,0.1599339107018104,2.26585601382883,-0.0045300033187474,0.0054312032125545,0.0018623654148335,-0.0054376966684668,0.0045359889800118,0.0021203301639753
-0.1654386085476538,0.1412737911096658,2.4348186450998086,-0.0056103397708382,0.0047840642695344,0.0017783355777734001,-0.0059380951384397,0.0041633341476332,0.0020495097574426
-0.025422010468460307,0.0574655986735579,1.987300933440827,-0.0008937325407891001,0.0020447366905123,0.0165803504915147,-0.0002494689446406,0.0003795872269286,0.0035273287316835
-0.1634617250196126,0.1472131740501209,2.4084476976133837,-0.0055573938557165,0.0050008697825019,-0.0005347503899741,-0.006092151677857,0.0043246751504831,-0.0005423206334601
-0.1533931098518823,0.1325261851488512,2.4290471965797527,-0.0052379036248906,0.0045311853821463,0.0031327094273225,-0.0055325132971686,0.0037845378808989,0.0001294632736339
-0.1518547898091447,0.1421088867084142,2.3893357776933635,-0.0051751398842344,0.004850810253111,0.0019101960869710999,-0.0055310692791871,0.0044123670633413,0.002343969254208
-0.168926098431132,0.1408590079371184,2.44654960401126,-0.0056904382960394,0.0047446521844318,-0.0009092299247925,-0.0058985012860799,0.0042303117230398,-0.000507523966553
-0.05102784889763799,0.1061602822506795,2.0188590606924435,-0.0017498278282062005,0.0035999881146056,-0.0070642025861018,-0.0023378954347633,0.0031659469433477,-0.0070511448346738
-0.1691209060408263,0.1415838002291849,2.4445914237434185,-0.0057510515346111,0.0048112557352795,-0.0013411605998441,-0.0059688463873821,0.0041377073109933,-0.001256348526171
-0.1529233475206088,0.1370885020127908,2.41074101242409,-0.0052755389191551,0.0047368664512645,0.0044258559718435,-0.0051430014136978,0.0039478701558929,0.0030513359078774
-0.1663546781739903,0.142294405757751,2.4339906494442114,-0.0056452278227535,0.0048262423437918,-0.0008500956276069,-0.0061244749521425,0.0042999291659998,-0.0002675720410642
-0.1431633450591823,0.132878965139705,2.3934338013038565,-0.0049316453345572,0.0045817808702219,0.0016899561457086,-0.0050919983350999,0.0040248492247234,0.0018851562951814
-0.1570340554563263,0.1351476062314698,2.43096184892776,-0.0053805960132047,0.0046265955632204,0.0016011515913225,-0.00529250364492,0.0037463255787385,-0.0016878694863587
-0.1677151810422605,0.1421171245753861,2.4386263413518345,-0.0056913250149445,0.0048216001133269,-0.00010012564265560002,-0.0061790650134047,0.0041906752593856,-0.0003075500953103
-0.1614228105523482,0.14985506167172,2.393339527497546,-0.0054885274272395,0.0050940293361843,8.190468277557983e-05,-0.0058786212927116,0.004268459259886,0.0001174353197502
-0.1500300346216801,0.1443670111145545,2.375428124698507,-0.0051038991575786,0.0049024845501826,0.0021551095153044997,-0.0052884165543249,0.0044032479503352,0.0016236974814253
-0.1635194142792323,0.1474234859924352,2.4079132283713123,-0.0055585808764251,0.00500775281019,-0.0005451755976744,-0.0059151156206439,0.0042037848819748,-0.0005327014147499
0.00012208172725519661,-0.000183811335652595,2.15706754200878,3.546480638494387e-06,-6.461192148421446e-06,-7.151616635958646e-05,4.785593286032936e-06,-6.373719546352078e-06,-7.098356168535603e-05
-0.1521082512759698,0.1267413992858671,2.446914428658299,-0.0053269769742195,0.0044348030156075,0.0012493991467747,-0.0052752506373119,0.0037567180942911,0.0021242960241908
-0.1324732440860127,0.1725564332825347,2.2255356214467708,-0.0044299704971269,0.0057434326370717,-0.0047063645077258,-0.0055346295217612,0.0050207384648975,-0.0079862494245541
-0.05240977352554051,0.1052602149564885,2.032767949214312,-0.0017736713074152002,0.003584433199623,-0.0070511157715609,-0.0022881610830336,0.0030540930639569,-0.0068043201729421
-0.1511979009234707,0.1456625249767119,2.374838721857598,-0.0051382997337308,0.0049544945726629,-0.0040581842963645,-0.0056751494349496,0.0042666949182597,-0.0040029823480757
-0.1407926147851069,0.1692180231830637,2.2647584445085136,-0.0047626585756399,0.0057237853695952,0.0007554061369421002,-0.0055982842846752,0.0046491213761067,0.0017458167895838
-0.0760564596275716,0.1317411504895671,2.094370456719578,-0.0025297672356294,0.0043845423447637,-0.004424105717355,-0.0032315586712293,0.0037966683057956,-0.0038325242737889
-0.1351553558415309,0.1581858890163212,2.277844146186518,-0.004616276233273,0.0053928747267473,-0.0017826631804531,-0.0052688222512957,0.0044364708706137,-0.001520088392682
-0.1506163528303983,0.1462592668342615,2.3708699061275125,-0.0051668736605181,0.0050247284775937,-0.0047305042764587,-0.0054926393187895,0.0041637870368365,-0.0039540123394952
0.00012765572558119664,-0.00019208316163830952,2.15735688845495,3.7525647926806016e-06,-6.692229317373233e-06,-7.570822266123045e-05,4.716281678403171e-06,-6.277707703209003e-06,-7.012283625495996e-05
-0.0576758459901276,0.1054907385667732,2.0711320430251643,-0.0019465178925746002,0.0035651076635481,-0.0012060131575721,-0.0023879109493465,0.0029489327983933,-0.0030421336970595
-0.1161438921032321,0.1708478348319679,2.167842351470988,-0.0040320267659059,0.0059095503208244,-0.0062025619414409,-0.0042642062108633,0.0043229792048065,-0.0009327709102191
-0.1499439575376627,0.1599508336472954,2.3239145021480514,-0.0051301961744094,0.0054654491776897,-0.0009723668972347,-0.0056144261855926,0.0045929276608499,-0.0001240100251757
-0.1606416203198421,0.137927380588253,2.4321252467168755,-0.0054429294864769,0.004672922184687,0.0032396013394717,-0.0061860033798196,0.0041990826873765,0.0006578193457624
-0.1690424880071562,0.1414835694108006,2.4447117107743277,-0.0057568370489277,0.004816512152563,6.761836379398645e-05,-0.0059579907892324,0.0041360097767753,0.0004477034233058
-0.124910480338108,0.1540980887179331,2.25196174474878,-0.0042387740280884,0.0052486220324978,-0.0055672257895102,-0.0050761919478512,0.0043586726252252,-0.0055467619946701
-0.1417925926526298,0.1540372078323841,2.314827359926329,-0.0048292177006321,0.0052402227412038,-0.0024420871972847,-0.0053165227857706,0.0043888015295388,-0.0022236872764488
-0.1341346725388176,0.1604328166639098,2.26715341015674,-0.0045561208186499,0.005462391879303,-0.0046249620045619,-0.0054373465364714,0.0045282568770375,-0.0047751203390565
-0.1476467962694398,0.1473182146162554,2.357308457968668,-0.0050793484922712,0.0050647113838586,0.0014139203436567003,-0.0051937866191688,0.0045118971955386,9.212037705274568e-05
