Time,delta_position_x,delta_position_y,delta_yaw,linear_velocity_x,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,delta_x,delta_y
54.011,0.0048281790997033,0.0058581571297859,-0.009776876475002404,0.2180284676287766,-0.288000153308613,0.0002181492747013,-0.013362248270773,0.006968606090927693,0.0025272436468345553
54.045,0.0048733478084199,0.0057675325413595,-0.009792005212492532,0.2246492517707091,-0.3714200807787462,0.1988223466045824,-2.5051029270310274,0.006993214196798799,0.0024590746785941487
54.079,0.0049483645823389,0.0057029235032201,-0.01262828274647697,0.2180500838882796,-0.3609180424202918,-0.1981732096825702,0.3153765272809119,0.007230038999856961,0.0024630710602377773
54.113,0.0049324898186862,0.0055431771590765,-0.012271213442289531,0.2180516712619382,-0.3613179800502443,4.766887863834564e-05,-0.0120101390376108,0.0070472838050016666,0.0023019081112195814
54.147,0.0048084954460911,0.0052800904058128,-0.012284811321707915,0.2113437532806145,-0.3156289152491334,-0.2014389784181298,1.3720439880213466,0.007075051214054074,0.002215274373004901
54.181,0.0049512008028913,0.0053048696443054,-0.010731383118470194,0.2051227923906786,-0.3631371367917574,-0.1868156423404182,-1.4266733195983188,0.006883260526999521,0.002062724161903206
54.215,0.0051243963850786,0.0053723034482462,-0.01234666265092194,0.2180119391352641,-0.3274774125626821,0.387061463801367,1.0708625894617212,0.006701749098655836,0.0019302008005136879
54.249,0.0051806602226336,0.0053115284546546,-0.011134232027130837,0.2246010930173666,-0.3967117935087437,0.1978724889520283,-2.0791105389207685,0.007147647351186743,0.00196338967682133
54.283,0.0053333116419471,0.0053400954142508,-0.013488200979296858,0.2179978576298135,-0.3850331936842654,-0.1982953569835761,0.3507087034377876,0.007385741219178871,0.0019406182472375211
54.317,0.005409320618543,0.0052896023891987,-0.013091128585264608,0.2179460091288287,-0.3843229959461933,-0.0015570120415881,0.0213272594015637,0.007193354672826387,0.0017867044432074172
54.351,0.0054263345721492,0.0052348594325277,-0.013066981862170157,0.2246928596752676,-0.1626045029935513,0.2026081245176869,6.65821300158084,0.007214411320892284,0.001691982387559008
54.385,0.0054684381563643,0.0051991044418806,-0.005528553101780569,0.2179735183306487,-0.213993470651057,-0.2017820223609289,-1.5432122419671388,0.0074599023095388685,0.0016470252538058332
54.419,0.0055189328089226,0.0051649517681737,-0.007275778002135707,0.2180061350779897,-0.2140836078378366,0.0009794819021331,-0.0027068224258132,0.007245539929933305,0.001557738344317534
54.453,0.0055676932203228,0.0051179942854881,-0.007278842666487734,0.2246531361630459,-0.269030037527749,0.1996096421938789,-1.6500429336310036,0.007257767673689603,0.0015052058383306349
54.487,0.0056138975632809,0.0050683395995408,-0.009147021275943176,0.2181036258605627,-0.2616361558408007,0.0006194975945016,-0.0099728323393338,0.007490148795747488,0.0014966200363358603
54.521,0.005666288980771,0.0050207313342925,-0.00889562929858694,0.2181036258605627,-0.2616361558408007,0.0006194975945016,-0.0099728323393338,0.007284768024605168,0.0013864127570535208
54.555,0.0057118667765916,0.0049615797122791,-0.00889562929858694,0.2247181977182296,-0.2964028300402416,0.1986357915215283,-1.0440442702534805,0.007296812647856376,0.001321556161240924
54.589,0.005737327299881,0.0048818624716341,-0.010077696221367893,0.2180762141619838,-0.2880712318144008,-0.0007923773328893,0.0024267574804392,0.00752992286355943,0.001294704569677712
54.623,0.0057068019985231,0.0047596211851432,-0.009794421881689316,0.2113517399527481,-0.1563012483278495,-0.2019361624395111,3.957056561157696,0.007319652054873711,0.0011827331344753354
54.657,0.0055838551287155,0.0045704809734747,-0.005314242443146714,0.205135216820297,-0.2806157379762677,-0.186682376349883,-3.733167857309853,0.007104833967223316,0.0010767280642228108
54.691,0.0056436043846865,0.0045353088630151,-0.009540935091194793,0.2179957563678241,-0.1156121992881477,0.3862023888146271,4.955061221865465,0.00690131462173925,0.0010083972390687844
54.725,0.0058643569984626,0.0046571988878093,-0.003930814775796897,0.2245085809060369,-0.1185675231641694,0.1955803164628495,-0.0887484647453987,0.0073438689203820995,0.0010015959477480479
54.759,0.0059013509389767,0.0046482077453897,-0.004031295787581632,0.2179063678872124,-0.1152994286245969,-0.1982646552199564,0.0981409771643417,0.007567270057066405,0.0010017818307066935
54.793,0.0059207866504178,0.0046256223883545,-0.00392018057323617,0.2179384214183116,-0.1153933807550447,0.0009625685014765,-0.0028213852987343,0.007348596366860578,0.0009427054092459174
54.827,0.0059530776175908,0.0046058330553218,-0.003923374945671395,0.2245791598512727,-0.1601207531764029,0.1994215745633969,-1.343164336977723,0.007353316964076516,0.0009140248458626648
54.861,0.0059785253943978,0.0045746649250064,-0.005444105607997526,0.2180101231817433,-0.1555480420229315,-0.1972683684543348,0.1373186532573996,0.0075810147565304,0.0009121397650199398
54.895,0.0059886650540665,0.0045320914441792,-0.005288633428780607,0.2180481898846786,-0.1556690589844443,0.0011431442322911,-0.0036341429883728,0.007363978278338192,0.0008453817363876274
54.929,0.0055874302804237,0.0041815557824664,-0.005292748005470938,0.1979705507369365,-0.2895425334774383,-0.6029321065388027,-4.020224459249069,0.007369632773340447,0.0008065655234123088
54.963,0.0056787787476237,0.0041895235306583,-0.00984444613823259,0.2050811355352054,-0.1563832484097374,0.2135310750230908,3.998777329360388,0.0066948271688998555,0.0006968737441321905
54.997,0.0060247113020865,0.0043863728558101,-0.005317030445930903,0.2180411761857227,-0.2618362195317079,0.3891904099254439,-3.1667558895486625,0.006942058433390263,0.0006535956820368148
55.031,0.0061530891567322,0.0043989720300925,-0.008902431464077785,0.2247475581114983,-0.270501157415263,0.201392850623892,-0.2602083448515062,0.007384350181606798,0.0006556461025555094
55.065,0.0061882161876329,0.0043402278213831,-0.009197039352118649,0.2180856718426416,-0.2624525601572355,-0.2000566447104128,0.2416996173581841,0.007617188346283482,0.0006080255711278611
55.099,0.0061901701849826,0.004259972072077,-0.008923387045345723,0.2180283664243427,-0.2622601298227938,-0.0017208834323994,0.0057786887219735,0.007396515990325799,0.0005219996828968417
55.133,0.0060624406014968,0.0040832655359613,-0.008916844413976568,0.1846631020041816,-0.2653177397207422,-1.0019598924973303,-0.0918201170555091,0.00739893475835815,0.0004558579860994566
55.167,0.005930751477797,0.0039216743038862,-0.009020803150504948,0.205034611543706,-0.239214983568629,0.6117570432289627,0.7838665511145101,0.0062698563512310086,0.0003302037711085684
55.201,0.0059868700627223,0.0038884911032949,-0.008133309441333128,0.2049718557885343,-0.238817344291576,-0.0018845572123625,0.0119411194310225,0.006964553132389401,0.0003038182651148103
55.235,0.0063158094933783,0.004026835501647,-0.008119789705913327,0.2247347998359975,-0.2648551655199448,0.5934818032271215,-0.7819165534044704,0.006964661445113397,0.00024708832458318614
55.269,0.0064071712579094,0.0040065317756011,-0.009005075627677838,0.2179302536419688,-0.2566812989724092,-0.2043407265474076,0.2454614578839536,0.007638127068988906,0.00020889963007135004
55.303,0.0063551707971007,0.0038970084520451,-0.008727164165061635,0.2179627367167166,-0.2567953726888881,0.0009754677101422,-0.0034256371314992,0.00740838283670801,0.00013586790571064122
55.337,0.0060780058237226,0.0036549224991933,-0.008731042671423743,0.2107706743854009,-0.2548823490620513,-0.2159778477872556,0.0574481569620666,0.007410390814712863,7.121999310425985e-05
55.371,0.0061070655284172,0.0036022364209707,-0.00866599986810947,0.2044218707149333,-0.2472754248951253,-0.1906547648789089,0.2284361611689485,0.007166200157567298,6.302600464463648e-06
55.405,0.0062188039274122,0.0035969566949209,-0.008407364446433993,0.2044566026689543,-0.2474034375602101,0.0010430016222542,-0.0038442241767216,0.006950132906604238,-5.411837465469675e-05
55.439,0.0065765300666036,0.0037249309937383,-0.008411716877046876,0.2246507146115446,-0.3066720803201047,0.6064297880657739,-1.7798391219187557,0.006950613021291509,-0.0001125671962416816
55.473,0.0066293076871406,0.0036659240034337,-0.010426850730883229,0.2181344167289741,-0.2980636130086559,-0.1956846210982121,0.2585125318753399,0.007635812219038325,-0.0001879216028919876
55.507,0.0066628079794102,0.0035964253563776,-0.01013416284229398,0.2181256879925151,-0.2976953507401523,-0.0002621242179902,0.0110589269820889,0.00741201955972031,-0.0002597674245039058
55.541,0.0066805037442778,0.0035223223297992,-0.010121641925164857,0.2247032690849302,-0.2965695028892495,0.1975249577301832,0.033809244771856,0.007408709996420842,-0.0003348540130308988
55.575,0.006698310982153,0.0034503265830959,-0.01008336309823627,0.2180482567152929,-0.2875340660684907,-0.1998502213104288,0.2713344390618275,0.007628237320049233,-0.00042218213122566966
55.609,0.0067049107954084,0.0033728167500867,-0.009776158246328373,0.2179804709698661,-0.2872114775342993,-0.0020356079707744,0.0096873433691102,0.007397805466893825,-0.0004842965234201276
55.643,0.0065041227204336,0.0032167043295783,-0.009765190236165866,0.210835463849372,-0.1089457062947493,-0.2145647783932169,5.353326463650149,0.007390419258617255,-0.0005564213143675386
55.677,0.0066613561772386,0.0032446463466747,-0.0037041540140213586,0.2179940984172089,-0.1453182528315593,0.2149740110461527,-1.0922686647690705,0.00714257843741986,-0.0006079593417884988
55.711,0.0067739251377338,0.0032502431178657,-0.0049408205962728595,0.2179547149808455,-0.1450048735866511,-0.0011826857766776,0.0094107881353841,0.007382715983376465,-0.0006559529380253458
55.745,0.0067996853120522,0.003220060448465,-0.004930165701945981,0.2245302159544983,-0.1530222950840869,0.1974624917012863,-0.2407634083314065,0.007378051757848616,-0.0006922963635153377
55.779,0.0068220454590066,0.0031867678516834,-0.005202758032859877,0.2179584066181219,-0.1486582172379065,-0.1973516317230153,0.1310533887741861,0.007597032588357278,-0.0007506459330318713
55.813,0.0068444534585438,0.003148180100552,-0.0050543793860886605,0.2179950970769596,-0.1735123771374356,0.0011018155807115,-0.7463711681540279,0.007370782961443081,-0.0007670337705910149
55.847,0.0068643076439105,0.0031078852019525,-0.0058994208226726234,0.2246400641222277,-0.1789480514495689,0.1995485599179608,-0.1632334628268247,0.0073680520555320745,-0.0008044139376562328
55.881,0.0068838570897826,0.0030673913556975,-0.006084233749285149,0.2180704492595791,-0.1738014186198199,-0.1972857316110688,0.1545535384309001,0.007587624059834818,-0.000873711764387701
55.915,0.0069077454477173,0.0030269804527509,-0.005909248233073689,0.2181017564596077,-0.1738565055618989,0.0009401561570145,-0.0016542625248934,0.007360426744194541,-0.0008929588090722528
55.949,0.0069285365902533,0.0029802943310753,-0.0059111211891043755,0.2247033439210272,-0.2045818645734973,0.1982458697122958,-0.9226834538017544,0.007356077470687733,-0.0009365719933045165
55.983,0.0069221938035211,0.0029220875559755,-0.006955783395498688,0.218080026397862,-0.1981355039758382,-0.1988984241190732,0.1935844023321059,0.007572897905629918,-0.0010097022096653974
56.017,0.0069226161878381,0.0028648844293854,-0.0067366071351796925,0.2180536690727474,-0.2221531094572852,-0.0007915112647028,-0.7212494138572694,0.007342686458810368,-0.0010310390661126755
56.051,0.0069932615574068,0.002834188153412,-0.007553205721547457,0.2246482495040642,-0.2286964356411114,0.1980354483878911,-0.1964962817965823,0.007334687611081653,-0.0010803495031325061
56.085,0.0070151469623025,0.0027812719422988,-0.00777567881179754,0.2179726707898208,-0.2211688326712275,-0.2004678292565569,0.2260541432397564,0.007547887648014435,-0.0011700660130971898
56.119,0.0070339917458344,0.0027270568961789,-0.007519740310821496,0.2179665285499132,-0.2214132569638292,-0.0001844516488779,-0.0073400688468958,0.007314547916822367,-0.0011922077321961536
56.153,0.0070376706545212,0.0026633934495284,-0.007528050736769954,0.2245773793662299,-0.2339867911539765,0.1985240485380384,-0.3775836093137322,0.007305170245931904,-0.0012471418630899441
56.187,0.0070798704340355,0.0026144818318641,-0.007955550899234947,0.2179699991330646,-0.2276341226624668,-0.1984198268217804,0.1907708255708601,0.007516847097435616,-0.0013415919391387818
56.221,0.0071074567161144,0.002559597230178,-0.007739560170523625,0.2179584479410432,-0.2282501136509584,-0.0003468826432868,-0.0184982278826291,0.00728510110498233,-0.0013601198526940824
56.255,0.0071302823136234,0.0024997796569677,-0.007760503864133961,0.224579713540199,-0.254381457519754,0.1988368047794558,-0.7847250411049743,0.007273970789828154,-0.001416386967646261
56.289,0.0071524100995672,0.0024396322545962,-0.00864896955567136,0.218039464680855,-0.2472672188327812,0.001099978570823,-0.0038065539888917,0.007483392236082146,-0.0015175347841852162
56.323,0.0071481084816953,0.0023798846318184,-0.008407085440314294,0.2246743266024849,-0.163458025041081,0.1992451027516487,2.516792606357362,0.007252445141449221,-0.0015361237259012923
56.357,0.0071579589898256,0.0023397616996818,-0.005557572851396578,0.2180758973493394,-0.1585633956650962,-0.1981510286229877,0.1469858671466909,0.007459563179344229,-0.0016456380163923894
56.391,0.0071685047562277,0.0023001655901317,-0.0053911554526131,0.2180551161272808,-0.158088746459791,-0.0006240607224793,0.0142537298890445,0.007231495375224701,-0.0016375221450582436
56.425,0.0071595365047232,0.0022559810598143,-0.005375017379632724,0.2246392073610619,-0.1627119702246934,0.1977204574709036,-0.1388355484955676,0.007221873928250567,-0.0016763245169540226
56.459,0.0071572020097978,0.0022155723925532,-0.005532206987640556,0.2180123233738039,-0.1575654897693938,-0.1990055251428819,0.1545489626216091,0.007430545899549939,-0.0017669051423271696
56.493,0.0071960783799134,0.0021860327489052,-0.0053572266521592195,0.2179623664804238,-0.1566893889448179,-0.0015002070084133,0.0263093340713491,0.007201747061443118,-0.0017546494282675567
56.527,0.0068615706895758,0.0020452566979135,-0.00532743922412364,0.2112532785169041,-0.1254950669107622,-0.2014741130186091,0.9367664274491208,0.007190595625497835,-0.0017927945481250656
56.561,0.0067873403913487,0.001989765160811,-0.004266832274965779,0.2049633926723548,-0.1321463958531167,-0.1888854607972767,-0.1997396078785138,0.006959906415056698,-0.0017747141224760503
56.595,0.006806116807249,0.0019615686581349,-0.004492977459005825,0.2049734255561782,-0.1325532497355447,0.0003012878025052,-0.0122178343071481,0.006745272756706997,-0.001750670322409129
56.629,0.0070479726394208,0.0019887614562595,-0.004506810491008376,0.2246698691237866,-0.1421203054608611,0.5914847918200707,-0.2872989707302216,0.0067376687683984755,-0.0017810460859616585
56.663,0.0071031912683077,0.0019484595034959,-0.004832090385669124,0.2180139358739053,-0.1483829535198131,-0.1998778753718103,-0.1880675092778375,0.007376236216017609,-0.0019854549080685364
56.697,0.0071798535094118,0.0019151776147426,-0.005045020419674539,0.218033101805364,-0.1486080813368702,0.0005755534972591,-0.0067605951068192,0.007148319115319095,-0.0019611991111334135
56.731,0.0072748347406343,0.0018982247512985,-0.005052674765453426,0.2246298324279105,-0.1390448183304055,0.1981000186950903,0.2871850752692095,0.007138961439203592,-0.0019974129957913973
56.765,0.007287642675261,0.0018654974123927,-0.004727523823233637,0.2180303165844072,-0.1353526163357402,-0.1981836589640645,0.1108769367767365,0.007344463806569853,-0.0020949817714627315
56.799,0.0072959613969909,0.0018316002138817,-0.00460198895541502,0.2180544439218707,-0.1353175230817277,0.000724544668574,0.0010538514718457,0.0071189942872520815,-0.002067110409278972
56.833,0.0073015123782105,0.0017983481036107,-0.004600795784778596,0.2246565839504347,-0.132219348519567,0.1982624633202399,0.0930382751399606,0.007110192847810297,-0.002100082308200316
56.867,0.0073004254564257,0.0017651754132634,-0.004495457849665135,0.2180259080902946,-0.1277805393477463,-0.1991193951994007,0.133297572727347,0.007315439513536682,-0.0021973474980477464
56.901,0.0072709890117919,0.0017264319492371,-0.004344538337824144,0.2180089368178937,-0.1273132068519537,-0.0005096478198463,0.0140340088826619,0.007089868135284093,-0.002164387371124113
56.935,0.0073150547252958,0.0017055331289647,-0.004328649032966288,0.2245806651281925,-0.1304256089454117,0.1973491985074693,-0.0934655283320705,0.007079846847792358,-0.002194998178435362
56.969,0.0073277946208538,0.0016750850161381,-0.004434470704143856,0.2179470721511074,-0.1259806330228293,-0.1992069963088593,0.1334827604379079,0.007283407838196054,-0.002292713574616694
57.003,0.0073349529098545,0.0016435473615937,-0.00428334152277606,0.2179705243157398,-0.1259493176346849,0.0007042692081776,0.0009404020463803,0.007058336703592442,-0.0022563141923051724
57.037,0.007341195455748,0.0016135496861328,-0.00428227679957915,0.2246153918866777,-0.1206730006235283,0.199545572700838,0.1584479582929899,0.00704936588370143,-0.0022867727096447595
57.071,0.0073482118307253,0.0015841214567897,-0.004102882021199832,0.2180354422162379,-0.1173273117146034,-0.197596086199393,0.1004711384061521,0.007254109274074167,-0.0023875712552065445
57.105,0.0073544273438519,0.0015545164381663,-0.003989128598296389,0.2180448288479953,-0.1177302597497583,0.0002818808335571,-0.0121005415962417,0.007032037053520672,-0.002346500324755653
57.139,0.0073545104101793,0.0015236404113149,-0.004002828831492492,0.224652077337943,-0.121280957527247,0.1984158705690001,-0.1066275608855479,0.007022922966403542,-0.002374635506295557
57.173,0.0073612115331971,0.0014923338373889,-0.004123552555926267,0.2180398008108174,-0.1182663660872196,-0.1985668626764467,0.0905282714722959,0.007225882088432179,-0.002475536024637073
57.207,0.0072730703882148,0.001444196034513,-0.004021056446965339,0.2180302849950163,-0.1188517079317716,-0.0002857602342666,-0.017577833169731,0.00700323260032563,-0.002431571348412918
57.241,0.0069263152768834,0.0013572775392752,-0.004040958069680106,0.2112416785500606,-0.0322655455615236,-0.2038620554040746,2.6001850561636024,0.0069930933140000045,-0.0024596046601017482
57.275,0.0069149241901595,0.001346963374615,-0.0010970285490917674,0.2050535525079568,-0.0321311139394612,-0.185829610873989,0.0040369856475194,0.006765670878508173,-0.0024103816325194765
57.309,0.0069863807696133,0.0013539578683379,-0.001092457873941646,0.2050437585735204,-0.0317059386809692,-0.0002941121452371,0.0127680257805404,0.0065649061737024245,-0.0023469750728141313
57.343,0.0071086443266275,0.001391346554707,-0.001078001915153144,0.2380523917378574,-0.1353316320639465,0.9912502451752851,-3.111882684173491,0.006562024849590818,-0.0023540331137006315
57.377,0.0070955899423235,0.0014057732796862,-0.004601275490174034,0.2180099098327848,-0.024660137425222,-0.6018763334856636,3.323468307469204,0.007615451059029399,-0.0027412043354569475
57.411,0.0072308858871661,0.0014428116428526,-0.0008384446724575213,0.2180151374912331,-0.0246173528679516,0.0001569867401906,0.0012848215396515,0.006962654121286566,-0.002542476433545313
57.445,0.0073418730807117,0.0014614262536563,-0.0008369899975103278,0.2246007889618923,-0.0281018892495269,0.1977673114312064,-0.1046407321794394,0.006960686854649839,-0.0025483744454402367
57.479,0.007344558831531,0.0014550079012798,-0.0009554642344838843,0.2179643639421055,-0.0265584620623256,-0.1992920426362381,0.0463491647808189,0.007168750593738966,-0.0026313550831895544
57.513,0.007352209146149,0.0014482783046952,-0.0009029877101190418,0.2179987146818883,-0.0266156594928933,0.0010315537472306,-0.0017176405575869,0.006954487822498693,-0.0025602506618289615
57.547,0.0073575732137267,0.0014367306704617,-0.0009049324227583434,0.2246427279212864,-0.0507926078576688,0.1995199170990425,-0.7260344854286926,0.006953268760953385,-0.0025669339140232386
57.581,0.0073602645757202,0.00142435980488,-0.0017269486671610452,0.2180551158313865,-0.0496237415294811,-0.1978261888858849,0.0351010909365676,0.007162789020277835,-0.00265165006578171
57.615,0.0073053666095002,0.0014041062187487,-0.0016872072120023038,0.2180598335469071,-0.0500702087868318,0.0001416731387584,-0.0134074251456673,0.006948286034217587,-0.0025858940347991966
57.649,0.0072919093091377,0.0014002294522361,-0.0017023870987522272,0.2246564775724623,0.0241673411172774,0.1980974181848394,2.2293558529762536,0.006944063442019213,-0.002597669747432951
57.683,0.0073390934938744,0.0014126824949092,0.0008216895979874056,0.2180515021584963,0.0231787801380073,-0.1983476100290093,-0.0296865158939971,0.007149565615672327,-0.002688428454923074
57.717,0.0073570459170428,0.0014154505161951,0.0007880785246922232,0.2180355863816513,0.0225265973843193,-0.0004779512566044,-0.0195850676783167,0.006941507764487738,-0.0026036848760415746
57.751,0.007272532401067,0.0013745125228104,0.0007659043110668319,0.2244997112259354,-0.1203690032709281,0.1941178631917139,-4.29115917883626,0.006943050700279262,-0.002598023968909833
57.785,0.0070520793689676,0.0013199724725878,-0.004092546111211425,0.2048419970955334,0.037229270120465,-0.5903217456577173,4.732680882624418,0.007150938816433153,-0.002669571717949666
57.819,0.0070778779922013,0.0013315174366135,0.0012657951840960343,0.2048556317800842,0.0373175485704485,0.0004094499865101,0.0026510045040083,0.00651476275830673,-0.002462500356515891
57.853,0.0071708358376587,0.0013846556640296,0.0012687966513952086,0.2246172913038166,0.0979351075928119,0.5934432289409131,1.8203471177886927,0.006518308401964623,-0.002454415390459912
57.887,0.0072821634210894,0.0014386028246242,0.003329793658155499,0.2180123149919435,0.0950620880388345,-0.1983476369931868,-0.0862768634828042,0.007150514137941077,-0.0026821133111746415
57.921,0.0073019045404355,0.0014679581334794,0.00323211099332027,0.2179594641010326,0.0965536301654635,-0.0015871138411688,0.0447910548537232,0.00694887970754604,-0.0025801205278724107
57.955,0.0072983127100829,0.0014924620651234,0.0032828234256256548,0.2179902234859138,0.0968908504944017,-0.1972435690737393,-0.090429504268308,0.006955496061860675,-0.0025570275108561364
57.989,0.0071786333552483,0.0014842215236817,0.003294288916809553,0.2047851837767531,-0.1232926961824996,-0.3965477390138324,-6.612118518825866,0.0069648356062988505,-0.0025345377425075584
58.023,0.0068911111408394,0.0014236138699039,-0.00419195167020573,0.2111784369968166,0.0922530873607113,0.1919895861880934,6.472846352648977,0.006550739882640041,-0.002359437652836691
58.057,0.0068561287950694,0.0014374871421622,0.0031366049702640847,0.2049627120063471,0.0896791598920627,-0.1866584081222077,-0.0772951191786377,0.00674499074534974,-0.002461393899589987
58.091,0.0070610779906772,0.0014963620969455,0.003049091436330035,0.2180106667247378,0.0651689596747794,0.3918304720237449,-0.7360420485670659,0.006553922883557296,-0.002368401027318898
58.125,0.0071316495366871,0.0015093666006927,0.0022157446289424293,0.2246599704418314,0.0671246927206565,0.1996787903031103,0.0587307220984137,0.006978795298800819,-0.0024979064251681024
58.159,0.0072410160156516,0.0015355438095858,0.0022822395525022485,0.2180560662857826,0.0648487994595153,-0.1983154401215857,-0.068345142977215,0.007197333736190086,-0.002558151162572913
58.193,0.0072896418735608,0.0015605068194836,0.00220485918162345,0.2180388172111876,0.0641226926494896,-0.0005179902280787,-0.021805009310082,0.00699141582962151,-0.0024670043851222714
58.227,0.0069407855294627,0.0014997995860354,0.002180171550082577,0.2108241871161402,0.0626687809034339,-0.2166555584098314,-0.0436610133950641,0.006996284751593108,-0.00245138938399617
58.261,0.0068426050065657,0.001492309097935,0.0021307385507171304,0.2046705442667832,0.0593415627272482,-0.1847940795602715,-0.0999164617473195,0.006769938020038242,-0.0023555219774513817
58.295,0.0068354067345605,0.0015064039722025,0.0020176131327263747,0.2046521060782578,0.0598425185027368,-0.0005536993551162,0.0150437169816413,0.006577191231283056,-0.0022727587072330032
58.329,0.0069280121863424,0.0015540070738114,0.0020346456290929868,0.2245863898094742,0.0419021857116768,0.5986271390755681,-0.5387487324642656,0.006581170456512986,-0.0022592803124131425
58.363,0.0070011702195436,0.001608585254429,0.001424674314196966,0.2180218238731484,0.039569485143905,-0.1971341122019773,-0.0700510681012536,0.007227243678705408,-0.0024646473476617305
58.397,0.0071566271814594,0.0016713570183756,0.0013453624948927272,0.2180282584034956,0.0396508149028485,0.0001932291395566,0.0024423351034085,0.007019395942615278,-0.0023826088081392587
58.431,0.0068379333700232,0.0016085629503753,0.001348127706696806,0.2103482534889653,0.0453609120661916,-0.2306307782141223,0.1714743892895809,0.007022802321156895,-0.002373233062418284
58.465,0.0067711744736221,0.0016037179637188,0.0015422710102507876,0.204199568894735,0.0434788475141461,-0.1846451830099203,-0.056518455016381,0.006778505977826088,-0.0022805001518978168
58.499,0.0064001503974585,0.0015279166766432,0.0014782808154809204,0.1903903534565335,0.0203842187992179,-0.4146911543003433,-0.693532393841689,0.006583770149462374,-0.0022036875754019376
58.533,0.0063495059059489,0.0015217703611279,0.0006930634391733865,0.1962229266814382,0.0212806463968193,0.1751523490962367,0.0269197476757192,0.006141566270337081,-0.0020455841121524085
58.567,0.0063764469709921,0.0015335718693821,0.0007235419774918332,0.1904546442558386,0.0202707337404141,-0.1732216944624503,-0.0303277073995546,0.006331171646660396,-0.0021038628046991716
58.601,0.0067216305986931,0.0016020127424152,0.0006892049471740575,0.217956922395637,-0.0041256738860475,0.8258942384323839,-0.7326248536474987,0.006146532746138577,-0.0020375696984805103
58.635,0.0068980883088972,0.0015990686175876,-0.00014027291212561054,0.2246567690642788,-0.0047237318085439,0.2011965966559087,-0.0179596973722652,0.007035717744626574,-0.0023269529778808845
58.669,0.0070835343286955,0.0016064986515821,-0.00016060688149048752,0.2180648427565961,-0.0047801645256538,-0.1979557449754551,-0.0016946761894871,0.007251654380879442,-0.0023994991546044593
58.703,0.0072205254300453,0.0016239471770114,-0.000162525593872258,0.2180651790383151,-0.0050752655897034,1.0098550118420378e-05,-0.0088618938153011,0.007038500649279582,-0.002330223005941057
58.737,0.0068688502790443,0.0015407274529797,-0.0001725590300499101,0.2104821821097166,0.0009125005748488,-0.2277176254834387,0.1798127977343036,0.007038132689056766,-0.0023313705069004883
58.771,0.0068831767736531,0.0015442497294324,3.102501954485821e-05,0.2043990718752144,-0.0006860139292106,-0.182675983018084,-0.0480034385603462,0.006793000304173164,-0.002251471673135629
58.805,0.0069891340846853,0.0015844100408132,-2.332447359315966e-05,0.217906649551045,-0.0039922359109036,0.4056329632381572,-0.0992859453961862,0.006596744771979411,-0.0021861976049356467
58.839,0.0069936108366405,0.0016102643679886,-0.0001357360209707181,0.2246226484569195,-0.0058131449131677,0.2016816488250596,-0.0546819520199422,0.007032631930031803,-0.0023308350629230017
58.873,0.006999314971833,0.0016307805654909,-0.0001976469270476955,0.2180240494523952,-0.005554458428258,-0.1981561262619912,0.0077683629102007,0.007249055192773459,-0.0024036566200458472
58.907,0.0068311581750362,0.0015943906630657,-0.00018885158656076602,0.2043497292380789,-0.0075285121404245,-0.4106402466761653,-0.0592808922572531,0.007035642977096202,-0.0023344365222114478
58.941,0.0068349282192136,0.0015931121090209,-0.0002559694127744784,0.2106742511603269,-0.0091495884985467,0.1899255832506931,-0.0486809717153821,0.0065939589018740195,-0.002189267568635487
58.975,0.0068368384574041,0.0015914881206638,-0.00031108600895057793,0.2045130092030503,-0.0089576019459091,-0.185022280999299,0.0057653619410696,0.006797460680285684,-0.002258764321003366
59.009,0.0067089135738431,0.0015610459235125,-0.0003045584661608997,0.2045223657097353,-0.0090133588949489,0.000280976176728,-0.0016743828540478,0.0065979841323419485,-0.0021947586173063534
59.043,0.0064276829756617,0.0015013597960159,-0.0003064542024282529,0.196153877566929,-0.016114616899767,-0.2513059502344251,-0.2132509911356773,0.00659761722239053,-0.0021968684899416643
59.077,0.0063547738501363,0.0014822432959664,-0.0005478969745920606,0.190547491452382,-0.0164648839158472,-0.1683599433797898,-0.0105185290114182,0.006327015028708735,-0.002108917761749205
59.111,0.0064633000131987,0.001499651529743,-0.000559806053138787,0.190538637676822,-0.0168871648618178,-0.0002658791459453,-0.012681109488607,0.006145055628082472,-0.002052008742763288
59.145,0.0068753055529499,0.0015644047470974,-0.0005741636053019069,0.2244860064478916,0.0007183587980319,1.0194405036357237,0.5286944041996946,0.006143620462201129,-0.0020553529541237057
59.179,0.0069607228948256,0.0015519000819401,2.4424199133083824e-05,0.2180667696067339,-0.0015046979886143,-0.1927698751098406,-0.066758462061452,0.007236808734768999,-0.0024257009901210457
59.213,0.0068401168485892,0.0015210697085388,-5.1159731612884576e-05,0.2041020931166417,0.0056190011432784,-0.419359654357123,0.2139248988556392,0.007029927820866553,-0.0023561657278653126
59.247,0.0068413917890711,0.0015222525041308,0.00019104603887145952,0.2105058976850184,0.0032375040037904,0.1923064434947963,-0.0715164306152547,0.006579628710861222,-0.0022056169410118883
59.281,0.0068360754521247,0.0015227686259261,0.0001100751361288701,0.2043043479791209,0.0035641717508652,-0.186232723900826,0.0098098422544982,0.00678650230175605,-0.002273522775390516
