Time,delta_position_x,delta_position_y,delta_yaw,linear_velocity_x,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,delta_x,delta_y
0.631,-1.9864389994017628e-10,-2.968665535618697e-09,-3.8135027578153913e-06,8.280096807325852e-06,-0.0001046215709825,-1.706400286009543e-05,0.0002264346797465,3.008431554859744e-07,-8.857430002907868e-13
0.665,-3.153009000807574e-10,-1.897892176749849e-09,-3.557133413405003e-06,7.306027183720993e-06,-9.200132685462044e-05,-2.9251340048193957e-05,0.0003789863101484,2.815232914426511e-07,-1.902451267595069e-12
0.6990000000000001,-3.9987559997175376e-10,-1.0805600858532214e-09,-3.1280451130570977e-06,6.657270153356281e-06,-8.35418442265261e-05,-1.94821931040454e-05,0.0002540385173601,2.484049242332993e-07,-2.562256578259188e-12
0.7330000000000001,-4.726039999885383e-10,-3.596748454626208e-10,-2.84042270370189e-06,6.249918291186066e-06,-7.809285820660547e-05,-1.2232788653760217e-05,0.0001636332138114,2.26347185193662e-07,-3.0427587776974093e-12
0.767,-5.572946000075713e-10,4.1166547948279226e-10,-2.6551571790245794e-06,5.534800123659506e-06,-6.885577423628381e-05,-2.147502004584262e-05,0.0002773899090186,2.1249722187215434e-07,-3.4601572717819125e-12
0.801,-6.269656999515275e-10,1.071445376865654e-09,-2.341096324033652e-06,5.064976999953191e-06,-6.27295688969383e-05,-1.4108802513703172e-05,0.0001839701303106,1.8818320417067598e-07,-3.5639006689810487e-12
0.8350000000000001,-6.798414000806426e-10,1.5843789613612103e-09,-2.1328053424959037e-06,4.778066057109951e-06,-5.886415252896447e-05,-8.615944229526718e-06,0.0001160785696088,1.7220921795941876e-07,-3.664536287766603e-12
0.8690000000000001,-7.464731999846583e-10,2.1874312361447323e-09,-2.001381185984794e-06,4.2554185187114895e-06,-5.212293189842015e-05,-1.5695121273227068e-05,0.0002024390579743,1.6245424589721475e-07,-3.803438063785997e-12
0.903,-8.020624999664078e-10,2.690334954813522e-09,-1.772179684546281e-06,3.918959136489113e-06,-4.769234414169932e-05,-1.0103885352023304e-05,0.000133050683385,1.4468422958946755e-07,-3.676968255175994e-12
0.937,-8.948745999857315e-10,3.440889573269601e-09,-1.6215397008177782e-06,3.725449479453073e-06,-4.499673934687926e-05,-5.811100811893095e-06,8.094909293753934e-05,1.3324461059139114e-07,-3.622378076182431e-12
0.971,-1.026293399981719e-09,4.440906531399946e-09,-1.5298891377938912e-06,3.3519929651634927e-06,-3.998859305440844e-05,-1.1214910339026442e-05,0.0001503947835576,1.266652822488463e-07,-3.64890572909804e-12
1.005,-1.1476751000287844e-09,5.358785970521751e-09,-1.359612163849884e-06,3.1221200736225447e-06,-3.671787030631891e-05,-6.903089836064503e-06,9.821990234503104e-05,1.1396776076311307e-07,-3.457480358280593e-12
1.039,-1.255002000000345e-09,6.176576361482944e-09,-1.2484075904148441e-06,3.0013437288704697e-06,-3.476184513554209e-05,-3.626917259822071e-06,5.873949461792249e-05,1.0615208244984124e-07,-3.364699017384259e-12
1.073,-1.3518740999687515e-09,6.906051730481977e-09,-1.181902734608432e-06,2.725349225108976e-06,-3.106646953784972e-05,-8.28812323608089e-06,0.0001109722401709,1.0204568672621598e-07,-3.3619333390638244e-12
1.107,-1.4365956000749606e-09,7.553423553297023e-09,-1.0562599642868913e-06,2.5598078006770067e-06,-2.871087033391227e-05,-4.971213946905984e-06,7.07387148329564e-05,9.266187359974496e-08,-3.162297425728995e-12
1.141,-1.5135328999219683e-09,8.133748563565746e-09,-9.761695913530181e-07,2.48101342050802e-06,-2.7358178362205632e-05,-2.3661976026722764e-06,4.0621380531730905e-05,8.703346516914976e-08,-3.0621451371973705e-12
1.175,-1.5812292000934312e-09,8.647058180599743e-09,-9.301780643149923e-07,2.2718550664172176e-06,-2.4619072809608304e-05,-6.281031654378447e-06,8.225542199991975e-05,8.4354456242125e-08,-3.050232382824362e-12
1.209,-1.641329499938761e-09,9.105599718672865e-09,-8.37048475526683e-07,2.150927829414966e-06,-2.290361297748358e-05,-3.631448558626168e-06,5.151531027401567e-05,7.72430722050554e-08,-2.8649366344548717e-12
1.243,-1.695645600058998e-09,9.516194388048405e-09,-7.787228412344424e-07,2.101607192219833e-06,-2.1975865578199013e-05,-1.4811002160700598e-06,2.786028226079785e-05,7.313154614751079e-08,-2.7736552567330727e-12
1.277,-1.7435777999348643e-09,9.880189333344448e-09,-7.471794296587622e-07,1.9396705550972346e-06,-1.9911330489390327e-05,-4.862962075753712e-06,6.199805071497557e-05,7.145464448194983e-08,-2.76569888334082e-12
1.311,-1.7834072000210907e-09,1.0185177035104688e-08,-6.769852366392717e-07,1.8503159922930877e-06,-1.8649881935871417e-05,-2.6833202043287418e-06,3.788133794351081e-05,6.594879882198052e-08,-2.601867101618146e-12
1.345,-1.81169190001558e-09,1.0404601291646998e-08,-6.340959858196287e-07,1.8197913470145736e-06,-1.8011145931150896e-05,-9.166560143697854e-07,1.9181261403018648e-05,6.291074368730922e-08,-2.5245968573753998e-12
1.379,-1.8341732000402842e-09,1.0580265552562196e-08,-6.12378961659131e-07,1.6871170596395125e-06,-1.640497953310558e-05,-3.984212834085926e-06,4.823322516652594e-05,6.187290574708854e-08,-2.5221819682694208e-12
1.413,-1.851739899979589e-09,1.0722507437499472e-08,-5.577693041255902e-07,1.6136531906252542e-06,-1.541845013754546e-05,-2.206122192620361e-06,2.962550737417782e-05,5.736197997864168e-08,-2.3734262363612374e-12
1.447,-1.866630800016061e-09,1.084417755592426e-08,-5.242273046765461e-07,1.5895635993032532e-06,-1.4913647870232073e-05,-7.234111508108409e-07,1.515922724664827e-05,5.486420843302027e-08,-2.3006792741074905e-12
1.481,-1.879867799945388e-09,1.0951249351798252e-08,-5.070640275878909e-07,1.4754384734790973e-06,-1.3583670340448769e-05,-3.427180955680358e-06,3.993926515865783e-05,5.404516232759687e-08,-2.294665291439771e-12
1.515,-1.891004100052288e-09,1.1044336445387161e-08,-4.618447915752555e-07,1.4127775322558517e-06,-1.2757277381914125e-05,-1.8817099466440188e-06,2.481660536140072e-05,5.0164908051986267e-08,-2.15535314215689e-12
1.549,-1.900282399968853e-09,1.1123924559264252e-08,-4.337474309850806e-07,1.3931871372766584e-06,-1.2325018307625038e-05,-5.883001495253166e-07,1.2980752981654184e-05,4.80344360514044e-08,-2.0860011079778844e-12
1.5830000000000002,-1.9095035999443233e-09,1.1200137040034974e-08,-4.190506224592544e-07,1.2943202012616137e-06,-1.120608474414873e-05,-2.9689770575088567e-06,3.360160851280207e-05,4.7368362621843515e-08,-2.0776213089207464e-12
1.617,-1.912292500023081e-09,1.1237731634139436e-08,-3.8100688130105463e-07,1.2403892721890275e-06,-1.050102607905192e-05,-1.6195474195971691e-06,2.117293288579005e-05,4.400688679975206e-08,-1.948624904677955e-12
1.651,-1.898596800067008e-09,1.1191191418014055e-08,-3.570348866877656e-07,1.222880586478179e-06,-1.0120323377936055e-05,-5.257863576831468e-07,1.143251354702294e-05,4.2173235212367494e-08,-1.88349910702086e-12
1.685,-1.9091393999547124e-09,1.1248501130545208e-08,-3.4409099484982616e-07,1.1296641448377155e-06,-9.121950917003894e-06,-2.7992925417556592e-06,2.9981154982947814e-05,4.1577939898126696e-08,-1.8717573945580844e-12
1.719,-1.914125999954823e-09,1.1295343327333285e-08,-3.101463311781327e-07,1.0807201229471531e-06,-8.488451566455536e-06,-1.4697904471640354e-06,1.9024004520971724e-05,3.840858088496525e-08,-1.7422951080384755e-12
1.753,-1.916924499993297e-09,1.1329814753047174e-08,-2.886073532594866e-07,9.889390578379331e-07,-7.30792395033845e-06,-2.2957706358315733e-06,2.453688577170678e-05,3.674448414187929e-08,-1.678204299239493e-12
1.787,-1.918919000044525e-09,1.1358068929823162e-08,-2.4846941431150753e-07,9.46066439623098e-07,-6.760630080536614e-06,-1.2874660124575078e-06,1.6435251345400494e-05,3.362392793097611e-08,-1.5453855009367782e-12
1.821,-1.9199288999989864e-09,1.138095395702976e-08,-2.2986142273824508e-07,9.3135768866152e-07,-6.413632439800684e-06,-4.4170423308042614e-07,1.0420349571649558e-05,3.216625891284298e-08,-1.48638207366211e-12
1.855,-1.918976999981843e-09,1.1393898491363076e-08,-2.1806350295322344e-07,8.626452021372443e-07,-5.703083285161481e-06,-2.0634380337620317e-06,2.1337812451627712e-05,3.1666161380346065e-08,-1.4705517182268178e-12
1.889,-1.916116300023675e-09,1.1395205556929966e-08,-1.9390483169549053e-07,8.222147292707147e-07,-5.197153440884056e-06,-1.214128314310198e-06,1.5193088416739496e-05,2.9329936840742137e-08,-1.3684550702488787e-12
1.923,-1.912024899953374e-09,1.1391760201817648e-08,-1.7670321699005807e-07,8.049062952567817e-07,-4.828407228997695e-06,-5.197727932112004e-07,1.1073459816407212e-05,2.7955300764522916e-08,-1.3097389580946013e-12
1.957,-1.906464200049362e-09,1.1386281584258029e-08,-1.6416584578592178e-07,7.393502188979696e-07,-4.165326395459222e-06,-1.968650941706069e-06,1.9912337343497688e-05,2.7366814008468076e-08,-1.287003460505528e-12
1.991,-1.882949400024668e-09,1.1338109118241846e-08,-1.4162109744561369e-07,6.915624628079835e-07,-3.5825499241765943e-06,-1.435067750450032e-06,1.7500794933412246e-05,2.5137907414538798e-08,-1.1863094769787559e-12
2.025,-1.8715370999917293e-09,1.1330800298026134e-08,-1.2180669742200353e-07,6.468010194888198e-07,-2.8815594692860777e-06,-1.3441874870619723e-06,2.1050764411126625e-05,2.3513123709131e-08,-1.1129625514717466e-12
2.059,-1.8845147999610803e-09,1.1406921296419624e-08,-9.797302195572736e-08,5.703832664091669e-07,-2.0501598163751697e-06,-2.2948274198093964e-06,2.4966956543871107e-05,2.1991234637857658e-08,-1.0436046287453274e-12
2.093,-1.8988252000482282e-09,1.1490947526837658e-08,-6.970543375675538e-08,5.202497867016683e-07,-1.389452386136281e-06,-1.5055099011260847e-06,1.98410639711378e-05,1.9393031035984537e-08,-9.222056196199945e-13
2.127,-1.9099435000138193e-09,1.1555158163645274e-08,-4.724138112863329e-08,4.891929221748635e-07,-8.166812420496162e-07,-9.32638574378524e-07,1.7200334657257196e-05,1.7688492727798178e-08,-8.42381918745371e-13
2.161,-1.9983289999961004e-09,1.2084064526796112e-08,-2.7767162229687157e-08,4.501876728563419e-07,-3.3405106295714934e-07,-1.1713288083640103e-06,1.4493398771545553e-05,1.6632559335047008e-08,-7.928807789430471e-13
2.195,-2.0621948999778247e-09,1.2484834388537536e-08,-1.1357736140543014e-08,4.561082882407452e-07,-1.7892220481136038e-07,1.777962577898887e-07,4.658524268642311e-06,1.5306380859703647e-08,-7.300863335278408e-13
2.229,-2.0692089999991073e-09,1.2532247350982573e-08,-6.083354963586298e-09,4.6992847685805814e-07,-1.446730730002178e-07,4.150206791985838e-07,1.0285024567910682e-06,1.5507681782536166e-08,-7.398641510237468e-13
2.263,-2.0714310000353314e-09,1.2547553551733872e-08,-4.918884482007378e-09,4.550582431060832e-07,-1.1846559535717645e-07,-4.465535661253727e-07,7.870113406318728e-07,1.5977568194985188e-08,-7.623794063733122e-13
2.297,-2.073065599934344e-09,1.2558862838574214e-08,-4.027830242144029e-09,4.539654510625527e-07,-9.961624785501281e-08,-3.2816577883796834e-08,5.660464715364452e-07,1.5471980247990165e-08,-7.383310741578929e-13
2.331,-2.0745464000089184e-09,1.2569140284135472e-08,-3.3869524270704167e-09,4.666259227630606e-07,-8.417408115964709e-08,3.801943453605965e-07,4.6372872959056257e-07,1.5434825318549268e-08,-7.366201901427928e-13
2.365,-2.075990399984934e-09,1.2579180030947157e-08,-2.8619187594280222e-09,4.5188633396918e-07,-6.464700682197626e-08,-4.426302941105284e-07,5.863986287588836e-07,1.5865281355873968e-08,-7.572172484920736e-13
2.399,-2.077428699984868e-09,1.2589118081329786e-08,-2.1979982319471805e-09,4.509491807078575e-07,-4.8585088802921585e-08,-2.8142740580256197e-08,4.823398804520921e-07,1.5364135337450516e-08,-7.333425506618833e-13
2.433,-2.078744900063482e-09,1.259819204513235e-08,-1.6518930192993246e-09,4.63685270538585e-07,-3.4221142205299e-08,3.824651600819102e-07,4.313497476763537e-07,1.533227212660024e-08,-7.318553942591898e-13
2.467,-2.079981199971416e-09,1.2606727772812576e-08,-1.1635188349801746e-09,4.491912346665487e-07,-1.8709460809394304e-08,-4.352563324935855e-07,4.658162581352762e-07,1.5765299180350624e-08,-7.525511185802132e-13
2.501,-2.0811584999823676e-09,1.2614835731561412e-08,-6.361216675194028e-10,4.483956959166261e-07,-5.192422719111205e-09,-2.3890052550228213e-08,4.059170597682612e-07,1.527250196126178e-08,-7.290453831438295e-13
2.535,-2.082269399982829e-09,1.2622481282420496e-08,-1.765423724497823e-10,4.611948212393357e-07,8.032950274253592e-09,3.84358117799089e-07,3.9715834814909297e-07,1.5245453643794966e-08,-7.277639075336514e-13
2.569,-2.0833271000258308e-09,1.2629769119421042e-08,2.731203093246206e-10,4.469077252050518e-07,2.009390306732585e-08,-4.290419229514693e-07,3.621907745667346e-07,1.5680623904270933e-08,-7.485401612617893e-13
2.603,-2.0843289000142813e-09,1.2636649726616156e-08,6.83192704289084e-10,4.462346843390292e-07,3.154500859984224e-08,-2.0211437418094912e-08,3.438770430185101e-07,1.5194862639659152e-08,-7.253474048682747e-13
2.637,-2.085271399998589e-09,1.2643121438671301e-08,1.0725302923946302e-09,4.590904258649169e-07,4.38381799545145e-08,3.860583040807098e-07,3.691643049451128e-07,1.5171979250240752e-08,-7.242446698113399e-13
2.6710000000000003,-2.086163900048149e-09,1.2649258196439916e-08,1.490498118453504e-09,4.449752991785989e-07,5.2964408240820905e-08,-4.238776782678061e-07,2.740609094986909e-07,1.5609074461623935e-08,-7.450929635347581e-13
2.705,-2.0870112999978392e-09,1.2655075432022045e-08,1.8007898801879005e-09,4.444050317671334e-07,6.26664325274514e-08,-1.7125147491457982e-08,2.913520806795946e-07,1.512916015483676e-08,-7.221618949234733e-13
2.739,-2.087812899995156e-09,1.2660563930566582e-08,2.1306587059333357e-09,4.573083459582683e-07,7.417050322444301e-08,3.874869126466956e-07,3.454675884982464e-07,1.510977106287032e-08,-7.212091837058569e-13
2.773,-2.088572699987176e-09,1.266577032144056e-08,2.521797109631081e-09,4.433398720463976e-07,8.080515617679089e-08,-4.194736910471682e-07,1.9923882739783373e-07,1.5548483744870933e-08,-7.421163867139522e-13
2.807,-2.08929899997521e-09,1.2670747340237654e-08,2.7473753100108746e-09,4.428569672375603e-07,8.904825705329704e-08,-1.4501645911031052e-08,2.475405668620471e-07,1.5073555632409906e-08,-7.19410444676047e-13
2.841,-2.0899795000108717e-09,1.2675414939877784e-08,3.027640739812122e-09,4.5579911027687246e-07,9.990839124622385e-08,3.886529441234856e-07,3.2613015594374786e-07,1.5057136868930305e-08,-7.18585464350847e-13
2.875,-2.090620999993346e-09,1.2679796435044466e-08,3.3968853023715917e-09,4.419551092546794e-07,1.0444379005999013e-07,-4.157357664322217e-07,1.3619816257556356e-07,1.5497169731767857e-08,-7.395386338020393e-13
2.909,-2.091228300010912e-09,1.2683945560532097e-08,3.5510888620396445e-09,4.415461529089064e-07,1.1140415935907949e-07,-1.2280971344532852e-08,2.090200990717523e-07,1.5026473697551686e-08,-7.170255599049761e-13
2.943,-2.091808799960237e-09,1.268791138819836e-08,3.787741418208731e-09,4.545213012810588e-07,1.2168759648651848e-07,3.89644095259831e-07,3.0881192574891934e-07,1.5012569181813973e-08,-7.16308760393432e-13
2.9770000000000003,-2.092359200072009e-09,1.2691669604159015e-08,4.137378280541659e-09,4.4078128219282853e-07,1.2446231493237397e-07,-4.126131858327407e-07,8.332487825391866e-08,1.545372422596778e-08,-7.372994690883127e-13
3.011,-2.0928799999465893e-09,1.2695225426462288e-08,4.231718707700691e-09,4.404347499256977e-07,1.3038815689683385e-07,-1.0406374388313454e-08,1.779532121459423e-07,1.49865635775024e-08,-7.149491603517962e-13
3.045,-2.093368699955869e-09,1.2698561535628984e-08,4.433197334492326e-09,4.5343820375713597e-07,1.402066745450817e-07,3.904941090521974e-07,2.94850379827262e-07,1.497478148043638e-08,-7.143237144442596e-13
3.079,-2.093824600030505e-09,1.2701672713610891e-08,4.767026934532814e-09,4.3978634795885525e-07,1.414583095231288e-07,-4.099656395880096e-07,3.758663597739096e-08,1.5416898910205732e-08,-7.353451561472225e-13
3.113,-2.094265200060924e-09,1.2704672092134215e-08,4.809582523786352e-09,4.39492235584502e-07,1.4646667546409178e-07,-8.832203434028365e-09,1.504013796084981e-07,1.4952735813595382e-08,-7.13134528398826e-13
3.147,-2.094691299971488e-09,1.2707578989079592e-08,4.9798669657790926e-09,4.52519573641642e-07,1.5587619929971654e-07,3.91211353067265e-07,2.82568283352094e-07,1.4942735992882172e-08,-7.125857428414118e-13
3.181,-2.095107899994196e-09,1.271041250028304e-08,5.299790776190402e-09,4.3894455966507323e-07,1.558838744566963e-07,-4.076580773744354e-07,2.304851945875041e-10,1.5385665486325143e-08,-7.336314436544903e-13
3.215,-2.095486999957423e-09,1.2712986885432542e-08,5.300051731527644e-09,4.38697499157996e-07,1.6017253676374118e-07,-7.4192344467634114e-09,1.2878865786921545e-07,1.492411501165008e-08,-7.11544334990308e-13
3.249,-2.0958421000213598e-09,1.2715398511886631e-08,5.44586624996724e-09,4.517453778326143e-07,1.692503678583139e-07,3.9182818842697393e-07,2.7260754037756025e-07,1.4915714954422968e-08,-7.110647872867093e-13
3.283,-2.096177299988101e-09,1.2717671471484948e-08,5.75451250718264e-09,4.382324450056282e-07,1.6814999215892268e-07,-4.0579377858816886e-07,-3.3044315297034634e-08,1.5359342828859675e-08,-7.321298543789354e-13
3.317,-2.096490600046741e-09,1.2719795661197963e-08,5.717099733403414e-09,4.3802119997698745e-07,1.7176384195436206e-07,-6.3436945537768106e-09,1.0852401788106245e-07,1.4899903113268386e-08,-7.101441176415201e-13
3.351,-2.09679059998049e-09,1.2721831366135916e-08,5.839970626448277e-09,4.510847389667234e-07,1.8054698971753145e-07,3.922984681602397e-07,2.6375819108616864e-07,1.4892720782306618e-08,-7.097166574754641e-13
3.385,-2.097075599977183e-09,1.272376293215416e-08,6.138597650396035e-09,4.374455080632794e-07,1.816069699293644e-07,-5.389905486276365e-09,9.233994683944837e-08,1.5336881107457553e-08,-7.307936715788211e-13
3.419,0.0001620767083928,-9.666532944097028e-07,6.174636977598435e-09,4.374455080632794e-07,1.816069699293644e-07,-5.389905486276365e-09,9.233994683944837e-08,1.4873147257271454e-08,-7.086057168072935e-13
3.453,0.0005529734423836,-1.6304596169858243e-06,6.174636977598355e-09,0.0340342017812995,1.973097987239308e-06,1.0220349650387823,5.379852904834666e-05,1.4873147257275636e-08,-7.085138805248701e-13
3.487,0.0009366973217616,9.334633588764518e-06,6.708533156613697e-08,0.0667268233950595,3.2194007053106497e-06,0.9817604088216216,3.742650805019043e-05,0.0011571628592515599,-5.5116759357787216e-08
3.521,0.0013653217339297,4.1535789289892655e-05,1.0945962398056147e-07,0.1371572347728587,2.923489856495853e-06,1.113122419181208,1.953841356782648e-05,0.0022687119928657333,-1.0790869660722691e-07
3.555,0.0018507664064312,0.0001047659972813,9.939865512085975e-08,0.1371572347728587,2.923489856495853e-06,1.113122419181208,1.953841356782648e-05,0.00466334597702649,-2.2129628091419674e-07
3.589,0.0022528168714485,0.0001936871340263,9.939865512085844e-08,0.1491851492237033,-0.1180653773496148,0.0004749898100884,0.0059746234544154,0.0046633459770484015,-2.2083275059588225e-07
3.623,0.0023493812803462,0.0002632187686357,-0.004014222829886933,0.1031228104839666,-8.317921128527234e-07,-1.3832534156077096,3.5454818485736337,0.005072295067942499,-2.396943556485745e-07
3.657,0.002300223864553,0.0002924814799278,-2.8280931836992435e-08,0.066396074302021,-4.1718134802548897e-07,-1.1029049904488164,1.2450773718535568e-05,0.0035061466382474826,-1.4240217249675161e-05
3.691,0.0018578840945316,0.000243395685906,-1.4184165832866546e-08,0.0330329814747107,-3.948107994687632e-06,-1.0018946794988084,-0.000106033833233,0.002257447906894624,-9.168690242156855e-06
3.725,0.001060780735302,0.0001414934681105,-1.3423567181938048e-07,-1.0556055129106388e-08,-3.474254471201175e-06,-0.9919817426656404,1.4229835540133838e-05,0.0011231121066748034,-4.561568373085149e-06
3.759,0.0002672213087978,3.577016410039047e-05,-1.1812465202083929e-07,-0.0336936354122208,-3.1615552488296707e-06,-1.0118205662512212,9.390367038183312e-06,-3.589029139509688e-10,1.4577478786540414e-12
3.793,-0.0004846024152417,-7.152289412160062e-05,-1.074928784602096e-07,-0.0670569920791006,-3.999568159145632e-06,-1.0019026026090054,-2.516555286234118e-05,-0.0011455741541082178,4.6530880519977476e-06
3.827,-0.0010209345847049,-0.0001497227844371,-1.3598531741095073e-07,-0.0350908158775843,0.0005916804985974,0.959945231276766,0.0178882902929911,-0.002279918922511196,9.26080971370362e-06
3.861,-0.0006475124351313,-9.508306545136236e-05,2.0117136952311752e-05,-0.0003301479219099,2.3446381749903e-06,1.0438639025728058,-0.0176977735862603,-0.001193077896889512,4.846329038381935e-06
3.895,-5.77709533357007e-05,-8.63053468569408e-06,7.971769794966974e-08,-1.3638984016058326e-05,0.0006694828151959,0.0095047729097258,0.020034179490118,-1.122493765367653e-05,4.537031806404941e-08
3.929,-0.0004915635808775,-7.261459642926571e-05,2.2762415716660474e-05,-0.0343743286861408,-3.847849869874941e-06,-1.0318525436073491,-0.0202201400920659,-4.6372166877020657e-07,1.8742896662177275e-09
3.963,-0.0011901243638883,-0.0001731182415704,-1.3082689557574897e-07,-0.0670569699986154,-3.8111566532166353e-06,-0.9814607000743132,1.1018983981473248e-06,-0.0011687177362199575,4.697169032924138e-06
3.997,-0.0018732628850828,-0.000265511201315,-1.2957932620936486e-07,-0.1004203519430124,-3.0919922458241545e-06,-1.0019033616936044,2.1596528750524943e-05,-0.0022799185650697515,9.163471344756504e-06
4.031,-0.002526996081578,-0.0003424140335859,-1.0512773635802067e-07,-0.1312737254895838,-0.0777991793246542,-0.9265277341312728,-2.3362188388110634,-0.003414264387299321,1.37230877669397e-05
4.065,-0.0031342772866107,-0.000391860469643,-0.002645172097038297,-0.1491699098866319,-0.3474805918941717,-0.5374229548663092,-8.098540918003527,-0.0044632706126360505,1.7939869161159026e-05
4.099,-0.0036379331895776,-0.0003963038700786,-0.011814340124401771,-0.1491698699198019,-0.3474778748650226,1.2002051054706451e-06,8.159246694032977e-05,-0.005071664300440982,3.380108947167303e-05
4.133,-0.0034274802334936,-0.000318853952811,-0.0118142477454107,-0.1064801807413895,-0.1933017954064569,1.281972648000373,4.629912296053022,-0.005070909669655916,9.371567859973853e-05
4.167,-0.0035980336860294,-0.0002837425047294,-0.006572261043819498,-0.1113098259631298,-0.5092797699175619,-0.145034391043253,-9.48882806339654,-0.003618665127337349,0.00010965442929294342
4.201,-0.0038059657160992,-0.0002271994403526,-0.017315512177197005,-0.116199446922516,-0.5710967426920867,-0.1468354642458312,-1.8563655487845283,-0.003781962667726358,0.00013948692911238653
4.235,-0.0039738348251515,-0.0001590495756123,-0.019417289251531345,-0.1380946337116619,-0.3919270518912282,-0.6575131167911672,5.380471195220975,-0.00394498370456627,0.00021395238807088058
4.269,-0.0042629037347445,-8.732269116895619e-05,-0.013325519764301682,-0.1402038901573785,-0.4263549027199721,-0.0633410344059049,-1.0338693942565749,-0.004682506988685968,0.00034524789212729936
4.303,-0.0045319667467701,-1.2084438370307817e-05,-0.01449606669247897,-0.1402180031829797,-0.4265328287724668,-0.0004238145826202,-0.0053431246995396,-0.004748934749002612,0.000413838098969148
4.337,-0.0048011647554323,6.146263189421575e-05,-0.01450211617826379,-0.1486890447243694,-0.4395160606021892,-0.2543856318735619,-0.3898868417334066,-0.004742914359358051,0.0004826816646715467
4.371,-0.0048155155372206,0.0001322121199236,-0.014943546060474738,-0.1442583700054096,-0.4273293344383452,0.1330532948636552,0.3659677526679888,-0.005021498381065615,0.0005847233750116941
4.405,-0.0047608243427412,0.0002009406948549,-0.014529197370903654,-0.1442497018715842,-0.4270811086872532,0.0002603043190822,0.0074542267595199,-0.004862845360112723,0.0006400365471126593
4.439,-0.0046049792785974,0.0002616092358734,-0.014520757695366527,-0.136362511993133,-0.3493721976204355,0.2368525489024381,2.3336009329374687,-0.0048527416046234,0.0007105770480701889
4.473,-0.0044405421894845,0.0003097193448285,-0.01187865471909474,-0.1323480565245721,-0.3391296795914377,0.1205542182751024,0.3075831239939257,-0.004577169374331283,0.0007382640485523675
4.507,-0.0043953067838636,0.0003577081239032,-0.011530409106108816,-0.1322924459025878,-0.3385079008856077,0.0016699886481757,0.0186720332081087,-0.004433594792251815,0.0007692480368635123
4.541,-0.0043668263220454,0.0004044233485809,-0.011509268630110899,-0.1346961425918683,-0.3328748440077848,-0.0721830837621748,0.1691608672018887,-0.00442257144573465,0.0008199722459651792
4.575,-0.004362838512181,0.0004528342248565,-0.011317744696264618,-0.1307336858899485,-0.3228966473952297,0.1189926937513454,0.2996455439205739,-0.004493020888619681,0.0008866397537331665
4.609,-0.0041724486549661,0.0004792770628759,-0.01097848601143775,-0.1307550041489953,-0.3228809663317617,-0.0006401879593634,0.0004709028068467,-0.00435082770355791,0.0009098555896616189
4.643,-0.0037379837406743,0.0004750354129461,-0.010977952855279836,-0.1179907947586607,-0.3830818825475083,0.3833095913013371,-1.8078353217941927,-0.004341284675368932,0.0009577214472752615
4.677,-0.0036854131152691,0.0005095298803965,-0.01302478400661521,-0.1112584234226683,-0.31453956774664,0.2021733133931672,2.0583277717978468,-0.003907768254661314,0.0009071824671449661
