odom_world_velocity_x,odom_world_velocity_y,odom_angular_velocity,delta_position_x_world,delta_position_y_world,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw
3.3226224500607256e-06,1.1357797775196632e-10,0.0003442630458704998,1.1290555777202643e-07,-7.192661204123729e-07,1.1050506137699756e-05,-3.563821558838609e-07,-5.682509014732576e-11,5.451563555790006e-06
0.1274871981549461,0.0013133708385838,-0.0681337178336053,0.0043555046739911,4.87482083535995e-05,-0.0015920685744841,0.0041901514258075,1.7725893438752755e-06,-0.002283438223168
-4.1443528664748754e-05,-0.00010859860624039958,0.0029183667506818,1.666985319892511e-06,-1.6259107591398703e-06,0.0002448626313469,9.679445977644074e-08,9.62385155884598e-07,9.334781685579332e-05
-2.461659452234616e-09,-3.3518363212097294e-06,0.00034401636432759993,-7.189470509076689e-07,-1.1350767980308069e-07,1.104220347625251e-05,-5.6676570182088015e-12,1.1037509478503349e-07,8.144929492218752e-06
0.2081994673482037,-0.0110355076083828,-0.0155662989537474,0.0070758992774039,-0.0003721288318473,-0.0005259601800032,0.0068563447980523,-0.0004642737030057,-0.0005089775476756
0.1160170221548895,0.0022583840453525,0.04392344147115419,0.0039438502763793,7.569068177409877e-05,0.0014909540967500002,0.0038399299624485,3.398720187928383e-05,0.0014610813003404
-0.0023387563181777,0.2199267150250425,-0.0068026204570211,-8.084895687239958e-05,0.0074753234093344,-0.0002271555656676,-0.0002579254765216,0.0074672898227982,-0.0002225934208303
0.0006167828224385001,4.544086323541967e-05,-0.00023174663842020007,2.0505216144828253e-05,1.8057234256046995e-06,-7.742382212322374e-06,2.0090663655083422e-05,8.593558924438585e-07,-7.62494737589492e-06
-0.0227078302900416,-0.2183447404378274,-0.0139809621967544,-0.0007711648860486001,-0.0074250027154704,-0.0001266926095722,-0.0006182587238005,-0.0074371948570211,-0.0004408562836992
0.2078006934125164,-0.0189486036267145,-0.0169057253641847,0.007067109130893299,-0.000644944370186,-0.0005758819687348,0.0070486077655494,-0.0007215300158285,-0.000568269893318
-0.001884570470781,0.2083126746389632,-0.0100745958622458,-6.496303592750004e-05,0.0070824717508335,-0.0003425115702158,-0.000233673938771,0.0068639443731195,-0.0003206609403678
-0.2199974173114007,-0.0050709537387429,0.060379474182832696,-0.0074671737157705,-0.0001775354981719,0.0021542698734027,-0.0074913896190558,-0.000358864415884,0.0020364959883904
-0.0040330074669624,-0.2146804370820567,-0.04261339957646461,-0.0001327536540086,-0.007192324494933,-0.0008569974444829,0.0002339755070366,-0.0072447893831729,0.0012812410385944
7.494718742604529e-07,-1.9943031675486583e-05,-0.0015027272641631997,7.376733405090041e-07,-6.074289742308281e-07,-4.862516370307546e-05,1.0938932126789169e-07,-1.6797771511435468e-07,-4.7200940449521056e-05
0.2185265663382591,-0.0197012101347291,0.0207685190022289,0.0074547566120926,-0.0006723660877646,-0.0005438071881753,0.007212713141092,-0.0006716126537615,0.0006974350294098
0.0240442999796208,-0.1113718490240324,0.21397430351115457,0.0008020411415839,-0.0037992001467956004,0.0078268137175689,0.0010397200590717,-0.0036831272973695,0.0071397802647453
