Time,delta_position_x,delta_position_y,delta_yaw
0.158,0.0,0.0,0.0
0.192,-1.819047788992334e-05,1.6943946246072983e-09,-8.782099363484114e-07
0.226,1.1805246880047804e-07,-2.4622637262439184e-10,4.763101252067489e-08
0.26,-3.2512576231269463e-07,-5.763205912501235e-09,2.3586305344934532e-08
0.29400000000000004,-6.019595151229851e-07,-5.97182303607724e-10,9.956700610581839e-08
0.328,-9.42951535298775e-07,-3.825568750670527e-10,1.0290412337143378e-07
0.36200000000000004,5.140933867497921e-08,3.7223823445842186e-07,-2.4274219461822777e-06
0.396,1.1680569589334056e-07,5.845565254070095e-09,-1.3241226240655352e-06
0.43000000000000005,-3.3461360349207325e-09,1.549954320445579e-08,2.469719708032914e-07
0.464,-3.1879765494124968e-09,1.870965160577498e-08,2.955264821823121e-07
0.49800000000000005,-3.290520744769765e-09,1.9374305382235946e-08,3.0557700752846196e-07
0.532,-3.3051938963524208e-09,1.9469512557712676e-08,3.070167346875749e-07
0.5660000000000001,-3.3073165317532016e-09,1.94834673949984e-08,3.072277766624799e-07
0.6000000000000001,-3.3076417160771143e-09,1.9485555058373905e-08,3.0725937242389855e-07
0.634,-3.307702889365771e-09,1.948590921951876e-08,3.0726475055280444e-07
0.668,-3.307725204848566e-09,1.9486009139590976e-08,3.072662922236238e-07
0.7020000000000001,-3.3077418581939355e-09,1.9486070979013448e-08,3.072672596305573e-07
0.7360000000000001,-3.307757623360885e-09,1.9486126823231587e-08,3.072681375767051e-07
0.77,-3.30777316648323e-09,1.9486181779271305e-08,3.0726899607320687e-07
0.804,-3.3077885985832722e-09,1.948623518099879e-08,3.072698405803747e-07
0.8380000000000001,-3.3078040306833145e-09,1.948628880477088e-08,3.0727068274771803e-07
0.8720000000000001,-3.3078191297164494e-09,1.948634120729764e-08,3.072715146392329e-07
0.906,-3.307834672838794e-09,1.9486393609824404e-08,3.0727234224094275e-07
0.9400000000000001,-3.3078498828942315e-09,1.9486445013150444e-08,3.0727316148740187e-07
0.9740000000000001,-3.307864870905064e-09,1.948649619443188e-08,3.0727397388280303e-07
1.008,-3.307880191982804e-09,1.9486547264691012e-08,3.072747853199198e-07
1.042,-3.3078950689713338e-09,1.9486597557794028e-08,3.072755858480491e-07
1.076,-3.3079100569821662e-09,1.948664674067402e-08,3.07276372659361e-07
1.11,-3.3079248229483937e-09,1.9486696478665522e-08,3.0727716071164257e-07
1.1440000000000001,-3.307939810959226e-09,1.9486746216657025e-08,3.072779524498441e-07
1.178,-3.307954687947756e-09,1.948679417829169e-08,3.072787356755914e-07
1.212,-3.3079696759585886e-09,1.9486843583216285e-08,3.0727951980391043e-07
1.246,-3.3079841088579087e-09,1.9486891988940158e-08,3.072802722255916e-07
1.28,-3.307999096868741e-09,1.9486940394664032e-08,3.072810473510392e-07
1.314,-3.3080136407903638e-09,1.948698724607567e-08,3.0728181151167417e-07
1.348,-3.3080284067565913e-09,1.9487035984866452e-08,3.072825832512355e-07
1.3820000000000001,-3.3080432837451212e-09,1.9487083169345e-08,3.072833476554429e-07
1.416,-3.308057605622139e-09,1.948713057586815e-08,3.0728410309226057e-07
1.45,-3.308072260566064e-09,1.948717742727979e-08,3.0728485923262726e-07
1.484,-3.308087137554594e-09,1.9487224611758336e-08,3.0728561767110365e-07
1.518,-3.308101570453914e-09,1.9487271352147673e-08,3.072863689277629e-07
1.552,-3.308116225397839e-09,1.948731809253701e-08,3.0728711972033034e-07
1.586,-3.3081306582971592e-09,1.9487364388837136e-08,3.0728786893896825e-07
1.62,-3.308145202218782e-09,1.9487410352070356e-08,3.072886084080012e-07
1.654,-3.308159857162707e-09,1.9487457203481995e-08,3.072893649554527e-07
1.6880000000000002,-3.3081744010843295e-09,1.948750383284903e-08,3.0729011275699946e-07
1.722,-3.308188722961347e-09,1.9487549574037644e-08,3.072908534567466e-07
1.756,-3.3082031558606673e-09,1.948759542624856e-08,3.0729159113832905e-07
1.79,-3.30821769978229e-09,1.9487641167437175e-08,3.072923327452511e-07
1.824,-3.30823213268161e-09,1.9487687241692697e-08,3.0729307227535333e-07
1.858,-3.3082466766032326e-09,1.9487732538792102e-08,3.0729380579479296e-07
1.892,-3.3082611095025527e-09,1.9487778279980716e-08,3.072945480818435e-07
1.9260000000000002,-3.3082756534241753e-09,1.948782391014703e-08,3.0729528612454905e-07
1.96,-3.3082900863234954e-09,1.9487869429291038e-08,3.072960202414179e-07
1.9940000000000002,-3.308304408200513e-09,1.9487915170479653e-08,3.0729675541490616e-07
2.028,-3.3083188410998332e-09,1.9487959801445243e-08,3.0729748469849835e-07
2.062,-3.308333385021456e-09,1.948800565365616e-08,3.072982187791311e-07
2.096,-3.308347595876171e-09,1.948805072871096e-08,3.072989526901676e-07
2.13,-3.3083619177531887e-09,1.9488096025810364e-08,3.0729968200286886e-07
2.164,-3.3083764616748113e-09,1.948814087882056e-08,3.0730041363813786e-07
2.198,-3.308390783551829e-09,1.948818595387536e-08,3.0730114041311995e-07
2.232,-3.3084051054288466e-09,1.948823102893016e-08,3.07301867068235e-07
2.266,-3.3084194273058642e-09,1.948827621500726e-08,3.073025994225858e-07
2.3,-3.3084340822497893e-09,1.9488321179039758e-08,3.073033297974512e-07
2.334,-3.308448182082202e-09,1.948836592102765e-08,3.073040543413569e-07
2.368,-3.3084623929369172e-09,1.9488410885060148e-08,3.0730478028478135e-07
2.402,-3.3084771589031448e-09,1.9488455738070343e-08,3.0730550751495556e-07
2.436,-3.3084912587355575e-09,1.9488500591080538e-08,3.073062372338396e-07
2.47,-3.308505580612575e-09,1.9488545444090732e-08,3.0730696035860273e-07
2.504,-3.3085201245341977e-09,1.948858996403402e-08,3.0730768343847976e-07
2.5380000000000003,-3.3085346684558203e-09,1.9488635816244937e-08,3.073084269986107e-07
2.572,-3.308548768288233e-09,1.948868100232204e-08,3.0730915614733654e-07
2.606,-3.3085630901652507e-09,1.9488724634086907e-08,3.0730987101138706e-07
2.64,-3.308577523064571e-09,1.948876993118631e-08,3.073106002765393e-07
2.674,-3.308591733919286e-09,1.948881489521881e-08,3.073113233048287e-07
2.708,-3.3086060557963037e-09,1.948885919311749e-08,3.073120491513898e-07
