Theta_calculated,yaw_world,linear_velocity_x,world_velocity_x,world_velocity_y,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,delta_position_x_world,delta_position_y_world,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw,twist.twist.linear.x,Time,odom_world_velocity_x,odom_world_velocity_y,odom_yaw_world
-0.7854306821409611,-0.785223062506732,0.0001833916467899,0.0001296732600409,-0.0001296816939381,0.0004648850450889,0.0057133630759477,0.017910914826964,8.308009849228477e-06,4.678734321031646e-06,-1.2292513682177209e-05,4.318210652774369e-06,-4.3183093185761145e-06,1.5480672001460596e-05,0.0002234872634342,0.5900000000000001,0.0001580570281419,-0.000158001685979,-0.785223062506732
-0.7854152014689596,-0.7852340971329191,3.771497275387837e-05,2.666805860263105e-05,-2.666896736269374e-05,-0.0004253086196426,-0.0043746748959773,-0.0267325424844303,1.537812161498016e-06,-3.972192304125405e-07,-1.1034626187123033e-05,8.880519221408073e-07,-8.880710426512517e-07,-1.4162777034099374e-05,8.027751121224535e-07,0.624,5.677408407053239e-07,-5.675545951170072e-07,-0.7852341130711903
-0.7854293642459939,-0.7852287621517147,-7.859671880301809e-06,-5.55745387907033e-06,5.557800684444624e-06,1.9711070493186976e-05,-0.0013686079469723,0.013363954658733,2.083518381721175e-07,2.8614908075463505e-07,5.334981204474509e-06,-1.8506574644487603e-07,1.8507223068435693e-07,6.563786474231263e-07,-2.285174794729731e-06,0.658,-1.616135514562438e-06,1.6155896264330476e-06,-0.7852292480038483
-0.7854287078673463,-0.7852192310132285,-7.499471645193691e-06,-5.302765278057066e-06,5.303089228260877e-06,0.0001530359518063,1.0816823877120644e-05,0.0040037501895848,3.759404966809099e-07,5.098310566740999e-07,9.531138486118527e-06,-1.7658489195204033e-07,1.765900632335332e-07,5.09609719515188e-06,-2.810868218679949e-06,0.6920000000000001,-1.987938394547572e-06,1.987229499144126e-06,-0.7852198324652993
-0.7854236117701512,-0.7852087010426174,-5.68165453756306e-06,-4.0174342108042765e-06,4.0176386903342034e-06,0.0001925255919019,5.4589102331250185e-05,0.0011858750779461,4.159134506091268e-07,5.62980944621495e-07,1.0529970611128371e-05,-1.337827746805333e-07,1.3378515300437506e-07,6.411102210335621e-06,-2.937824016855493e-06,0.7260000000000001,-2.0777468672254733e-06,2.0769636274493777e-06,-0.7852096449031223
-0.7854172006679409,-0.785197925273914,-4.19936169865765e-06,-2.9693406040213702e-06,2.9694536624542345e-06,0.0002125141721814,4.451329846562793e-05,0.0006002576660494,4.257486042355367e-07,5.760609705050823e-07,1.077576870345265e-05,-9.888071247928357e-08,9.888113663037649e-08,7.076721933641241e-06,-2.969262144805256e-06,0.76,-2.1000031014871963e-06,2.099167610820457e-06,-0.785199197765195
-0.7854101239460073,-0.7851870887422947,-2.9707982686126234e-06,-2.1006464759382927e-06,2.100696726307678e-06,0.0002306705080897,3.689379669804884e-05,0.0005452353125625,4.281719819441109e-07,5.793028979399206e-07,1.083653161926268e-05,-6.995273047022731e-08,6.995199817113342e-08,7.68132791938876e-06,-2.977924970598337e-06,0.794,-2.106152669403026e-06,2.105269119062837e-06,-0.7851883648135959
-0.7854024426180877,-0.7851762369582408,-1.71665080652703e-06,-1.213850231858312e-06,1.213860620568698e-06,0.0002304864650216,3.766208594851632e-05,-5.526818861100806e-06,4.2877204319132986e-07,5.801253869295968e-07,1.0851784053911295e-05,-4.042190763209517e-08,4.0420863747004267e-08,7.675199285221875e-06,-2.9805065681686127e-06,0.8280000000000001,-2.1080007085085645e-06,2.1070720006263747e-06,-0.7851778331846031
-0.7853947674188025,-0.7851653811168879,-6.555304093423327e-07,-4.635315718552579e-07,4.6352842357931e-07,0.0002335474590575,3.186547739293385e-05,9.192174281881846e-05,4.2892357410935153e-07,5.803526630784525e-07,1.085584135285256e-05,-1.543586749033298e-08,1.5435230351066953e-08,7.777130386616235e-06,-2.98164246153992e-06,0.8620000000000001,-2.1088262922401378e-06,2.107852802644091e-06,-0.7851672969841297
-0.785386990288416,-0.7851545239723152,4.046633917432403e-07,2.8614342545770334e-07,-2.8613703130576256e-07,0.0002406476658301,3.1837651684251444e-05,0.0002132194225999,4.2896474855775094e-07,5.804334652853918e-07,1.0857144572717916e-05,9.528741487446456e-09,-9.528197715923458e-09,8.013567272143136e-06,-2.9824269019032807e-06,0.896,-2.1094039942184925e-06,2.1083844560163765e-06,-0.7851564399932786
-0.785378976721144,-0.7851436662022342,1.4713044422702798e-06,1.0403893093576333e-06,-1.0403493868977893e-06,0.0002305685651648,3.2031262778589774e-05,-0.0003026756956534,4.289787523550047e-07,5.804781816800414e-07,1.0857770081029727e-05,3.4645559628684695e-08,-3.4643038923581955e-08,7.677933219990005e-06,-2.9830926063821964e-06,0.93,-2.109897055829841e-06,2.108832831699254e-06,-0.7851459016655088
-0.785371298787924,-0.7851328079735898,2.6208178271891907e-06,1.8532478426335269e-06,-1.8531482717491472e-06,0.0002245075189289,3.451992146903636e-05,-0.0001820134004781,4.289860493673922e-07,5.805139708450757e-07,1.0858228644439194e-05,6.171420790723711e-08,-6.17087826261396e-08,7.4761003803337475e-06,-2.9837340884721064e-06,0.964,-2.1103729957556742e-06,2.109264072963766e-06,-0.7851353628891771
-0.7853638226875437,-0.7851219493276653,4.050530385545032e-06,2.864255858534138e-06,-2.864059144130312e-06,0.000221484951608,4.293431106173697e-05,-9.07677874141088e-05,4.289916753596841e-07,5.805475181970381e-07,1.0858645924427536e-05,9.538134541424472e-08,-9.537154403423273e-08,7.375448888548116e-06,-2.984385159157256e-06,0.998,-2.110856401644445e-06,2.109701407743463e-06,-0.7851245043399699
-0.785356447238655,-0.7851110902748145,5.429962733621644e-06,3.839723639032618e-06,-3.839403295353844e-06,0.000201842384534,4.14243948371355e-05,-0.0005898668791003,4.289968708322094e-07,5.805804724947523e-07,1.0859052850809016e-05,1.2786493418765717e-07,-1.278499925136303e-07,6.721351404982509e-06,-2.9850161257710043e-06,1.032,-2.11132492442567e-06,2.1101251940612147e-06,-0.7851139647693748
-0.7853497258872499,-0.7851002308177644,7.111221238297296e-06,5.028636317044532e-06,-5.028149191393523e-06,0.0001853844483531,5.04882433836532e-05,-0.0004942323177434,4.290019426974462e-07,5.806132433220299e-07,1.085945705014968e-05,1.6745634213940596e-07,-1.6743461497661704e-07,6.173302130159999e-06,-2.985644642399841e-06,1.066,-2.111791724267367e-06,2.1105472380420048e-06,-0.7851034248176151
-0.7853435525851199,-0.7850893709573459,9.27721117404954e-06,6.560337167666133e-06,-6.5596206761098575e-06,0.0001705914814436,6.504474281538269e-05,-0.000444233240526,4.290069680439046e-07,5.806459350502641e-07,1.085986041848841e-05,2.1846276511031141e-07,-2.1843183064728405e-07,5.680696332073122e-06,-2.986291576251809e-06,1.1,-2.1122722352296584e-06,2.110981615900626e-06,-0.7850925650757871
-0.7853378718887879,-0.7850785106939098,-0.0001525481537419,-0.0001078743372868,0.0001078613302579,0.0021882163780608,-0.0048596205680479,0.0605893362347499,4.290119672970862e-07,5.806785766575631e-07,1.0860263436107688e-05,-3.592394253894662e-06,3.5916034432797703e-06,7.286760538942501e-05,-2.9869167012080623e-06,1.134,-2.1127366562016363e-06,2.111401241237104e-06,-0.7850820243526379
-0.7852650042833983,-0.7850676500276729,9.740491594463951e-06,6.888484739877752e-06,-6.886650455068432e-06,0.0001623057147268,0.0048735328929852,-0.0608381580580766,4.290169468047769e-07,5.807111782486947e-07,1.0860666236900409e-05,2.2939022398418898e-07,-2.293217769716011e-07,5.4047803004043765e-06,-2.987541949060326e-06,1.168,-2.1132011739850145e-06,2.1118209430876303e-06,-0.7850714832499747
-0.785259599503098,-0.785056788958806,8.290518965518007e-06,5.863094424441746e-06,-5.861469823149642e-06,0.0001914437431964,-4.354272158996829e-05,0.0008750158699577,4.290219093204201e-07,5.807437449840275e-07,1.0861068866829806e-05,1.9524427303050145e-07,-1.9518371546763586e-07,6.3750766484418735e-06,-2.988184861924365e-06,1.202,-2.1136788716618744e-06,2.1122524462109453e-06,-0.7850606223231948
-0.7852532244264495,-0.7850459274874559,6.539801681689217e-06,4.625008314971036e-06,-4.623667821359348e-06,0.0002066533199283,-5.257409260747116e-05,0.000456744046002,4.2902685661516324e-07,5.807762805776044e-07,1.086147135009874e-05,1.5401536274939576e-07,-1.5396555179668979e-07,6.881555553613133e-06,-2.9888084758248606e-06,1.236,-2.114142253723223e-06,2.1126709720599228e-06,-0.7850500804504885
-0.7852463428708959,-0.7850350656137545,5.284311468531509e-06,3.737139718635681e-06,-3.736005141839243e-06,0.000224052884374,-3.770240880353478e-05,0.0005225094428161,4.29031790149647e-07,5.808087882187146e-07,1.086187370147318e-05,1.244488780940236e-07,-1.2440684507729226e-07,7.460961049657486e-06,-2.989431400743392e-06,1.27,-2.1146051582860324e-06,2.1130890005630864e-06,-0.7850395381987042
-0.7852388819098461,-0.7850242033378183,4.372095842211725e-06,3.0920310036763144e-06,-3.0910461539403613e-06,0.00024579801296,-2.739386265224576e-05,0.0006530068644438,4.290367111954227e-07,5.80841270692023e-07,1.086227593616318e-05,1.029664282263193e-07,-1.0293004051837437e-07,8.185073831570629e-06,-2.9900729638775344e-06,1.304,-2.1150819319981374e-06,2.113519517356396e-06,-0.7850286760883809
-0.7852306968360148,-0.7850133406597519,3.411396389995497e-06,2.4126254532972856e-06,-2.4118175204140928e-06,0.0002502865589081,-2.8849833399886717e-05,0.0001347911696121,4.29041620798095e-07,5.808737303879784e-07,1.0862678066381193e-05,8.03418347900686e-08,-8.031211573895198e-08,8.334542411641886e-06,-2.9906938746776505e-06,1.338,-2.115543431819412e-06,2.1139361012386737e-06,-0.7850181330672867
-0.7852223622936031,-0.7850024775796484,2.7629096083243047e-06,1.9540155473749137e-06,-1.953328631948009e-06,0.0002595326541983,-1.9474077527663444e-05,0.0002776605192235,4.290465200670196e-07,5.809061696861878e-07,1.0863080103562515e-05,6.506986742640117e-08,-6.504469332007044e-08,8.642437384803737e-06,-2.99131508869482e-06,1.372,-2.1160051559512658e-06,2.1143528891462183e-06,-0.7850075896674196
-0.7852137198562181,-0.7849916140975902,2.3113328285270704e-06,1.6346605358120048e-06,-1.6340576418491968e-06,0.0002751420563195,-1.3560864258175206e-05,0.0004687508144512,4.290514099163974e-07,5.809385906080378e-07,1.0863482058143248e-05,5.4435171764499475e-08,-5.44131431728254e-08,9.16223047544064e-06,-2.9919550611566865e-06,1.406,-2.1164808351540978e-06,2.1147822494069044e-06,-0.7849967263745065
-0.7852045576257428,-0.7849807502136513,1.8323923322387184e-06,1.2959478740613165e-06,-1.2954461652122813e-06,0.000273094331242,-1.4382597486136696e-05,-6.149324556990384e-05,4.290562911680469e-07,5.809709949884354e-07,1.0863883938894148e-05,4.315583642699374e-08,-4.313758476835498e-08,9.094041230360627e-06,-2.9925753907226824e-06,1.44,-2.116941953573723e-06,2.1151983912528125e-06,-0.7849861822058516
-0.7851954635845125,-0.7849698859278963,1.5104874895495309e-06,1.0682924236089116e-06,-1.0678594260226587e-06,0.0002779153581936,-9.666812092768392e-06,0.0001447755841331,4.2906116463990046e-07,5.810033845672914e-07,1.0864285755030068e-05,3.5574777115472744e-08,-3.5559079206116034e-08,9.25458142784999e-06,-2.993194537753936e-06,1.474,-2.1174022452736618e-06,2.11561368698306e-06,-0.7849756376586395
-0.7851862090030847,-0.7850483677571364,1.2865345628963897e-06,9.099101118013494e-07,-9.095244746397212e-07,0.0002904552124951,-6.725313112706942e-06,0.0003765722012434,9.013850610649032e-05,-8.827983082070967e-05,-7.848182924008464e-05,3.0300557648222094e-08,-3.0286613836131485e-08,9.672158576086866e-06,-2.9938333436298405e-06,1.508,-2.117877129868701e-06,2.116042190555034e-06,-0.7849647731838154
-0.7851852606228851,-0.7910389449047024,0.133780851158396,0.0946174849405756,-0.0945772048655746,4.3366471404723326e-05,0.9207366462656386,-5.123838035801569e-05,0.0024474236547934,-0.0024679578758757,-0.002381702630512,0.0031508065801442,-0.0031493765709696,1.444103497777287e-06,0.0991070981623008,1.644,0.069791391735117,-0.0703660326139491,-0.7894981078825879
