Time,delta_position_x,delta_position_y,delta_yaw
0.35200000000000004,0.0,0.0,0.0
0.386,-1.8190477889812318e-05,1.6943941805180884e-09,-8.782099379694265e-07
0.42000000000000004,1.1805246868945574e-07,-2.4622620609093815e-10,4.7631011668488386e-08
0.454,-3.2512576209065003e-07,-5.763205579434327e-09,2.3586304188866273e-08
0.48800000000000004,-6.019595146788959e-07,-5.971826366746313e-10,9.956700560653148e-08
0.522,-9.429515351877527e-07,-3.825568750670527e-10,1.029041214293589e-07
0.556,5.140933867497921e-08,3.7223823456944416e-07,-2.4274219462307958e-06
0.5900000000000001,1.1680569578231825e-07,5.845565587137003e-09,-1.3241226228327088e-06
0.624,-3.346136145943035e-09,1.5499543093433488e-08,2.4697197250731927e-07
0.658,-3.1879767159459504e-09,1.8709651827819584e-08,2.955264873680498e-07
0.6920000000000001,-3.2905211333478235e-09,1.9374305493258248e-08,3.055770106627261e-07
0.7260000000000001,-3.3051937853301183e-09,1.9469512446690374e-08,3.070167328547426e-07
0.76,-3.307316587264353e-09,1.9483467283976097e-08,3.0722777602681893e-07
0.794,-3.3076418270994168e-09,1.948555528041851e-08,3.072593758926073e-07
0.8280000000000001,-3.3077027783434687e-09,1.9485908886451853e-08,3.0726474763803575e-07
0.8620000000000001,-3.3077250938262637e-09,1.9486008695501766e-08,3.072662880832e-07
0.896,-3.3077419137050867e-09,1.9486071312080355e-08,3.072672653616456e-07
0.93,-3.307757567849734e-09,1.948612704527619e-08,3.0726813750593616e-07
0.9640000000000001,-3.3077729999497762e-09,1.94861815572267e-08,3.07268992471396e-07
0.9980000000000001,-3.3077887096055747e-09,1.9486235292021092e-08,3.07269842302675e-07
1.032,-3.307803919661012e-09,1.9486288471703972e-08,3.0727068238948736e-07
1.066,-3.307819296249903e-09,1.9486341318319944e-08,3.0727151707905784e-07
1.1,-3.307834617327643e-09,1.94863934988021e-08,3.072723438694033e-07
1.134,-3.307849771871929e-09,1.948644534621735e-08,3.072731635788354e-07
1.168,-3.3078650374385177e-09,1.9486496305454182e-08,3.0727397353401296e-07
1.202,-3.3078800809605013e-09,1.948654715366871e-08,3.072747828282591e-07
1.236,-3.3078950689713338e-09,1.948659722472712e-08,3.072755834217092e-07
