Time,Theta,linear_velocity_x,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw
1.135,3.141505161410521,2.516270133198043e-07,5.3378134590065185e-06,0.0001223548803594085,-0.0015291280010885104,-8.379179514918918e-09,7.326786269409884e-13,1.777491881849171e-07
1.17,3.1415053391597088,2.046739724650699e-07,6.191549693866731e-06,-1.4100012268689002e-06,2.5637724770576954e-05,-6.81564325879704e-09,5.946565915883266e-13,2.0617860480576217e-07
1.203,3.1415055453383136,1.5470391302342457e-07,6.567463401936329e-06,-1.5006023856349947e-06,1.1288699942029955e-05,-5.1516402799830505e-09,4.483748292449525e-13,2.1869653128447976e-07
1.235,3.1415057640348447,1.20315189322938e-07,7.005107436061895e-06,-1.032694405420017e-06,1.3142463487254233e-05,-4.006495786878686e-09,3.4780511141152954e-13,2.332700776208611e-07
1.268,3.1415059973049226,9.60628423254158e-08,7.573578663110357e-06,-7.282987086343004e-07,1.707120801947335e-05,-3.198892639421629e-09,2.7691842127263575e-13,2.5220016948157494e-07
1.302,3.141506249505092,7.24298136982564e-08,7.617583196360876e-06,-7.097005593741561e-07,1.321457454970529e-06,-2.4119127885924807e-09,2.081822649842157e-13,2.536655204388172e-07
1.329,3.1415065031706124,5.66749554994308e-08,7.820563681133545e-06,-4.7311886482959767e-07,6.095510053233299e-06,-1.887276011544908e-09,1.6241434573593826e-13,2.604247705817471e-07
1.365,3.141506763595383,4.564293551720663e-08,8.222755524526495e-06,-3.312918913580831e-07,1.2077833134923419e-05,-1.5199097480541384e-09,1.303927210133912e-13,2.7381775896673233e-07
1.4020000000000001,3.1415070374131417,3.4638449226027e-08,8.10692674252528e-06,-3.3046505378917813e-07,-3.4783418018382845e-06,-1.153460354866585e-09,9.864178074279175e-14,2.699606605260918e-07
1.4340000000000002,3.1415073073738027,2.7128207228158442e-08,8.205590277824985e-06,-2.2553279272878548e-07,2.9628689279190626e-06,-9.033692978006675e-10,7.700936459158399e-14,2.7324615625157204e-07
1.47,3.141507580619959,2.1680896357513635e-08,8.537260039050005e-06,-1.6358290902837256e-07,9.96005288964026e-06,-7.219738462964076e-10,6.134426301845993e-14,2.842907593003652e-07
1.5,3.141507864910718,1.6133957393306872e-08,8.351727002168202e-06,-1.6657474366987277e-07,-5.571562669123237e-06,-5.372607789810302e-10,4.549896364336016e-14,2.7811250917220115e-07
1.5350000000000001,3.141508143023227,1.2191840410108268e-08,8.404856075381158e-06,-1.1838189138734546e-07,1.5954676640527395e-06,-4.0598828396877014e-10,3.426843803764619e-14,2.7988170731019256e-07
1.569,3.141508422904934,9.166158242834143e-09,8.70574911209392e-06,-9.086132634456828e-08,9.03582692831119e-06,-3.0523306849403546e-10,2.567700641039992e-14,2.8990144543272756e-07
1.6030000000000002,3.14150871280638,6.15838063227446e-09,8.487337829540594e-06,-9.032365196875924e-08,-6.558897373973763e-06,-2.0507407425349238e-10,1.7192714602374952e-14,2.826283497237018e-07
1.635,3.14150899543473,3.8980918593118045e-09,8.518739171527669e-06,-6.787653972860827e-08,9.429832428550905e-07,-1.2980645850262513e-10,1.0845771401801015e-14,2.836740144118714e-07
1.669,3.1415092791087442,2.019108444003778e-09,8.804933046432802e-06,-5.642592838762842e-08,8.594410657811825e-06,-6.723631099680321e-11,5.598415097938072e-15,2.9320427044621233e-07
1.702,3.141509572313015,3.103776295027663e-10,8.569393380083084e-06,-5.131323767270305e-08,-7.0732632537452875e-06,-1.0335575022439098e-11,8.576032931314042e-16,2.853607995567667e-07
1.735,3.141509857673814,-1.0813126170237328e-09,8.58939413838988e-06,-4.179249989569066e-08,6.006233725764687e-07,3.6007710034267756e-11,-2.97747340265955e-15,2.8602682480838304e-07
1.768,3.141510143700639,-2.368911833461429e-09,8.867928148060399e-06,-3.8666643136267153e-08,8.364384674790331e-06,7.888476377608669e-11,-6.500011217187946e-15,2.9530200733041133e-07
1.798,3.141510439002646,-3.3551825182029344e-09,8.622651267172495e-06,-2.9617738280525685e-08,-7.365672098735855e-06,1.117275774082575e-10,-9.173731061493384e-15,2.871342871968441e-07
1.8330000000000002,3.141510726136934,-4.261811724347296e-09,8.636164385224454e-06,-2.7226102286617465e-08,4.0579934089967005e-07,1.4191833001694998e-10,-1.1611828623618528e-14,2.8758427402797435e-07
1.87,3.1415110137212077,-5.221697788874427e-09,8.91040458984372e-06,-2.8825407343157094e-08,8.235441580158144e-06,1.7388253572331379e-10,-1.4176395594149642e-14,2.967164728417959e-07
1.9020000000000001,3.1415113104376804,-5.7777450891723236e-09,8.65918105837647e-06,-1.6698117126062947e-08,-7.544250194211704e-06,1.923989107197682e-10,-1.562973447522766e-14,2.883507292439365e-07
1.935,3.1415115987884104,-6.3956028061100355e-09,8.668747700149485e-06,-1.8554285793925282e-08,2.8728653973016317e-07,2.129735726187424e-10,-1.7239699001776724e-14,2.8866929841497785e-07
1.956,3.1415118874577086,-7.162977478426025e-09,8.940433774688163e-06,-2.3044284453933614e-08,8.158740977137496e-06,2.385271493625018e-10,-1.9238162724327487e-14,2.9771644469711586e-07
2.002,3.141512185174153,-7.4482326612641176e-09,8.6853610814908e-06,-8.566221706849626e-09,-7.659840636557452e-06,2.480261469382481e-10,-1.9931607553754633e-14,2.892225240136437e-07
2.036,3.141512474396677,0.033363476552307855,-2.192954752024428e-06,1.001906426442658,-0.0003266761511566134,-0.0011110037663062192,8.916180229311064e-08,-7.302539324241346e-08
2.069,3.1415124013712834,0.06840841149030771,1.7667659661032495e-06,1.0524004485885843,0.00011891053207590623,-0.002278000095276787,1.8283381281598619e-07,5.8833306671238214e-08
2.102,3.1415124602045905,0.10009005235582927,1.7295320880307188e-06,0.9514006265922388,-1.1181344766525735e-06,-0.0033329987296832264,2.6731174974503045e-07,5.759341853142294e-08
2.135,3.1415125177980094,0.13345332360330148,1.7011666131390496e-06,1.0019000374616278,-8.518160628128881e-07,-0.004443995666534316,3.561572142870191e-07,5.6648848217530354e-08
2.166,3.141512574446857,0.17153122919915895,1.694753040450599e-06,1.1434806485242481,-1.9259978043395019e-07,-0.005711989934767572,4.574659540422252e-07,5.6435276247004956e-08
2.202,3.141512630882133,0.19506810209628447,-0.3172592819310347,0.7068129999136794,-9.527356657179434,-0.006495644196586924,3.4832749965617265e-05,-0.010564734088303456
2.233,3.1309478967938293,0.19506808925832925,-0.3172579995664065,-3.855241809808802e-07,3.850944829453017e-05,-0.006494913281931305,0.00010345413769956516,-0.010564691385561337
2.27,3.1203832054082685,0.20102820505619096,-0.3262582670975152,0.1789824563922435,-0.27027830423749905,-0.00669183074092142,0.00017832384093728905,-0.010864400294347258
2.303,3.1095188051139218,0.18938480163165744,-0.0009441653921701495,-0.34965175449049596,9.769192243403756,-0.006303267129051703,0.00020233881457966244,-3.144070755926598e-05
2.335,3.1094873644063625,0.2180169756462946,-0.3175733310702522,0.8598250454845994,-9.508383353696157,-0.007254856521356414,0.000271406793166154,-0.0105751919246394
2.369,3.0989121724817226,0.22462336852680284,-0.3272029956884615,0.19839017659183897,-0.2891791176639429,-0.007471259794936075,0.00035985803329197216,-0.01089585975642577
2.401,3.088016312725297,0.17791430448511344,0.003031542424341365,-1.4026745958465283,9.916953096480565,-0.005916061384367473,0.00031696528784881027,0.00010095036273056747
2.435,3.0881172630880274,0.2065154253239253,-0.31399868935948166,0.8588925176820378,-9.520427380895585,-0.006865086434300925,0.0004034682110131679,-0.01045615635567074
2.47,3.077661106732357,0.21275121112593726,-0.3237891793221237,0.18726083489525375,-0.2940087075868479,-0.0070675648804675644,0.000490728833410029,-0.010782179671426721
2.501,3.0668789270609302,0.21801387476590078,-0.2687807977050349,0.15803794714605185,1.651903351864529,-0.007237086860466508,0.0005742983658510492,-0.008950400563577663
2.536,3.057928526497353,0.21796385176073754,-0.2688660553778399,-0.0015021923472444772,-0.0025602904746258003,-0.007229996633595294,0.0006389129569153753,-0.00895323964408207
2.5700000000000003,3.0489752868532705,0.22460218959077885,-0.2770851291313175,0.19934948438562483,-0.24681903163596333,-0.00744390051212639,0.0007260664137809023,-0.009226934800072873
2.603,3.0397483520531967,0.2180318397941625,-0.3468817828649846,-0.19730780170019094,-2.0959956076176307,-0.007218415202379601,0.000779858380902991,-0.011551163369403988
2.635,3.0281971886837935,0.21807077679504386,-0.34716299001062323,0.0011692793057467626,-0.00844465902818672,-0.007210208853698002,0.0008633734947913472,-0.011560527567353755
2.669,3.01663666111644,0.22471583926796587,-0.3578570173354241,0.1995514256132737,-0.3211419617057311,-0.007418960812567821,0.000976835329217193,-0.011916638677269623
2.7030000000000003,3.0047200224391695,0.17781986642031067,-0.1707236611526084,-1.4082874729025585,5.61962030579026,-0.005863693715788709,0.0008246198565474117,-0.00568509791638186
2.734,2.999034924522788,0.20062698018864802,-0.30393519915466416,0.684898311361482,-4.000346486548221,-0.006608190283602785,0.0009826377261414304,-0.010121042131850317
2.769,2.9889138823909374,0.22466502573048802,-0.5364719244025827,0.7218632294846845,-6.983084842279837,-0.007383760229042241,0.0012037959559435664,-0.017864515082606006
2.791,2.971049367308332,0.21803563468383166,-0.3997023679130286,-0.1990808122119026,4.107193888575199,-0.007146843301272689,0.0012798323549167382,-0.013310088851503853
2.827,2.9577392784568275,0.21804409363071448,-0.39960267943007816,0.00025402242891324695,0.002993648136649972,-0.007129454962344271,0.0013748828107644697,-0.013306769225021603
2.87,2.944432509231806,0.2246038015573817,-0.4114658150162989,0.1969882260260424,-0.3562503179045274,-0.007324142061733546,0.0015152870949164006,-0.013701811640042756
2.9,2.9307306975917635,0.20652109520964576,-0.36966775928086887,-0.5430242146467245,1.2551968689318331,-0.0067158002237735145,0.0014807620407380816,-0.012309936384052934
2.935,2.9184207612077104,0.20650892805978877,-0.36954264810251103,-0.0003653798755854443,0.0037570924431783656,-0.006696672494970951,0.0015632127886945734,-0.012305770181813619
2.9690000000000003,2.9061149910258965,0.21278273290153638,-0.3809699164072341,0.1884025478002285,-0.3431612103520441,-0.006879451134773008,0.0016967991324504622,-0.012686298216360897
3.002,2.893428692809536,0.20653762532180736,-0.29777490429008163,-0.18754076816003046,2.4983487122268007,-0.006658519830265101,0.0017223598878663463,-0.009915904312859719
3.034,2.8835127884966765,0.20651233505052327,-0.2985520492451605,-0.0007594676061288189,-0.023337686338704405,-0.006640277531415181,0.0017881662849151172,-0.009941783239863845
3.069,2.873571005256812,0.2128050357515691,-0.3077535402995045,0.1889699910223969,-0.27632105268300405,-0.00682366379277311,0.001911634613175724,-0.010248192891973502
3.1,2.8633228123648387,0.2180712040907329,-0.1928095061696172,0.15814319336828297,3.4517727966933127,-0.00697597455301915,0.0020171557538420566,-0.006420556555448253
3.136,2.8569022558093913,0.21807748814104194,-0.19332052173375713,0.00018871021949039065,-0.015345812736934916,-0.0069630626308004465,0.0020620221509622806,-0.006437573373734113
3.169,2.850464682435657,0.22467620163600596,-0.1987755056602853,0.19815956441333393,-0.16381333112697163,-0.007159732450383124,0.00217120331314699,-0.006619224338487501
3.202,2.843845458097169,0.20654657729598333,-0.17174236252043984,-0.5444331633640429,0.8118061002956591,-0.006569561929694095,0.0020365719230928947,-0.005719020671930647
3.235,2.838126437425238,0.2065528221870196,-0.17163451575483382,0.00018753426535318723,0.003238641609790324,-0.006558009370150826,0.0020741608115102633,-0.0057154293746359665
3.269,2.8324110080506024,0.2127848350021007,-0.17629970468473738,0.18714753198441725,-0.14009576366076748,-0.0067433823209193675,0.002175842650164945,-0.005870780166001756
3.302,2.8265402278846015,0.20651339732918914,-0.0922687252353472,-0.1883314616489955,2.523452836318023,-0.006535132194118853,0.00214096015792711,-0.003072548550337062
3.335,2.8234676793342643,0.2065130878520223,-0.0919151187644577,-9.293608613745127e-06,0.010618812939624635,-0.006528526111980708,0.0021609878624169287,-0.0030607734548564417
3.369,2.8204069058794072,0.2127948025707785,-0.09491114662397354,0.18864008164433077,-0.08997080659206744,-0.006720151532693688,0.002247635658674404,-0.0031605411825783194
3.402,2.817246364696829,0.19507030395804356,-0.06670664416148338,-0.5322672256076562,0.8469820559306355,-0.006154838767344797,0.002076991641057279,-0.0022213312505773965
3.435,2.8150250334462514,0.19506741151263993,-0.0667179675763603,-8.686022233138077e-05,-0.0003400424887963401,-0.006150118311658241,0.002090628600943105,-0.002221708320292798
3.469,2.8128033251259588,0.20098573763802305,-0.06914958162259752,0.17772751127276643,-0.07302144282994658,-0.006331823092424967,0.0021683873874560372,-0.0023026810680324976
3.502,2.8105006440579263,0.20655974312520844,-0.02766454664540643,0.1673875521677296,1.2457968461618942,-0.006503826158385152,0.0022390112033381223,-0.0009212294032920343
3.536,2.8095794146546345,0.20658287386970836,-0.02795385463835406,0.000694616951949437,-0.008687927716145027,-0.0065024780086730205,0.0022452844862505448,-0.0009308633594571903
3.569,2.8086485512951773,0.2128486769359231,-0.029092869586853306,0.18816225424068295,-0.03420465310808544,-0.006697502354885192,0.002319748048757746,-0.0009687925572422152
3.603,2.807679758737935,0.18915555446554913,-0.30229479115925945,-0.7115051792905096,-8.204261909081264,-0.005940483826401887,0.0020943270202246596,-0.01006641654560334
3.636,2.7976133421923315,0.19498502721483416,-0.025713236208191922,0.175059241720271,8.305752400932958,-0.006111704112925038,0.002192290473882687,-0.0008562507657327911
3.669,2.796757091426599,0.2010055555374829,-0.028208590479633693,0.18079664632578793,-0.07493556370696006,-0.006298382851247265,0.0022656371293528375,-0.000939346062971802
3.702,2.7958177453636264,0.2180094454463346,-0.21800604757465172,0.5106273245901414,-5.699623336186727,-0.006821043338981361,0.0024852749164030294,-0.007259601384235903
3.736,2.788558143979391,0.2180135729515632,-0.21795865798545097,0.0001239491059640124,0.0014231107868093852,-0.006802952454584559,0.002534769672005695,-0.007258023310915518
3.77,2.781300120668476,0.22462540266025452,-0.22449368628208,0.19855344470544484,-0.1962470959948656,-0.006989839223765316,0.0026632075869447475,-0.007475639753193265
3.802,2.773824480915282,0.21800348133429098,-0.1037195340842289,-0.19885649627518126,3.6268514173528854,-0.006769566323530813,0.0026217343338083717,-0.0034538604850048228
3.8360000000000003,2.7703706204302776,0.21797813268096303,-0.10292518433835435,-0.0007612208206593291,0.023854346722959646,-0.006759719806851154,0.002644702841583734,-0.0034274086384672
3.869,2.7669432117918102,0.22462028691105695,-0.10620306467664083,0.19946409099381163,-0.09843484499358796,-0.0069561677973214745,0.0027495291184099794,-0.00353656205373214
3.903,2.7634066497380783,0.18348573186755385,-0.03380744719795415,-1.2352719232283214,2.174042566927527,-0.005677041066382594,0.0022592511412343115,-0.0011257879916918734
3.935,2.7622808617463868,0.20654427674286946,-0.11159594775476843,0.6924487950545228,-2.33599100771214,-0.006384292517966317,0.0025586322265656164,-0.003716145060233789
3.9690000000000003,2.758564716686152,0.21283150675440646,-0.11524144177278717,0.1888057060521621,-0.10947429483539754,-0.006568626210893658,0.002661344755456908,-0.003837540011033813
4.003,2.754727176675118,0.21805280319438194,-0.03599092413362123,0.15679568888815273,2.3798954245995776,-0.006722887943615226,0.002743572838031168,-0.001198497773649587
4.035,2.7535286789014695,0.21807461590634802,-0.03625948904586431,0.0006550363953777588,-0.00806501237967203,-0.006720254827090281,0.0027519335364001632,-0.0012074409852272816
4.069,2.7523212379162416,0.22469460706322775,-0.037502908743662966,0.19879853323963131,-0.03733993086482446,-0.006920770903428614,0.0028439745547815887,-0.0012488468611639768
4.103,2.751072391055078,0.20655233113103552,-0.06557037643886134,-0.5448130910568235,-0.8428668977537047,-0.0063574776329032925,0.002625260589039889,-0.0021834935354140828
4.136,2.748888897519663,0.2065552360816036,-0.0657287708605232,8.723575279479644e-05,-0.004756589239095025,-0.006351812607205254,0.002639189696859121,-0.0021887680696554227
4.17,2.7467001294500086,0.21279239507859274,-0.06713385069300201,0.18730207198165616,-0.04219458956392827,-0.006537581792410052,0.0027333517343417512,-0.002235557228076967
4.203,2.744464572221931,0.21801063634551177,0.012297271533963434,0.1567039419495203,2.3853189857947577,-0.006695342590391593,0.0028064956376991617,0.0004094991420809824
4.236,2.7448740713640127,0.2179698915279788,0.012716753972810316,-0.0012235680940830993,0.012597070235642079,-0.006695259329841706,0.0028031828979413233,0.00042346790729458356
4.27,2.7452975392713066,0.2245440731503227,0.013787147379506336,0.19742287154185917,0.032143946147027626,-0.006898468437691438,0.0028846856432388247,0.00045911200773756104
4.302,2.745756651279044,0.21797606412940426,-0.023757894144743354,-0.19723750813568908,-1.1274787244519424,-0.0066962202255937886,0.00280141901857533,-0.0007911378750199538
4.335,2.744965513404024,0.21800201183166393,-0.023712632694733997,0.0007792102780680322,0.0013592027029837076,-0.0066948007864274075,0.0028070448390940064,-0.0007896306687346421
4.369,2.7441758827352896,0.22464233053457827,-0.024619737079271488,0.19940897005748778,-0.02724037190803276,-0.006896393746616191,0.0028980978283474654,-0.0008198372447397406
4.4030000000000005,2.7433560454905503,0.1950476144345569,-0.11926199483230475,-0.8887302132138549,-2.842109842433431,-0.005981803474144757,0.002530633950176142,-0.003971424427915748
4.436,2.7393846210626336,0.20655800495844806,-0.03170335903896377,0.34565737308982464,2.6293884622624915,-0.00632805658994573,0.002695891013280654,-0.0010557218559974937
4.47,2.7383288992066372,0.21284262882628086,-0.033012228687705834,0.1887274434784623,-0.03930539485711904,-0.006517593616311084,0.002784939164040248,-0.0010993072153006045
4.502,2.737229591991336,0.20658978967700112,0.035177381160572924,-0.18777294742581793,2.0477360314798427,-0.00632621873091832,0.0027028958209118345,0.0011714067926470785
4.536,2.738400998783983,0.2066025088187961,0.03497519788390061,0.00038195621005966327,-0.006071569870039389,-0.006329761191767121,0.00269567065574316,0.0011646740895338906
4.569,2.7395656728735176,0.21282036160570078,0.03520372571851648,0.18672230591305333,0.006862697736212272,-0.006523500133707041,0.0027691781416710427,0.0011722840664265988
4.603,2.7407379569399435,0.2065531301721846,-0.0018336512396904363,-0.188205148153639,-1.1122335422884957,-0.006332885778601538,0.0026841120583666117,-6.106058628169153e-05
4.636,2.740676896353662,0.20654630166497195,-0.0015221908064182602,-0.00020506027665607423,0.009353166164329612,-0.006332526438898439,0.002684377156198542,-5.0688953853728065e-05
4.6690000000000005,2.7406262073998082,0.21277849243931082,-0.0009886079968631307,0.18715287610627235,0.01602350779444833,-0.006523484270009474,0.002765646483234817,-3.2920646295542254e-05
4.703,2.740593286753512,0.2180114669441726,0.022100511546959817,0.1571463815273803,0.6933669532679563,-0.006684915290869928,0.0028313137716683627,0.000735947034513762
4.734,2.7413292337880257,0.21797266269335427,0.02256873079970062,-0.0011652928173667854,0.01406063822044453,-0.006685828970291173,0.002825838062624749,0.0007515387356300307
4.768,2.7420807725236562,0.2245497061753462,0.023926612166860185,0.19750881327303071,0.04077721823301996,-0.006889816761190013,0.002905771203870155,0.0007967561851564442
4.803,2.7428775287088127,0.21797847579889204,0.028505611520178328,-0.19733424553916384,0.13750748808763189,-0.0066906527950494855,0.002814896740214622,0.0009492368636219384
4.835,2.743826765572434,0.21801520818285916,0.028424002770996513,0.0011030745936071963,-0.0024507131886430684,-0.006694445885843936,0.0028090268341673897,0.000946519292274184
4.87,2.744773284864709,0.22464978920273462,0.02906721634653552,0.1992366672635274,0.01931572298915932,-0.006900937024493365,0.002887905937599974,0.0009679383043396329
4.902,2.7457412231690483,0.21804557159590843,0.0532369026319087,-0.1983248530578437,0.7258164049661616,-0.006701898644670796,0.0027938260838279143,0.00177278885764256
4.9350000000000005,2.7475140120266914,0.21804819854050117,0.05285197689760475,7.888722500729519e-05,-0.011559331360479045,-0.006706903959254569,0.0027820171545109938,0.0017599708306902384
4.97,2.749273982857382,0.22466635414198186,0.05408831259254863,0.19874341145587643,0.03712719804636271,-0.006915563461990614,0.002854147353056233,0.0018011408093318694
5.002,2.7510751236667135,0.2180491117001334,0.043848261757995645,-0.19871598924469794,-0.3075090340706601,-0.006716383332954452,0.0027591340892637105,0.0014601471165412551
5.035,2.7525352707832544,0.21804112634427256,0.04322384772319958,-0.00023980047630200272,-0.018751172216098063,-0.00672013023420033,0.0027492934312944527,0.001439354129182546
5.07,2.753974624912437,0.22465081056892772,0.044777885062143044,0.1984890157554102,0.0466677879562602,-0.006927986797224616,0.0028224872591918492,0.0014911035725693636
5.102,2.7554657284850066,0.21803059637576222,0.09989001916729374,-0.19880523102599088,1.6550190421967175,-0.0067304028329061025,0.0027231068864794275,0.003326337638270882
5.135,2.758792066123277,0.21800714951065162,0.10036072567472104,-0.0007041100633815184,0.014135330553372249,-0.006738719935999568,0.002700361013836733,0.003342012164968211
5.169,2.762134078288245,0.22457920468188688,0.10406096381526925,0.19735901415120927,0.11111826247892512,-0.006951293354732424,0.0027581225965928407,0.003465230095048466
5.202,2.765599308383294,0.2179533528219763,0.08490805069197328,-0.1989745303276449,-0.575162556255134,-0.006754596181353544,0.0026555099912895026,0.0028274380880427105
5.236,2.768426746471336,0.21794799313107727,0.08516060590675273,-0.00016095167864993263,0.00758424068406744,-0.006761922248152847,0.0026363079284845875,0.002835848176694866
5.27,2.7712625946480314,0.2245796000296206,0.0877457022090111,0.19914735431061065,0.07763051958733831,-0.006975462006988969,0.0026964536772021443,0.0029219318835600697
5.303,2.7741845265315916,0.2065385021122208,0.04509622505976684,-0.5417747122342282,-1.2807650795568843,-0.006420574868464281,0.0024656456736588464,0.001501704294490236
5.334,2.775686230826082,0.20655595123821627,0.04531552715886383,0.0005239977776416449,0.006585648621531294,-0.0064248220066098405,0.0024561851225020177,0.0015090070543901657
5.37,2.7771952378804716,0.21281991295254404,0.046284000569616464,0.18810695838822147,0.02908328560818711,-0.006623511357070751,0.002520571944633376,0.0015412572189682284
5.4030000000000005,2.778736495099441,0.2065160803156121,-0.10294749530067923,-0.18930428339134933,-4.481426302411282,-0.006425006667781475,0.0024519731277454766,-0.0034281515935126188
5.434,2.7753083435059276,0.21804843847746946,0.060574611539920234,0.3463170619176382,4.910573778996981,-0.006781968597187833,0.0025936834570315244,0.002017134564279344
