Time,linear_velocity_x,world_velocity_x,world_velocity_y,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw
2.002,-7.4482326612641176e-09,7.4482326371498464e-09,-5.993474809251194e-13,8.6853610814908e-06,-8.566221706849626e-09,-7.659840636557452e-06,2.480261469382481e-10,-1.9931607553754633e-14,2.892225240136437e-07
2.036,0.033363476552307855,-0.03336347644506592,2.6750566266458974e-06,-2.192954752024428e-06,1.001906426442658,-0.0003266761511566134,-0.0011110037663062192,8.916180229311064e-08,-7.302539324241346e-08
2.069,0.06840841149030771,-0.06840841127001832,5.489926780938023e-06,1.7667659661032495e-06,1.0524004485885843,0.00011891053207590623,-0.002278000095276787,1.8283381281598619e-07,5.8833306671238214e-08
2.102,0.10009005235582927,-0.10009005203399075,8.02656011492839e-06,1.7295320880307188e-06,0.9514006265922388,-1.1181344766525735e-06,-0.0033329987296832264,2.6731174974503045e-07,5.759341853142294e-08
2.135,0.13345332360330148,-0.13345332317479985,1.0694387741683853e-05,1.7011666131390496e-06,1.0019000374616278,-8.518160628128881e-07,-0.004443995666534316,3.561572142870191e-07,5.6648848217530354e-08
2.166,0.17153122919915895,-0.17153122864917242,1.3736073806416233e-05,1.694753040450599e-06,1.1434806485242481,-1.9259978043395019e-07,-0.005711989934767572,4.574659540422252e-07,5.6435276247004956e-08
2.202,0.19506810209628447,-0.19506810147171214,1.5609877691259866e-05,-0.3172592819310347,0.7068129999136794,-9.527356657179434,-0.006495644196586924,3.4832749965617265e-05,-0.010564734088303456
2.233,0.19506808925832925,-0.19505703769745283,0.0020764131549342647,-0.3172579995664065,-3.855241809808802e-07,3.850944829453017e-05,-0.006494913281931305,0.00010345413769956516,-0.010564691385561337
2.27,0.20102820505619096,-0.20098299141768677,0.0042633776412633944,-0.3262582670975152,0.1789824563922435,-0.27027830423749905,-0.00669183074092142,0.00017832384093728905,-0.010864400294347258
2.303,0.18938480163165744,-0.189287396902589,0.00607325801394838,-0.0009441653921701495,-0.34965175449049596,9.769192243403756,-0.006303267129051703,0.00020233881457966244,-3.144070755926598e-05
2.335,0.2180169756462946,-0.21790462484273673,0.006998295657029549,-0.3175733310702522,0.8598250454845994,-9.508383353696157,-0.007254856521356414,0.000271406793166154,-0.0105751919246394
2.369,0.22462336852680284,-0.22441880998227673,0.009584123041085418,-0.3272029956884615,0.19839017659183897,-0.2891791176639429,-0.007471259794936075,0.00035985803329197216,-0.01089585975642577
2.401,0.17791430448511344,-0.17765902078676213,0.009527437930025383,0.003031542424341365,-1.4026745958465283,9.916953096480565,-0.005916061384367473,0.00031696528784881027,0.00010095036273056747
2.435,0.2065154253239253,-0.20622021813157748,0.011038230405566979,-0.31399868935948166,0.8588925176820378,-9.520427380895585,-0.006865086434300925,0.0004034682110131679,-0.01045615635567074
2.47,0.21275121112593726,-0.21231657627882136,0.013592250468283882,-0.3237891793221237,0.18726083489525375,-0.2940087075868479,-0.0070675648804675644,0.000490728833410029,-0.010782179671426721
2.501,0.21801387476590078,-0.21740566568360054,0.01627347901072139,-0.2687807977050349,0.15803794714605185,1.651903351864529,-0.007237086860466508,0.0005742983658510492,-0.008950400563577663
2.536,0.21796385176073754,-0.2172014573480492,0.018214488745510474,-0.2688660553778399,-0.0015021923472444772,-0.0025602904746258003,-0.007229996633595294,0.0006389129569153753,-0.00895323964408207
2.5700000000000003,0.22460218959077885,-0.2236395618368515,0.020772336180440276,-0.2770851291313175,0.19934948438562483,-0.24681903163596333,-0.00744390051212639,0.0007260664137809023,-0.009226934800072873
2.603,0.2180318397941625,-0.21690207516199317,0.022166933808002966,-0.3468817828649846,-0.19730780170019094,-2.0959956076176307,-0.007218415202379601,0.000779858380902991,-0.011551163369403988
2.635,0.21807077679504386,-0.21667024352172864,0.024675276375931983,-0.34716299001062323,0.0011692793057467626,-0.00844465902818672,-0.007210208853698002,0.0008633734947913472,-0.011560527567353755
2.669,0.22471583926796587,-0.22296376422716738,0.028006575291498668,-0.3578570173354241,0.1995514256132737,-0.3211419617057311,-0.007418960812567821,0.000976835329217193,-0.011916638677269623
2.7030000000000003,0.17781986642031067,-0.17615681606384404,0.024262750214807567,-0.1707236611526084,-1.4082874729025585,5.61962030579026,-0.005863693715788709,0.0008246198565474117,-0.00568509791638186
2.734,0.20062698018864802,-0.19859178883139342,0.028504150370839063,-0.30393519915466416,0.684898311361482,-4.000346486548221,-0.006608190283602785,0.0009826377261414304,-0.010121042131850317
2.769,0.22466502573048802,-0.22205154696468485,0.03416846904781055,-0.5364719244025827,0.7218632294846845,-6.983084842279837,-0.007383760229042241,0.0012037959559435664,-0.017864515082606006
2.791,0.21803563468383166,-0.21487252784968816,0.03700452360815212,-0.3997023679130286,-0.1990808122119026,4.107193888575199,-0.007146843301272689,0.0012798323549167382,-0.013310088851503853
2.827,0.21804409363071448,-0.2143692923167446,0.03986268027689417,-0.39960267943007816,0.00025402242891324695,0.002993648136649972,-0.007129454962344271,0.0013748828107644697,-0.013306769225021603
2.87,0.2246038015573817,-0.22025251107352864,0.04399657986517632,-0.4114658150162989,0.1969882260260424,-0.3562503179045274,-0.007324142061733546,0.0015152870949164006,-0.013701811640042756
2.9,0.20652109520964576,-0.2019468322446211,0.0432254521428572,-0.36966775928086887,-0.5430242146467245,1.2551968689318331,-0.0067158002237735145,0.0014807620407380816,-0.012309936384052934
2.935,0.20650892805978877,-0.20138757694212023,0.04570537410179053,-0.36954264810251103,-0.0003653798755854443,0.0037570924431783656,-0.006696672494970951,0.0015632127886945734,-0.012305770181813619
2.9690000000000003,0.21278273290153638,-0.20691056995251256,0.04964380588727052,-0.3809699164072341,0.1884025478002285,-0.3431612103520441,-0.006879451134773008,0.0016967991324504622,-0.012686298216360897
3.002,0.20653762532180736,-0.20021035171874776,0.05073071789583326,-0.29777490429008163,-0.18754076816003046,2.4983487122268007,-0.006658519830265101,0.0017223598878663463,-0.009915904312859719
3.034,0.20651233505052327,-0.19967302353763786,0.05270700332363352,-0.2985520492451605,-0.0007594676061288189,-0.023337686338704405,-0.006640277531415181,0.0017881662849151172,-0.009941783239863845
3.069,0.2128050357515691,-0.20520719341327587,0.05635593147728995,-0.3077535402995045,0.1889699910223969,-0.27632105268300405,-0.00682366379277311,0.001911634613175724,-0.010248192891973502
3.1,0.2180712040907329,-0.20968247127734368,0.05990251491054479,-0.1928095061696172,0.15814319336828297,3.4517727966933127,-0.00697597455301915,0.0020171557538420566,-0.006420556555448253
3.136,0.21807748814104194,-0.2092995756311423,0.06124931407395554,-0.19332052173375713,0.00018871021949039065,-0.015345812736934916,-0.0069630626308004465,0.0020620221509622806,-0.006437573373734113
3.169,0.22467620163600596,-0.21522198886585883,0.06448946495519521,-0.1987755056602853,0.19815956441333393,-0.16381333112697163,-0.007159732450383124,0.00217120331314699,-0.006619224338487501
3.202,0.20654657729598333,-0.1974584893925172,0.0605940059701519,-0.17174236252043984,-0.5444331633640429,0.8118061002956591,-0.006569561929694095,0.0020365719230928947,-0.005719020671930647
3.235,0.2065528221870196,-0.19711468330030535,0.06172414422932783,-0.17163451575483382,0.00018753426535318723,0.003238641609790324,-0.006558009370150826,0.0020741608115102633,-0.0057154293746359665
3.269,0.2127848350021007,-0.20269519457737278,0.06474599680375774,-0.17629970468473738,0.18714753198441725,-0.14009576366076748,-0.0067433823209193675,0.002175842650164945,-0.005870780166001756
3.302,0.20651339732918914,-0.19634883584574486,0.06399154583587026,-0.0922687252353472,-0.1883314616489955,2.523452836318023,-0.006535132194118853,0.00214096015792711,-0.003072548550337062
3.335,0.2065130878520223,-0.19615099825478508,0.06459443735979438,-0.0919151187644577,-9.293608613745127e-06,0.010618812939624635,-0.006528526111980708,0.0021609878624169287,-0.0030607734548564417
3.369,0.2127948025707785,-0.2019128496688761,0.0671775940305281,-0.09491114662397354,0.18864008164433077,-0.08997080659206744,-0.006720151532693688,0.002247635658674404,-0.0031605411825783194
3.402,0.19507030395804356,-0.18489919388277082,0.062166804548609705,-0.06670664416148338,-0.5322672256076562,0.8469820559306355,-0.006154838767344797,0.002076991641057279,-0.0022213312505773965
3.435,0.19506741151263993,-0.18475790517883475,0.06257644531427395,-0.0667179675763603,-8.686022233138077e-05,-0.0003400424887963401,-0.006150118311658241,0.002090628600943105,-0.002221708320292798
3.469,0.20098573763802305,-0.19021972753293864,0.06489778109608078,-0.06914958162259752,0.17772751127276643,-0.07302144282994658,-0.006331823092424967,0.0021683873874560372,-0.0023026810680324976
3.502,0.20655974312520844,-0.19534105413183317,0.06714759899368204,-0.02766454664540643,0.1673875521677296,1.2457968461618942,-0.006503826158385152,0.0022390112033381223,-0.0009212294032920343
3.536,0.20658287386970836,-0.19530098043806693,0.06733506379441279,-0.02795385463835406,0.000694616951949437,-0.008687927716145027,-0.0065024780086730205,0.0022452844862505448,-0.0009308633594571903
3.569,0.2128486769359231,-0.20115992774892857,0.06956466589741378,-0.029092869586853306,0.18816225424068295,-0.03420465310808544,-0.006697502354885192,0.002319748048757746,-0.0009687925572422152
3.603,0.18915555446554913,-0.17870795564420397,0.0619942769506876,-0.30229479115925945,-0.7115051792905096,-8.204261909081264,-0.005940483826401887,0.0020943270202246596,-0.01006641654560334
3.636,0.19498502721483416,-0.18356283470546478,0.0657559621088752,-0.025713236208191922,0.175059241720271,8.305752400932958,-0.006111704112925038,0.002192290473882687,-0.0008562507657327911
3.669,0.2010055555374829,-0.1891725699836573,0.06794830478172652,-0.028208590479633693,0.18079664632578793,-0.07493556370696006,-0.006298382851247265,0.0022656371293528375,-0.000939346062971802
3.702,0.2180094454463346,-0.20510614191529758,0.07388903066382826,-0.21800604757465172,0.5106273245901414,-5.699623336186727,-0.006821043338981361,0.0024852749164030294,-0.007259601384235903
3.736,0.2180135729515632,-0.20456820996178757,0.07537748645409034,-0.21795865798545097,0.0001239491059640124,0.0014231107868093852,-0.006802952454584559,0.002534769672005695,-0.007258023310915518
3.77,0.22462540266025452,-0.2102030438178894,0.07919123619426552,-0.22449368628208,0.19855344470544484,-0.1962470959948656,-0.006989839223765316,0.0026632075869447475,-0.007475639753193265
3.802,0.21800348133429098,-0.20342604332615177,0.07837960685367834,-0.1037195340842289,-0.19885649627518126,3.6268514173528854,-0.006769566323530813,0.0026217343338083717,-0.0034538604850048228
3.8360000000000003,0.21797813268096303,-0.20313049626521723,0.07907254779078568,-0.10292518433835435,-0.0007612208206593291,0.023854346722959646,-0.006759719806851154,0.002644702841583734,-0.0034274086384672
3.869,0.22462028691105695,-0.20903971737222507,0.08219896503573386,-0.10620306467664083,0.19946409099381163,-0.09843484499358796,-0.0069561677973214745,0.0027495291184099794,-0.00353656205373214
3.903,0.18348573186755385,-0.17051988796174533,0.06774940301202427,-0.03380744719795415,-1.2352719232283214,2.174042566927527,-0.005677041066382594,0.0022592511412343115,-0.0011257879916918734
3.935,0.20654427674286946,-0.19186304472330076,0.07647947649363022,-0.11159594775476843,0.6924487950545228,-2.33599100771214,-0.006384292517966317,0.0025586322265656164,-0.003716145060233789
3.9690000000000003,0.21283150675440646,-0.1974091518362043,0.07954166856850184,-0.11524144177278717,0.1888057060521621,-0.10947429483539754,-0.006568626210893658,0.002661344755456908,-0.003837540011033813
4.003,0.21805280319438194,-0.2019378775726165,0.08226857591082282,-0.03599092413362123,0.15679568888815273,2.3798954245995776,-0.006722887943615226,0.002743572838031168,-0.001198497773649587
4.035,0.21807461590634802,-0.2018593246521364,0.08251879273041142,-0.03625948904586431,0.0006550363953777588,-0.00806501237967203,-0.006720254827090281,0.0027519335364001632,-0.0012074409852272816
4.069,0.22469460706322775,-0.20788426286216952,0.08527484797729469,-0.037502908743662966,0.19879853323963131,-0.03733993086482446,-0.006920770903428614,0.0028439745547815887,-0.0012488468611639768
4.103,0.20655233113103552,-0.19100124095029222,0.07862818483923781,-0.06557037643886134,-0.5448130910568235,-0.8428668977537047,-0.0063574776329032925,0.002625260589039889,-0.0021834935354140828
4.136,0.2065552360816036,-0.19083178545981105,0.07904615873619439,-0.0657287708605232,8.723575279479644e-05,-0.004756589239095025,-0.006351812607205254,0.002639189696859121,-0.0021887680696554227
4.17,0.21279239507859274,-0.1964154490266377,0.08186314669586177,-0.06713385069300201,0.18730207198165616,-0.04219458956392827,-0.006537581792410052,0.0027333517343417512,-0.002235557228076967
4.203,0.21801063634551177,-0.20104408323998424,0.08432030688967675,0.012297271533963434,0.1567039419495203,2.3853189857947577,-0.006695342590391593,0.0028064956376991617,0.0004094991420809824
4.236,0.2179698915279788,-0.20104101515032707,0.08422222889501796,0.012716753972810316,-0.0012235680940830993,0.012597070235642079,-0.006695259329841706,0.0028031828979413233,0.00042346790729458356
4.27,0.2245440731503227,-0.20714132811851563,0.08667474241227899,0.013787147379506336,0.19742287154185917,0.032143946147027626,-0.006898468437691438,0.0028846856432388247,0.00045911200773756104
4.302,0.21797606412940426,-0.20112096499031426,0.08404714138333881,-0.023757894144743354,-0.19723750813568908,-1.1274787244519424,-0.0066962202255937886,0.00280141901857533,-0.0007911378750199538
4.335,0.21800201183166393,-0.20107834254122764,0.08421625332158664,-0.023712632694733997,0.0007792102780680322,0.0013592027029837076,-0.0066948007864274075,0.0028070448390940064,-0.0007896306687346421
4.369,0.22464233053457827,-0.20713457812856745,0.08694505858015791,-0.024619737079271488,0.19940897005748778,-0.02724037190803276,-0.006896393746616191,0.0028980978283474654,-0.0008198372447397406
4.4030000000000005,0.1950476144345569,-0.17978440888416736,0.07563820607855591,-0.11926199483230475,-0.8887302132138549,-2.842109842433431,-0.005981803474144757,0.002530633950176142,-0.003971424427915748
4.436,0.20655800495844806,-0.19007444916834126,0.08085736321304263,-0.03170335903896377,0.34565737308982464,2.6293884622624915,-0.00632805658994573,0.002695891013280654,-0.0010557218559974937
4.47,0.21284262882628086,-0.19576948392381144,0.08352421092046595,-0.033012228687705834,0.1887274434784623,-0.03930539485711904,-0.006517593616311084,0.002784939164040248,-0.0010993072153006045
4.502,0.20658978967700112,-0.18992897934984093,0.0812792962685778,0.035177381160572924,-0.18777294742581793,2.0477360314798427,-0.00632621873091832,0.0027028958209118345,0.0011714067926470785
4.536,0.2066025088187961,-0.19003575937540285,0.0810617468898537,0.03497519788390061,0.00038195621005966327,-0.006071569870039389,-0.006329761191767121,0.00269567065574316,0.0011646740895338906
4.569,0.21282036160570078,-0.19585214286700176,0.08327331174142631,0.03520372571851648,0.18672230591305333,0.006862697736212272,-0.006523500133707041,0.0027691781416710427,0.0011722840664265988
4.603,0.2065531301721846,-0.19017921389181427,0.08059815250623918,-0.0018336512396904363,-0.188205148153639,-1.1122335422884957,-0.006332885778601538,0.0026841120583666117,-6.106058628169153e-05
4.636,0.20654630166497195,-0.19016800513296864,0.08060709990580729,-0.0015221908064182602,-0.00020506027665607423,0.009353166164329612,-0.006332526438898439,0.002684377156198542,-5.0688953853728065e-05
4.6690000000000005,0.21277849243931082,-0.19590179865147947,0.08304921510683312,-0.0009886079968631307,0.18715287610627235,0.01602350779444833,-0.006523484270009474,0.002765646483234817,-3.2920646295542254e-05
4.703,0.2180114669441726,-0.2007169142779878,0.08509829635117819,0.022100511546959817,0.1571463815273803,0.6933669532679563,-0.006684915290869928,0.0028313137716683627,0.000735947034513762
