Time,linear_velocity_x,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw
0.101,-1.719066605822085e-06,3.1609339870289078e-06,8.661157617473568e-06,7.82394050078456e-05,-5.724491797387532e-08,-3.018961064166068e-15,1.0525910176806264e-07
0.134,-6.015785589794773e-06,6.944124572658213e-06,-0.0001290306001192999,0.00011360932689577492,-2.003256601401606e-07,-4.424283086274168e-14,2.3123934826951851e-07
0.168,-4.555180749356103e-06,4.020671740490534e-06,4.386200722038047e-05,-8.779137634137175e-05,-1.5168751895354578e-07,-6.125565498643003e-14,1.3388836895833477e-07
0.2,-4.0718697231607435e-06,8.63415594276306e-06,1.4513844630491282e-05,0.00013854306913731312,-1.3559326178122678e-07,-8.324944377115208e-14,2.8751739289400996e-07
0.23500000000000001,9.32986445202334e-06,-8.276266872831894e-05,0.0004024544797352577,-0.0027446493895219816,3.1068448625221925e-07,-1.9265236602339343e-13,-2.755996868653021e-06
0.268,1.1023749613368268e-05,-1.1178698141830708e-05,5.0867422262610436e-05,0.002149668786381028,3.670908621242853e-07,-8.018565419589328e-13,-3.7225064812296264e-07
0.30000000000000004,3.270241046128665e-07,2.9723678773551897e-06,-0.00032122298825091293,0.00042495693751308993,1.0889902683579099e-08,-2.5260268951723887e-14,9.897985031592782e-08
0.335,-6.872089428042157e-08,7.344636686622562e-06,-1.1884234200999641e-05,0.00013129936364166282,-2.2884057795327474e-09,4.919720251509902e-15,2.4457640166453134e-07
0.36700000000000005,-6.027458556292078e-08,7.790783877885536e-06,2.5364290442945315e-07,1.3397813551440676e-05,-2.0071436992416467e-09,3.8076852107825416e-15,2.594331031335884e-07
0.4,-4.963198352803622e-08,7.969990940988487e-06,3.1959765870524197e-07,5.381593486575096e-06,-1.6527450514813936e-09,2.701204380100569e-15,2.6540069833491664e-07
0.43500000000000005,-4.1776302057345474e-08,8.302143061111076e-06,2.3590635047119352e-07,9.974538141819499e-06,-1.391150858508306e-09,1.8972199954308448e-15,2.7646136393499885e-07
0.468,-3.272336095787947e-08,8.114188393765558e-06,2.718600930770572e-07,-5.644284304670235e-06,-1.0896879198967346e-09,1.188294164483236e-15,2.702024735123931e-07
0.5,-2.5852301600760764e-08,8.15046529366802e-06,2.063381188323935e-07,1.089396393467355e-06,-8.608816433050418e-10,7.057075413845259e-16,2.714104942791451e-07
0.532,-1.99884730189028e-08,8.419199150657166e-06,1.7609094840414304e-07,8.070085795469827e-06,-6.656161515293629e-10,3.6190084966831635e-16,2.8035933171688365e-07
0.5650000000000001,-1.3197030055343765e-08,8.178460301881531e-06,2.0394723614291394e-07,-7.229394858127159e-06,-4.3946110084293033e-10,1.1734272937151846e-16,2.72342728052655e-07
0.6010000000000001,-7.0798857067254436e-09,8.171644652735348e-06,1.8369802848703667e-07,-2.0467414853403853e-07,-2.3576019403395656e-10,-1.1542722363518373e-18,2.721157669360871e-07
0.634,-6.244405593195368e-10,8.397432862185871e-06,1.93857211633811e-07,6.780426710225933e-06,-2.079387062533969e-11,-5.828536152390819e-18,2.7963451431078956e-07
0.668,6.411003259796797e-09,8.113584141381694e-06,2.1127458916265262e-07,-8.523985609735062e-06,2.1348640855119974e-10,1.186919540482385e-16,2.7018235190801043e-07
0.7010000000000001,1.4181087535489864e-08,8.059408372905762e-06,2.3333586413492692e-07,-1.6268999542321972e-06,4.722302149316506e-10,3.895307610719289e-16,2.683782988177619e-07
0.7350000000000001,2.4056735182487984e-08,8.224344491222455e-06,2.9656599540534893e-07,4.953036586086894e-06,8.01089281576366e-10,8.781168510623181e-16,2.738706715577078e-07
0.768,3.43219033174231e-08,7.87799641737801e-06,3.082633073554089e-07,-1.0400843058391766e-05,1.1429193804691222e-09,1.559411912688481e-15,2.6233728069868776e-07
