Time,delta_position_x,delta_position_y,delta_yaw,linear_velocity_x,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw
0.9450000000000001,-3.307803919661012e-09,1.9486288471703972e-08,3.0727068238948736e-07,1.1157526074148084e-05,3.485109948178958e-05,0.0006696958276504707,0.0018511348525727747,3.7154561826904784e-07,2.1560759856746036e-13,1.1605416127435932e-06
0.9790000000000001,-3.307819296249903e-09,1.9486341318319944e-08,3.0727151707905784e-07,2.4056735182487984e-08,8.224344491222455e-06,-0.0003343384185875554,-0.0007996022519689827,8.010892815761728e-10,1.0395162870748817e-15,2.738706715577078e-07
1.013,-3.307834617327643e-09,1.94863934988021e-08,3.072723438694033e-07,-1.1215904712647995e-05,-5.095344039039005e-05,-0.00033784464312208457,-0.0017667098140470886,-3.7348962693099907e-07,-3.1686702403710935e-13,-1.6967495649999887e-06
1.047,-3.307849771871929e-09,1.948644534621735e-08,3.072731635788354e-07,1.1263492933539427e-05,5.869375519941157e-05,0.0006750569863719945,0.0032927085762703184,3.750743146866242e-07,3.665395634291266e-13,1.9545020481404053e-06
1.081,-3.3078650374385177e-09,1.9486496305454182e-08,3.0727397353401296e-07,6.642344708297088e-08,7.783319043329238e-06,-0.0003362483329266203,-0.001528841926609079,2.2119007878581206e-09,4.6104032358306685e-15,2.591845241428636e-07
1.115,-3.3078800809605013e-09,1.948654715366871e-08,3.072747828282591e-07,-1.1415866869790768e-05,-7.378512690826557e-05,-0.0003453999206894636,-0.0024352306178315407,-3.8014836676365015e-07,-4.6702865870101e-13,-2.4570447260452436e-06
1.149,-3.3078950689713338e-09,1.948659722472712e-08,3.072755834217092e-07,1.1528941002910615e-05,8.07734989044667e-05,0.0006890332694504919,0.004641400174556524,3.839137353964606e-07,5.163234133850326e-13,2.689757513518741e-06
1.183,-3.3079099459598638e-09,1.948664674067402e-08,3.072763716630644e-07,1.5274966436863193e-07,6.765072195128943e-06,-0.0003416273675237832,-0.0022224752765566892,5.0865638234554626e-09,1.425611818550262e-14,2.2527690409779383e-07
1.217,-3.307924878459545e-09,1.9486696256620917e-08,3.0727715993650107e-07,-1.187405340555006e-05,-9.356901527064617e-05,-0.0003623548391537799,-0.002990974758008909,-3.954059784041772e-07,-6.160090912400237e-13,-3.115848208512518e-06
1.251,-3.307939810959226e-09,1.9486745772567815e-08,3.0727794585295195e-07,1.2118800236920175e-05,9.895851475848293e-05,0.0007205061153894964,0.005781607508382255,4.035560478887115e-07,6.649208499086693e-13,3.295318541457482e-06
1.2850000000000001,-3.307954687947756e-09,1.9486793956247084e-08,3.0727873552832923e-07,3.142872318751772e-07,4.789330266208793e-06,-0.0003544898800313813,-0.0028279034382064304,1.0465764821383776e-08,3.5327618784364523e-14,1.5948469786475284e-07
1.319,-3.3079696204474374e-09,1.9486843472193982e-08,3.0727952070864713e-07,-8.609482095373396e-06,-0.0001600158850633348,-0.00014372002168022344,-0.00649501276582516,-2.866957537745774e-07,-7.638291363282561e-13,-5.328528972609049e-06
1.353,-3.3079842753913624e-09,1.948689209996246e-08,3.072802719615625e-07,8.86026459400479e-06,0.00016536431678836752,0.0005246170176990446,0.009771177232783854,2.9504681097886844e-07,8.123593231307153e-13,5.506631749052639e-06
1.387,-3.307998819312985e-09,1.948694028364173e-08,3.0728104512375804e-07,2.0393128895278264e-07,6.200882131592246e-06,-0.0002599499491006609,-0.004779682722425684,6.790911922020765e-09,3.8097058973763334e-14,2.064893749820218e-07
1.421,-3.308013696301515e-09,1.9486987912209486e-08,3.0728181447423924e-07,-9.21831691208969e-06,-0.00017813998331355676,-0.0002814545928294837,-0.005546990021235849,-3.069699531707864e-07,-9.104837081591968e-13,-5.9320614443414405e-06
1.455,-3.308028295734289e-09,1.9487035540777242e-08,3.0728257927289037e-07,9.338174000188008e-06,0.0001851508406696783,0.0005572519793476785,0.010909634353850901,3.1096119420429055e-07,9.58617140874081e-13,6.1655229943002874e-06
1.489,-3.308043006189365e-09,1.9487083058322696e-08,3.0728334006995023e-07,9.569855958730883e-08,7.578145521013233e-06,-0.000277551815033054,-0.005332513367827779,3.186762034194307e-09,2.0051619917304938e-14,2.523522458497407e-07
1.5230000000000001,-3.3080577721555926e-09,1.9487130464845848e-08,3.072841024290313e-07,-9.50603028529576e-06,-0.0002003499741860177,-0.00028763327359808416,-0.006245374239679996,-3.1655080849800056e-07,-1.0559609513298688e-12,-6.67165414039439e-06
1.557,-3.308072316077215e-09,1.9487177538302092e-08,3.072848596691635e-07,9.562493964473426e-06,0.00020817317445329583,0.0005726283558489245,0.012267962421601006,3.1843104901441483e-07,1.1037126963827096e-12,6.932166709294752e-06
1.5910000000000002,-3.308086915509989e-09,1.9487224611758336e-08,3.072856168875278e-07,4.547295885182944e-08,8.22486814141471e-06,-0.0002857964265952431,-0.006004453642999432,1.5142495297280766e-09,1.0704245900318798e-14,2.7388810910910986e-07
1.625,-3.308101570453914e-09,1.948727124112537e-08,3.0728636903826853e-07,-9.642475087899346e-06,-0.00022450657925764103,-0.00029060009767187494,-0.006985438916533678,-3.210944204240572e-07,-1.2002647555707216e-12,-7.4760690892794475e-06
1.659,-3.308116225397839e-09,1.948731809253701e-08,3.0728712249559144e-07,9.66949876620945e-06,0.00023271345150199094,0.0005799391547780419,0.013730331254043,3.2199430891155197e-07,1.2476262619459749e-12,7.749357935016299e-06
1.693,-3.3081307138083105e-09,1.948736461088174e-08,3.0728787141113555e-07,2.1593671275502418e-08,8.538319293335881e-06,-0.0002897268797277462,-0.006731985952211863,7.190692534518372e-10,5.674539686291231e-15,2.8432603246808487e-07
1.727,-3.308145257729933e-09,1.948741101820417e-08,3.0728861888374633e-07,-9.70715699777758e-06,-0.0002496043301311965,-0.00029198863537748367,-0.0077464531371491336,-3.232483280222714e-07,-1.3433977601351125e-12,-8.311824193368844e-06
1.7610000000000001,-3.3081598016515557e-09,1.9487457203481995e-08,3.072893642124303e-07,9.719291097708626e-06,0.0002580098683106006,0.0005833768196842704,0.015243669622876786,3.2365239354971545e-07,1.390367521495032e-12,8.591728614743e-06
1.795,-3.3081744010843295e-09,1.9487503499782122e-08,3.0729011012232206e-07,9.116236814480802e-09,8.706327921866814e-06,-0.0002915968426694938,-0.007486592804466478,3.035706859106223e-10,2.6522305951038855e-15,2.89920719798165e-07
1.8290000000000002,-3.308188722961347e-09,1.948754946301534e-08,3.072908525532827e-07,-9.734524614859043e-06,-0.00027520400005511794,-0.0002925117686244738,-0.008519273389722776,-3.2415966967026874e-07,-1.4853450606387086e-12,-9.164293201835428e-06
1.863,-3.3082032668829697e-09,1.9487595315226258e-08,3.072915912487144e-07,9.738387400625968e-06,0.0002837231289854414,0.0005847721325971474,0.016784598469686465,3.242883004360202e-07,1.5319354734776214e-12,9.447980195215199e-06
1.897,-3.30821769978229e-09,1.9487641278459478e-08,3.0729233411476443e-07,1.987619238366381e-09,8.805270000120978e-06,-0.00029238437781944747,-0.008255791561120733,6.618772063455396e-11,6.350491726350259e-16,2.932154910040286e-07
1.931,-3.3082322992150637e-09,1.9487687130670395e-08,3.072930747487285e-07,9.739553858467196e-06,0.00030968769654449364,0.0005849913688217011,0.01834191486039252,3.24327143481209e-07,1.6723295601647202e-12,1.031260029493164e-05
1.965,-3.308246732114384e-09,1.9487732760836707e-08,3.072938106647547e-07,-2.3904568014732863e-09,8.868132943200204e-06,-0.00029255088033839846,-0.00903362052856737,-7.960221148470506e-11,-8.326507745351528e-16,2.9530882700856683e-07
1.999,-3.3082611095025527e-09,1.948777839100302e-08,3.0729454844943036e-07,-3.373891116437105e-09,8.622820420652507e-06,-2.9532562010925487e-08,-7.366742418849757e-06,-1.123505741708617e-10,-1.207898576449981e-15,2.8713992000772853e-07
2.033,-3.308275597913024e-09,1.948782402116933e-08,3.0729528806426636e-07,9.729510803831028e-06,0.00033581495865357024,0.0005844834929243337,0.01990971797483233,3.239927097608206e-07,1.8115452703602026e-12,1.118263812316389e-05
2.067,-3.308289975301193e-09,1.9487869429291038e-08,3.072960217732296e-07,-5.237507084688832e-09,8.910531076752756e-06,-0.00029233478411158306,-0.009816949777081604,-1.7440898590894186e-10,-1.9762619160040728e-15,2.967206848558668e-07
2.101,-3.308304408200513e-09,1.9487914837412745e-08,3.072967547087077e-07,-5.7917737872937346e-09,8.659285551867385e-06,-1.6644645723870953e-08,-7.5449106572183265e-06,-1.9286606710385122e-10,-2.2418310115278372e-15,2.8835420887718396e-07
2.135,-3.3083188966109844e-09,1.9487960245534452e-08,3.07297487988664e-07,9.712073007519009e-06,0.0003620536119187057,0.0005835001360503919,0.021484636252279157,3.2341203114254804e-07,1.9495895913832444e-12,1.2056385276892901e-05
2.169,-3.308333218488002e-09,1.948800565365616e-08,3.072982212141746e-07,-7.17526826742984e-09,8.940511076216748e-06,-0.00029186931759118436,-0.010603997022296963,-2.389364332876148e-10,-2.9163879919266228e-15,2.9771901883801774e-07
2.203,-3.308347595876171e-09,1.948805072871096e-08,3.0729895250056435e-07,-9.697438414602121e-06,-0.0003796795472290995,-0.0002909903630616416,-0.011662611755653949,-3.229246991976472e-07,-2.0414205678587183e-12,-1.2643328922729015e-05
2.237,-3.30836197326434e-09,1.9488096025810364e-08,3.0729968081902004e-07,9.689543068403472e-06,0.000388371993607404,0.000582191636126294,0.023064610835931032,3.226617841688411e-07,2.0864566969759126e-12,1.2932787387126555e-05
2.271,-3.30837640616366e-09,1.948814098984286e-08,3.0730041496531816e-07,-8.543722726292222e-09,8.962530377013826e-06,-0.0002912338375714644,-0.011393677574486191,-2.845059667611853e-10,-3.721983173668384e-15,2.9845226155456044e-07
2.305,-3.308390783551829e-09,1.948818639796457e-08,3.073011442273262e-07,-9.68099934567718e-06,-0.0003973345239844178,-0.00029046413282134793,-0.012201112743586534,-3.223772782016439e-07,-2.1327259639089746e-12,-1.3231239648681114e-05
2.339,-3.308405216451149e-09,1.948823113995246e-08,3.073018688243579e-07,-8.967449085597404e-09,8.710159320528602e-06,-0.00029073024115719453,-0.01193180781783749,-2.986160545225088e-10,-4.080916985351991e-15,2.900483053736025e-07
2.373,-3.308419593839318e-09,1.948827610398496e-08,3.073025997804573e-07,-9.539932367598394e-09,8.979210860834849e-06,-1.7191690150179884e-08,8.07962583502243e-06,-3.176797478100672e-10,-4.4350002608412796e-15,2.990077216658005e-07
2.407,-3.308433804694033e-09,1.9488321068017456e-08,3.073033297824705e-07,-9.644317971742874e-06,-0.0004324484050504878,-0.0002893331454501489,-0.013248290698651506,-3.211557884479377e-07,-2.312406076549141e-12,-1.4400531888181246e-05
2.441,-3.308448404126807e-09,1.9488366254094558e-08,3.0730405828589793e-07,9.634556377407212e-06,0.00044117222037477164,0.0005789451756501527,0.026234853616374156,3.208307273561196e-07,2.3566672784533695e-12,1.4691034938479897e-05
2.475,-3.308462614981522e-09,1.948841099608245e-08,3.073047837840371e-07,-1.0283801478046376e-08,8.992175073121144e-06,-0.0002896348402067645,-0.012978379738788303,-3.4245058918123133e-10,-5.082205261839196e-15,2.9943942993493414e-07
2.509,-3.308476992369691e-09,1.9488455849092645e-08,3.07305513263326e-07,-9.614090400986127e-06,-0.0004588956921595581,-0.0002884056524337263,-0.014042852518655355,-3.201492103403781e-07,-2.446138511573351e-12,-1.5281226548913288e-05
2.543,-3.308491425269011e-09,1.9488500924147445e-08,3.073062387836829e-07,9.603727031964333e-06,0.0004676302779709467,0.0005771116346231369,0.027823602706621764,3.1980411015148747e-07,2.49000989364994e-12,1.5572088256432526e-05
2.577,-3.3085056916348776e-09,1.9488545666135337e-08,3.0730696834350434e-07,-1.0851341246984354e-08,9.002469709135708e-06,-0.00028872607727361307,-0.013772606854709036,-3.6134966347991677e-10,-5.68120378713959e-15,2.9978224131421913e-07
2.6109999999999998,-3.3085200690230465e-09,1.9488590630167835e-08,3.0730769385089315e-07,-9.58218826391794e-06,-0.0004853733325620806,-0.00028743245757112705,-0.014838255779101465,-3.1908686917457434e-07,-2.578689607933601e-12,-1.6162931974317285e-05
2.645,-3.308534390900064e-09,1.9488635261133425e-08,3.073084145714345e-07,9.571359955577864e-06,0.0004941165781690726,0.0005751816282130871,0.029414111433367963,3.1872628650636103e-07,2.6221759030136263e-12,1.6454082053030117e-05
2.6790000000000003,-3.308548712777082e-09,1.9488679892099015e-08,3.073091448302005e-07,-1.1292433054704756e-08,9.010795015545895e-06,-0.000287767338997975,-0.01456774123584164,-3.760380206698318e-10,-6.243657993477929e-15,3.0005947401767837e-07
2.713,-3.308563201187553e-09,1.9488725078176117e-08,3.073098723459416e-07,-9.548985200876198e-06,-0.0005118755110398786,-0.00028642350988676384,-0.015634343810664822,-3.1798120717377927e-07,-2.7100677205057677e-12,-1.704545451762796e-05
2.747,-3.3085774120422684e-09,1.9488769598119404e-08,3.073105967556571e-07,9.537791571629469e-06,0.0005206258354028703,0.0005731764796548248,0.031006046439722188,3.17608459319351e-07,2.7531634276898556e-12,1.733684031891558e-05
2.781,-3.3085919004527398e-09,1.9488814340107297e-08,3.0731132196611677e-07,-1.1640786792957561e-08,9.017634550490283e-06,-0.00028676974049316595,-0.015363609635206605,-3.8763820014621256e-10,-6.778785513122672e-15,3.0028723053132646e-07
2.815,-3.308606111307455e-09,1.9488859304139794e-08,3.073120463213104e-07,-9.514755048509957e-06,-0.0005383978422165054,-0.00028538616553103316,-0.01643099743182133,-3.168413430984075e-07,-2.840268556166501e-12,-1.792864814580963e-05
2.849,-3.308620488695624e-09,1.948890382408308e-08,3.073127712963492e-07,9.503270140590372e-06,0.0005471540358625348,0.0005711118675405504,0.03259915549786907,3.164588956641499e-07,2.8829779763387938e-12,1.8220229394222413e-05
2.883,-3.3086348105726415e-09,1.948894845504867e-08,3.0731349433721873e-07,-1.1919805042903586e-08,9.02333008112399e-06,-0.00028574143980880705,-0.01616008125469702,-3.9692950786171034e-10,-7.2916562668359e-15,3.004768917014289e-07
2.917,-3.3086491879608104e-09,1.948899308601426e-08,3.0731421966103856e-07,-9.479702485775678e-06,-0.0005649369518791404,-0.0002843259650451617,-0.01722812425869736,-3.156740927577103e-07,-2.9692941261231187e-12,-1.881240049757538e-05
2.951,-3.3086633988155256e-09,1.9489037828002154e-08,3.073149438350416e-07,9.467982306154073e-06,0.0005736980730575258,0.0005689995433011937,0.03419324399209208,3.1528381077575254e-07,3.011614873152601e-12,1.9104145832815613e-05
2.9850000000000003,-3.3086777762036945e-09,1.948908234794544e-08,3.0731566717140705e-07,-1.2146068575334909e-08,9.028130191383172e-06,-0.0002846885397816639,-0.016957055341325602,-4.044640834836784e-10,-7.78772922058076e-15,3.0063673537305966e-07
3.019,-3.3086922091030146e-09,1.948912697891103e-08,3.0731639125027824e-07,-9.44398314597741e-06,-0.0005914901992387944,-0.0002832471487800626,-0.01802565150836876,-3.144846387407133e-07,-3.0971411493887488e-12,-1.9696623634651853e-05
3.053,-3.30870641995773e-09,1.948917160987662e-08,3.0731711319669305e-07,9.432070733539555e-06,0.0006002555029898865,0.0005668484648503593,0.035788159226086504,3.1408795540595205e-07,3.1390761071592088e-12,1.998850824956322e-05
3.087,-3.3087207973458987e-09,1.948921624084221e-08,3.0731783606093593e-07,-1.2331601925783049e-08,9.032218447643266e-06,-0.0002836156857497098,-0.01775445298925655,-4.1064234404530034e-10,-8.269775798165807e-15,3.007728743065208e-07
3.121,-3.308735008200614e-09,1.94892607607855e-08,3.073185592434836e-07,-9.419739131613772e-06,-0.0006092877214375297,-0.0002825047306212609,-0.018568166362918106,-3.136773130612175e-07,-3.1821436233465274e-12,-2.0289281123869743e-05
3.155,-3.3087494966110853e-09,1.9489305391751088e-08,3.073192836642443e-07,-1.207110303605319e-08,8.768888821270719e-06,-0.0002828765244433516,-0.018296894800859553,-4.01967731014223e-10,-8.331757207472075e-15,2.92003997748315e-07
3.189,-3.308763596443498e-09,1.9489349911694376e-08,3.073200046758194e-07,-1.2485257472531158e-08,9.035733285213369e-06,-1.2437070164503534e-08,8.013347265545044e-06,-4.157590737434084e-10,-8.740806990895418e-15,3.008899183976052e-07
3.223,-3.3087780848539694e-09,1.9489394653682268e-08,3.0732073144279026e-07,-9.370998544511878e-06,-0.000644631121386478,-0.00028104613479293643,-0.01962168573503237,-3.120542515082799e-07,-3.349312519650999e-12,-2.146621634216972e-05
3.257,-3.308792406730987e-09,1.948943939567016e-08,3.073214549293854e-07,9.358795223955605e-06,0.0006534031101134662,0.0005624562693233478,0.03898000695195027,3.116478809331314e-07,3.390467633265807e-12,2.1758323566778427e-05
3.291,-3.3088067286080047e-09,1.9489483693568843e-08,3.0732217731795487e-07,-1.2613652384847502e-08,9.038780765399531e-06,-0.00028142368998019374,-0.0193502801606026,-4.2003462431461197e-10,-9.202498295316311e-15,3.009913994878044e-07
3.325,-3.308820994973871e-09,1.948952821351213e-08,3.073228968382811e-07,-9.333901755287815e-06,-0.0006712157291048862,-0.0002799285867569031,-0.02042010712705426,-3.1081892842520403e-07,-3.473633576636417e-12,-2.2351483779192714e-05
3.359,-3.30883537236204e-09,1.948957284447772e-08,3.073236202079281e-07,9.321587339694471e-06,0.0006799904192595446,0.0005602248977472157,0.04057676121214506,3.104088583852996e-07,3.514399649906933e-12,2.264368096134284e-05
3.393,-3.3088495832167553e-09,1.9489617253398706e-08,3.073243438735454e-07,-1.2721815112870916e-08,9.041442997696007e-06,-0.0002803095842284487,-0.020148617905761217,-4.2363644314854286e-10,-9.656404159151342e-15,3.0108005182327703e-07
3.427,-3.3088640161160754e-09,1.9489661995386598e-08,3.0732506668814194e-07,-9.296486419953345e-06,-0.0006978081740331547,-0.0002788020214812339,-0.02121875332759966,-3.09572997756587e-07,-3.5967758198371017e-12,-2.3237012195304053e-05
3.461,-3.308878282481942e-09,1.9489706404307583e-08,3.0732579153963926e-07,9.284077950426188e-06,0.0007065852353181321,0.0005579749060174034,0.04217397625679539,3.091597957206656e-07,3.637156161497566e-12,2.3529288336093802e-05
3.495,-3.308892715381262e-09,1.9489751035273173e-08,3.0732651364277555e-07,-1.2813608752627293e-08,9.043785104184736e-06,-0.00027918593270807255,-0.020947190697115536,-4.266931713428589e-10,-1.0103914464639625e-14,3.0115804396935173e-07
3.529,-3.3089070372582796e-09,1.9489795666238763e-08,3.073272374517143e-07,9.24631212032337e-06,0.0007331866689035664,0.0005557090961226073,0.04377159705122711,3.0790219357617824e-07,3.758733550349466e-12,2.441511607448876e-05
3.563,-3.308921248112995e-09,1.9489840075159748e-08,3.073279590624262e-07,9.24631212032337e-06,0.0007331866689035664,0.0005557090961226073,0.04377159705122711,3.0790219357617824e-07,3.758733550349466e-12,2.441511607448876e-05
3.597,-3.3089356255011637e-09,1.9489884595103035e-08,3.073286796160953e-07,-1.253588568286059e-08,8.780426575006073e-06,1.069540377709755e-08,-7.970922016321233e-06,-4.1744499311023525e-10,-1.0378908316289877e-14,2.9238820494770227e-07
3.6310000000000002,-3.3089497808447277e-09,1.9489929115046323e-08,3.0732940325014206e-07,9.208326734075519e-06,0.0007597939711614156,0.0005534297575401618,0.045369577324868994,3.066372802119993e-07,3.879135314913327e-12,2.5301139239675142e-05
3.665,-3.3089643247663503e-09,1.9489973746011913e-08,3.0733012512753724e-07,-1.2959480015643924e-08,9.047703942911735e-06,-0.0002769155019246595,-0.022544932949504617,-4.3155068438116093e-10,-1.0984023570520349e-14,3.0128854129896083e-07
3.699,-3.3089784801099142e-09,1.9490017932888293e-08,3.0733084559456846e-07,-1.2598184597636276e-08,8.782151787571471e-06,1.0849712252481924e-08,-7.974539199407325e-06,-4.1951954696221407e-10,-1.080191256643951e-14,2.9244565452613003e-07
3.733,-3.3089929130092344e-09,1.9490062785898488e-08,3.07331570809653e-07,9.170152221595474e-06,0.0007864065074896992,0.0005511387775092406,0.046967877909357296,3.0536606894422714e-07,3.998362996215899e-12,2.6187336699406984e-05
3.767,-3.3090071238639496e-09,1.949010708379717e-08,3.073322878447404e-07,-1.3017791729459822e-08,9.049356012784031e-06,-0.000275770871271019,-0.02334405860291036,-4.33492464440654e-10,-1.1417289721217005e-14,3.0134355522570824e-07
3.801,-3.309021390229816e-09,1.9490151603740458e-08,3.0733301210409056e-07,-9.144482274146514e-06,-0.0008042395620412703,-0.0002742291326854958,-0.02441511293033205,-3.045112596926781e-07,-4.077585852675149e-12,-2.6781177415974303e-05
3.835,-3.3090357121068337e-09,1.9490196234706048e-08,3.073337351506487e-07,9.131813896328271e-06,0.0008130237363541321,0.0005488377228370806,0.048566465417279346,3.0408940271058263e-07,4.116411573763127e-12,2.70736904205926e-05
3.869,-3.309050200517305e-09,1.9490240754649335e-08,3.073344568833335e-07,-1.306848551296513e-08,9.050842114316154e-06,-0.0002746210925477849,-0.02414333015735183,-4.3518056742046734e-10,-1.1847485865991617e-14,3.0139304240672796e-07
3.903,-3.309064355860869e-09,1.9490285052548018e-08,3.073351807784561e-07,-9.106046245292347e-06,-0.0008308596705746789,-0.0002730734858789605,-0.02521455743786515,-3.03231339929548e-07,-4.1948462462158425e-12,-2.766762703013681e-05
3.9370000000000003,-3.3090788442713404e-09,1.9490329905558212e-08,3.073359032445697e-07,9.093332911563238e-06,0.0008396451925922713,0.0005465279026082758,0.050165311206214716,3.0280798591560137e-07,4.233283857394981e-12,2.7960184913322637e-05
3.971,-3.3090929996149043e-09,1.9490374203456895e-08,3.0733662526446977e-07,-1.3112770729099968e-08,9.052185066091965e-06,-0.0002734668373060762,-0.02494273295874412,-4.3665526510649735e-10,-1.2274903494202746e-14,3.0143776270086244e-07
4.005,-3.3091073770030732e-09,1.9490418723400182e-08,3.0733734736301853e-07,-9.06747984772936e-06,-0.0008574837308104163,-0.0002719141007394768,-0.02601411663550959,-3.0194707888835594e-07,-4.31093039326412e-12,-2.8554208235986866e-05
4.039,-3.309121698880091e-09,1.949046324334347e-08,3.073380670453143e-07,9.054727122127105e-06,0.0008662704740458304,0.000544210419515209,0.051764390536223615,3.015224131250146e-07,4.348979901361468e-12,2.8846806785726155e-05
4.073,-3.3091360207571086e-09,1.9490507652264455e-08,3.0733878812870083e-07,-1.3151645058281098e-08,9.053403445343307e-06,-0.0002723086716872488,-0.025742254372387,-4.379497802566331e-10,-1.269944894597607e-14,3.0147833472993214e-07
4.107,-3.309150287122975e-09,1.9490552172207742e-08,3.0733951276351357e-07,-9.028799039063157e-06,-0.0008841113764629021,-0.00027075142946118586,-0.026813780043081995,-3.0065900795736957e-07,-4.425837168718251e-12,-2.9440908836214642e-05
4.141,-3.3091646089999927e-09,1.9490596803173332e-08,3.073402339334805e-07,9.016011629213437e-06,0.0008928992308775329,0.0005418862062545523,0.053363681902115156,3.0023318720856895e-07,4.463499688934421e-12,2.9733544388221847e-05
4.175,-3.309178875365859e-09,1.9490641212094317e-08,3.07340952743644e-07,-1.3185911661849757e-08,9.054513573848943e-06,-0.00027114707329955817,-0.02654188340251303,-4.3909085814351997e-10,-1.3121755910837125e-14,3.0151530200916984e-07
4.209,-3.3091933082651792e-09,1.9490685621015302e-08,3.073416785543621e-07,-8.990017369615766e-06,-0.0009107422886770836,-0.00026958585650690525,-0.02761353852560917,-2.9936757836231344e-07,-4.539568826562618e-12,-3.032771821294689e-05
