Time,linear_velocity_x,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw
0.34700000000000003,7.2751458963806495e-06,-0.00027900403005121023,0.00015526779526210555,-0.0024585727562112017,-1.713061521937427e-07,-1.713045606269552e-07,-9.290834200705301e-06
0.382,-8.541080769983348e-06,-0.00020069514541927393,-0.0004749617617526726,0.0023516181571152043,2.0111642969647822e-07,2.0111134859535042e-07,-6.6831483424618225e-06
0.41500000000000004,-3.4060114931671096e-05,-0.00044561794818552845,-0.0007663373622128452,-0.007355039122109745,8.020205646848237e-07,8.019830413946755e-07,-1.4839077674578098e-05
0.449,-6.761780156038747e-06,-0.0001300887537388852,0.0008197698130820525,0.009475351184583881,1.592225607745249e-07,1.5921205910647674e-07,-4.331955499504878e-06
0.48300000000000004,0.0001832976244690106,0.0004631992559895466,0.005707489628379859,0.017816456748601554,-4.316164474179863e-06,-4.315927672205273e-06,1.5424535224451903e-05
0.516,3.773430717407207e-05,-0.00042491937193750006,-0.004371270789637793,-0.026670229066878274,-8.885405512055937e-07,-8.884929349052953e-07,-1.4149815085518753e-05
0.549,-7.849416686337856e-06,1.987902993046175e-05,-0.0013688805964087063,0.013357309365404257,1.8483371190189592e-07,1.8482131394107767e-07,6.619716966843763e-07
0.5830000000000001,-7.480949791878357e-06,0.0001532727678061372,1.1065071905690678e-05,0.004005817954224488,1.761567499856591e-07,1.7614594967398414e-07,5.103983167944369e-06
0.616,-5.663851497382887e-06,0.00019274373067100238,5.456751635121531e-05,0.0011853142001461013,1.33368081883902e-07,1.3336144160914857e-07,6.418366231344379e-06
0.649,-4.183861503720736e-06,0.00021269835247387397,4.444414395381834e-05,0.0005992378919781259,9.851773431162053e-08,9.851415925907246e-08,7.082855137380004e-06
0.683,-2.957436384981979e-06,0.0002308226149711713,3.682958314530801e-05,0.0005442721470659862,6.963848593856561e-08,6.963698734634584e-08,7.686393078540006e-06
0.7160000000000001,-1.7058657148648693e-06,0.0002306011658574323,3.758470480832161e-05,-6.6501235357063065e-06,4.016755645503312e-08,4.016730924842974e-08,7.679018823052496e-06
0.749,-6.464328028062774e-07,0.00023363429944138497,3.1814802163921676e-05,9.108509261119156e-05,1.5221259899977722e-08,1.52214015281828e-08,7.78002217139812e-06
