linear_velocity_x,angular_velocity_yaw,delta_position_x,delta_position_y,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw
0.2179196890710833,-0.18755846247633254,0.0074337693019592005,0.0008168700107319998,-0.005768678529481699,0.0070384255060493,0.0017664830355204,-0.0062456968004618
0.2125065139136246,0.0309816077529995,0.00020738035723780017,0.0070380331634112,0.0006713800236062,0.0070391513928678,-0.0007257597412114,0.0010316875381748
0.2183808021923494,0.0336160529648573,4.268154197473173e-05,0.0074833002505174,0.0010832114004892,0.0062968883043413,0.0036376297305858,0.0011194145637297
0.2069128133544617,-0.10269764474852772,0.0070635669433847005,0.0014059080000666,-0.002531240302786,0.0065100920298446,0.0022568708088257,-0.0034198315701259
0.2245769687594376,-0.04690556714986399,0.00015778845790370005,0.007492087318087901,-0.0015570556845202995,0.0074691782333739,-0.0003715199039706,-0.0015619553860904
0.2127871467297919,-0.0669853988649274,6.302731226015545e-05,0.0072725019362582,-0.00016707950904219998,0.0064798338277878,0.0028671351988134,-0.002230613782202
0.11478632976126218,0.8934270676836282,-0.0023344328893264003,-0.0016650324389666997,0.0406561844208361,-0.0034535979183921,-0.0016377451490746,0.0297511213538648
0.224144505529713,0.1117891360109595,0.007119988208216901,0.0009942634259497997,0.0033167380319522,0.0073484483576073,0.001308326429384,0.0037225782291649
0.2065301829788338,-0.027251380465661806,0.0006785618646658,0.0069713914538436,-0.00033379125020810006,0.0066644534947757,-0.0016983653696876,-0.0009074709695065
0.2132657612420178,-0.016915556995378903,-0.0005576238678140998,0.0070778604912344,-0.0004779687986541999,0.0070953125481197,-0.0003023068537328,-0.0005632880479461
0.2249975217612775,0.0563650034125736,-0.0004938569956939999,0.0074613747538592005,0.0018630389358933,0.0074810429520582,-0.0004126735797399,0.0018769546136387
-0.00010769570715027377,0.0004047151145624914,-3.598523079073601e-06,8.749677415931245e-07,1.3430039746513411e-05,-3.58560222572784e-06,-6.905084356121662e-08,1.3477013314933118e-05
0.2130976610218988,-0.021159201936597302,0.0004894822114280999,0.007088761550988001,-0.0006181558624057998,0.0064056297404197,0.0030534047131698,-0.0007046014244886
0.2183928816112678,-0.110014775977099,0.007520181291068101,-0.00033895449772950023,-0.0037764552016824006,0.007242266143843,-0.0006622162172894,-0.0036634920400373
-3.9139892607509275e-07,4.004819987149522e-06,0.0014806401609228,0.0005714877038218999,-0.011974262511648402,-1.1897659288848822e-08,-5.321655920903146e-09,1.33360505572e-07
0.2063102342577862,-0.016096229319619793,-0.0007586243871273999,0.0070438041826568,-0.0005635953911283999,0.0067667655090427,-0.001187257611259,-0.0005360044363433
2.489511921760501e-05,1.3579623682835467,-0.0013236280956644996,-0.0026127463113815,0.0113895276758646,-4.657556021600688e-07,-6.857171434020906e-07,0.0452201468638421
0.194706695647626,-0.03597922385069349,-0.00017418401524790014,0.006700294209792901,-0.0016340443540019,0.0064540038441902,-0.0006201794197645,-0.001198108154228
0.2186182662810083,0.013563182880303698,-6.310821742430694e-05,0.0074959955717224,0.0005065450290776998,0.0072790815831657,-0.0001148894017638,0.0004516539899141
0.2124134980329828,-0.00802233366583261,0.0070677783964356,-0.0003596280039154,-0.0002668659989962998,0.007058977453355,-0.0004509909973693,-0.0002671437110722
0.05485549252747529,0.9411934844725125,0.0010078296794144,0.0009336961494174002,0.0269010231103182,0.0013961223351521,0.0011778616120683,0.0313417430329346
-0.00012205210205748496,-0.003095466076616697,0.0003585602310102998,-6.284592627509022e-05,-0.004233622836529901,-3.981849975369612e-06,-8.146715529569357e-07,-0.0001030790203513
0.2067317627607384,-0.0821423925578243,0.0070688093803923,-0.0008364106457837001,-0.0028732691927250004,0.0066981162323044,-0.0015896459700843,-0.0027353416721755
0.2179877246837124,0.019809305064785,0.0074652732979041,-0.0004318889466502999,0.000679453697416,0.0072259982585977,-0.0006913038129509,0.0006596498586573
0.2249281690836542,-0.0760820820895187,0.007222766234614,-0.0004053493002797999,-0.0023033764975533,0.0074760359792436,-0.0004588837942654,-0.0025335333335809
0.2129949608977935,0.0570721822196546,0.0070742720728596,0.0002633825479161,0.0018942566902488,0.0070238406191221,0.0009861530541693,0.0019005036679144
0.2249299852255997,0.0228623322087933,0.0074787078124909,-0.00043108770095610016,0.0007338455732009002,0.0074736196676253,-0.0004976249916777,0.0007613156625528
0.2175833693394186,0.0249159252298209,0.0074008523244843,-0.0008869271353321002,0.0006810358427880999,0.0070719455540266,-0.0015764621688092,0.000829700310153
0.2242685954513829,0.0304826844324279,-0.00048241243382850024,0.0074460114690637,0.0010159541747549,0.0073109663337418,0.0015241209584875,0.0010150733915998
0.2125123530693928,-0.000983832280132102,0.0070491254909086,-0.0005119335162109,-0.0004041238275223002,0.007037305477141,-0.0007452969754403,-3.2761614928400463e-05
0.218082825472647,-0.018016781436544102,0.0006361794194154999,0.007463859930493401,-0.0006214956927343,0.0071177232744413,0.0014411640798689,-0.0005999588218369
0.2062344857671002,0.024440667097336697,0.007065494815523,-0.00022116245352570008,0.0008102594226355999,0.0068655372623827,0.0001686425276391,0.0008138742143413
0.2130767187856456,0.0027035101602126063,0.0071124691026023,0.000707804961664,3.25216477457535e-05,0.0070282102112799,0.0009745455846041,9.002688833508188e-05
0.2172625876104929,0.010982564559434402,0.0003246512910894,0.0073059975405787,-0.0005326547470706998,0.0067050877828411,0.0027174928459833,0.0003657193998291
