Time,linear_velocity_x,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,wheelRight_velocity,wheelLeft_velocity,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw
1.772,2.1593671275502418e-08,8.538319293335881e-06,-1.6306327431240523e-07,9.953364834412507e-06,7.046592147423728e-07,-6.61471872191368e-07,7.190692534547869e-10,5.287626490461973e-15,2.8432603246808487e-07
1.804,1.6064560292627424e-08,8.352559335869671e-06,-1.6603936885510491e-07,-5.57837710108738e-06,6.842693071622012e-07,-6.521401865769463e-07,5.349498577289e-10,4.084407511940489e-15,2.781402258844601e-07
1.838,1.2134099931045242e-08,8.405538179404052e-06,-1.1803184269015562e-07,1.590956262293698e-06,6.845771542833694e-07,-6.60308954421279e-07,4.0406552769115246e-10,3.1978675678930634e-15,2.7990442137415495e-07
1.872,9.116236814480802e-09,8.706327921866814e-06,-9.062652001695012e-08,9.032724998881768e-06,7.05622470563826e-07,-6.873899969348643e-07,3.035706859120059e-10,2.4887839057891337e-15,2.89920719798165e-07
1.904,6.117280335935825e-09,8.487803822650548e-06,-9.005875310945878e-08,-6.562285261749732e-06,6.851415861479796e-07,-6.72907025476108e-07,2.037054351793293e-10,1.7284914738906057e-15,2.8264386729426326e-07
1.9380000000000002,3.862785766926122e-09,8.5191289303235e-06,-6.770253960990098e-08,9.406939241126772e-07,6.853931001928061e-07,-6.776675286589538e-07,1.286307660336957e-10,1.12787406296338e-15,2.836869933797726e-07
1.971,1.987619238366381e-09,8.805270000120978e-06,-5.6311307163956186e-08,8.592824918843171e-06,7.064092192480445e-07,-7.024339807713118e-07,6.61877206348855e-11,5.994122380064936e-16,2.932154910040286e-07
2.005,2.837034311179802e-10,8.56966932101484e-06,-5.1168642860312324e-08,-7.075095468652787e-06,6.858572491123052e-07,-6.852898422500692e-07,9.44732425581614e-12,8.829538309877394e-17,2.853699883897942e-07
2.038,-1.1048648282560756e-09,8.589628237916432e-06,-4.1698746527749423e-08,5.993668739216656e-07,6.860653942050584e-07,-6.882751238615706e-07,-3.67919987792207e-11,-3.5437191067980012e-16,2.860346203226172e-07
2.072,-2.3904568014732863e-09,8.868132943200204e-06,-3.8606365562078394e-08,8.363504663176352e-06,7.070601786545432e-07,-7.118410922574897e-07,-7.960221148514162e-11,-7.898555832335221e-16,2.9530882700856683e-07
2.104,-3.373891116437105e-09,8.622820420652507e-06,-2.9532562010925487e-08,-7.366742418849757e-06,6.864517425357633e-07,-6.931995247686376e-07,-1.1235057417149472e-10,-1.1474732394780353e-15,2.8713992000772853e-07
2.138,-4.278706718259691e-09,8.636308745223886e-06,-2.7171639694371942e-08,4.050547919332825e-07,6.866259928996511e-07,-6.951834063361705e-07,-1.4248093371019191e-10,-1.4962198952874685e-15,2.8758908121595544e-07
2.172,-5.237507084688832e-09,8.910531076752756e-06,-2.8792803796670898e-08,8.234904850716818e-06,7.076049790555317e-07,-7.180799932249094e-07,-1.7440898590997844e-10,-1.8824214512301375e-15,2.967206848558668e-07
2.204,-5.7917737872937346e-09,8.659285551867385e-06,-1.6644645723870953e-08,-7.5449106572183265e-06,6.869510703620973e-07,-6.985346179366847e-07,-1.9286606710503075e-10,-2.138019161441189e-15,2.8835420887718396e-07
2.237,-6.408515440036787e-09,8.668836636515286e-06,-1.8520770352644225e-08,2.868193587958098e-07,6.87098415481186e-07,-6.999154463612595e-07,-2.1340356413942082e-10,-2.4272634403463625e-15,2.8867225999595907e-07
