Time,delta_position_x,delta_position_y,delta_yaw
0.035,0.0,0.0,0.0
0.069,-1.8190477889812318e-05,1.6943941805180884e-09,-8.782099379694265e-07
0.10300000000000001,1.1805246868945574e-07,-2.4622620609093815e-10,4.7631011668488386e-08
0.137,-3.2512576209065003e-07,-5.763205579434327e-09,2.3586304188866273e-08
0.171,-6.019595146788959e-07,-5.971826366746313e-10,9.956700560653148e-08
0.20500000000000002,-9.429515351877527e-07,-3.825568750670527e-10,1.029041214293589e-07
0.23900000000000002,5.140933867497921e-08,3.7223823456944416e-07,-2.4274219462307958e-06
0.273,1.1680569578231825e-07,5.845565587137003e-09,-1.3241226228327088e-06
0.307,-3.346136145943035e-09,1.5499543093433488e-08,2.4697197250731927e-07
0.341,-3.1879767159459504e-09,1.8709651827819584e-08,2.955264873680498e-07
0.375,-3.2905211333478235e-09,1.9374305493258248e-08,3.055770106627261e-07
0.40900000000000003,-3.3051937853301183e-09,1.9469512446690374e-08,3.070167328547426e-07
0.443,-3.307316587264353e-09,1.9483467283976097e-08,3.0722777602681893e-07
0.47700000000000004,-3.3076418270994168e-09,1.948555528041851e-08,3.072593758926073e-07
0.511,-3.3077027783434687e-09,1.9485908886451853e-08,3.0726474763803575e-07
0.545,-3.3077250938262637e-09,1.9486008695501766e-08,3.072662880832e-07
0.5790000000000001,-3.3077419137050867e-09,1.9486071312080355e-08,3.072672653616456e-07
0.613,-3.307757567849734e-09,1.948612704527619e-08,3.0726813750593616e-07
0.647,-3.3077729999497762e-09,1.94861815572267e-08,3.07268992471396e-07
0.681,-3.3077887096055747e-09,1.9486235292021092e-08,3.07269842302675e-07
0.7150000000000001,-3.307803919661012e-09,1.9486288471703972e-08,3.0727068238948736e-07
0.749,-3.307819296249903e-09,1.9486341318319944e-08,3.0727151707905784e-07
0.783,-3.307834617327643e-09,1.94863934988021e-08,3.072723438694033e-07
0.8170000000000001,-3.307849771871929e-09,1.948644534621735e-08,3.072731635788354e-07
0.8510000000000001,-3.3078650374385177e-09,1.9486496305454182e-08,3.0727397353401296e-07
0.885,-3.3078800809605013e-09,1.948654715366871e-08,3.072747828282591e-07
0.919,-3.3078950689713338e-09,1.948659722472712e-08,3.072755834217092e-07
0.9530000000000001,-3.3079099459598638e-09,1.948664674067402e-08,3.072763716630644e-07
0.9870000000000001,-3.307924878459545e-09,1.9486696256620917e-08,3.0727715993650107e-07
1.021,-3.307939810959226e-09,1.9486745772567815e-08,3.0727794585295195e-07
1.055,-3.307954687947756e-09,1.9486793956247084e-08,3.0727873552832923e-07
1.089,-3.3079696204474374e-09,1.9486843472193982e-08,3.0727952070864713e-07
1.123,-3.3079842753913624e-09,1.948689209996246e-08,3.072802719615625e-07
1.157,-3.307998819312985e-09,1.948694028364173e-08,3.0728104512375804e-07
1.191,-3.308013696301515e-09,1.9486987912209486e-08,3.0728181447423924e-07
1.225,-3.308028295734289e-09,1.9487035540777242e-08,3.0728257927289037e-07
1.259,-3.308043006189365e-09,1.9487083058322696e-08,3.0728334006995023e-07
1.2930000000000001,-3.3080577721555926e-09,1.9487130464845848e-08,3.072841024290313e-07
1.327,-3.308072316077215e-09,1.9487177538302092e-08,3.072848596691635e-07
1.361,-3.308086915509989e-09,1.9487224611758336e-08,3.072856168875278e-07
1.395,-3.308101570453914e-09,1.948727124112537e-08,3.0728636903826853e-07
1.429,-3.308116225397839e-09,1.948731809253701e-08,3.0728712249559144e-07
1.463,-3.3081307138083105e-09,1.948736461088174e-08,3.0728787141113555e-07
1.497,-3.308145257729933e-09,1.948741101820417e-08,3.0728861888374633e-07
1.5310000000000001,-3.3081598016515557e-09,1.9487457203481995e-08,3.072893642124303e-07
1.565,-3.3081744010843295e-09,1.9487503499782122e-08,3.0729011012232206e-07
1.5990000000000002,-3.308188722961347e-09,1.948754946301534e-08,3.072908525532827e-07
1.633,-3.3082032668829697e-09,1.9487595315226258e-08,3.072915912487144e-07
1.667,-3.30821769978229e-09,1.9487641278459478e-08,3.0729233411476443e-07
1.701,-3.3082322992150637e-09,1.9487687130670395e-08,3.072930747487285e-07
1.735,-3.308246732114384e-09,1.9487732760836707e-08,3.072938106647547e-07
1.7690000000000001,-3.3082611095025527e-09,1.948777839100302e-08,3.0729454844943036e-07
1.803,-3.308275597913024e-09,1.948782402116933e-08,3.0729528806426636e-07
1.8370000000000002,-3.308289975301193e-09,1.9487869429291038e-08,3.072960217732296e-07
1.871,-3.308304408200513e-09,1.9487914837412745e-08,3.072967547087077e-07
1.905,-3.3083188966109844e-09,1.9487960245534452e-08,3.07297487988664e-07
1.939,-3.308333218488002e-09,1.948800565365616e-08,3.072982212141746e-07
1.973,-3.308347595876171e-09,1.948805072871096e-08,3.0729895250056435e-07
2.007,-3.30836197326434e-09,1.9488096025810364e-08,3.0729968081902004e-07
