linear_velocity_x,angular_velocity_yaw,delta_position_x,delta_position_y,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw
0.2180489944163857,0.3408148294313635,-0.0039666110533988,0.0062197622672067,0.0116946332559688,-0.0056765002055691,0.0045276216897368,0.0113491338200644
0.2177605057078317,-0.0292767768018025,0.005145729513906301,-0.0054338865802718,-0.0012483498665797,0.0062887257897295,-0.0036104135480472,-0.0009749166675
0.1783960519390834,0.1091157293722882,-0.005257276879266599,0.0048156057515833,-0.0026229600744156,-0.0057207901108651,0.0016009727535139,0.0036335537880971
0.1951113151608546,-0.030425902033392998,-0.0049572181444998,-0.0045226457301652,-0.0010735691470333,-0.0056748001013345,-0.0031639115559467,-0.0010131825377119
0.1155426943613312,0.1182568389261295,-0.0017939171938303,0.0034959814113708,0.0030249472120016,-0.0032753789938291,0.0020188317101017,0.0039379527362401
0.2071290169287286,-0.0228627244143046,-0.0053508921912936,0.0046894168924076,-0.0007817811268576999,-0.0067906485729902,0.0012087865316427,-0.0007613287229963
0.2181043254802908,0.0016784224849683,0.005647665460445501,0.0047534899356687,0.000772041220476,0.0053577501127095,0.0049034531724845,5.589146874944717e-05
0.2181846740547604,-0.0194255821413629,0.004988297525710899,-0.0054515712781295,-0.0021483782494516,0.0064043999168391,-0.0034310161065317,-0.0006468718853073
0.2178087057301863,-0.00046267810408570035,-0.005633447677139299,0.0049182707493002,-2.5538464664354173e-05,-0.0071454247899951,0.0012447278066526,-1.540718086605608e-05
0.2182551743023716,-0.0272116523655669,-0.005272599322073102,-0.005331283876049899,-0.000938232730804,-0.0061962896835564,-0.0037984630797815,-0.0009061480237733
0.2177873920623251,0.0252577794753528,-0.0054115959027809,0.0048566150957078,-0.0014324371192673,-0.007104344204488,0.0014575451841789,0.0008410840565292
0.2180978273159167,-0.0102216949418932,-0.005301995264332901,-0.0052555065889188,-8.310775579500887e-05,-0.0062256896520998,-0.003739917643757,-0.000340382441565
0.2180950548567455,-0.0116116259077755,0.005312831493636101,-0.0052728388509097005,-0.0005033053473307,0.0063922218568903,-0.0034473691708509,-0.0003866671427289
0.2248156742707147,-0.0513049655420099,-0.005289022844608299,-0.005309334332852,-0.0015978640783903997,-0.0063998581802165,-0.0038842524294128,-0.0017084553525489
0.21747294767635,-0.0732277194128696,0.0054079135883572,0.0050806142130699,-0.0019035326308879997,0.0049997742146902,0.0052389513298768,-0.0024384830564485
0.2133283095785665,-0.0488070034915434,-0.005416354590337399,0.004628017548252,-0.0015236211145626,-0.0069664163555672,0.0013904931532846,-0.0016252732162683
0.2243402430318624,0.04947705228655439,-0.0054173975336415,0.004783097511595799,-0.0012014337469969,-0.0072697635573339,0.0017202747064661,0.0016475858411422
0.2178882408534774,0.0360692186379795,-0.0053723836256116,0.0049494066759538,-0.0002889283934717,-0.0069946755135858,0.001928568762366,0.0012011049806447
0.200901421435926,-0.0959727643623029,0.0044182259862006,-0.0056896966696351,0.0026116341531217,0.0055602284263376,-0.0037202357021595,-0.0031958930532646
0.1890768123640381,-0.0315407481087291,0.0046518789925014,-0.0050219374539235,0.0026424925841885,0.0055541632473484,-0.0029654898268014,-0.0010503069120206
0.2251703813876904,0.1329713034113535,0.0040055258610359,-0.0062929553429195,0.004345229669485,0.0057843700852298,-0.0047711193334549,0.004427944403598
0.2177559214601893,0.0012217531358576,-0.005264468559369399,-0.0047924876514779,0.0017686935332421,-0.0063388133399847,-0.0035214192776628,4.068437942406078e-05
0.1950128660284883,-0.0479790833491301,-0.005228126269024299,0.004544165268101,-0.0014567495114232,-0.0063553162811318,0.0013345608130316,-0.001597703475526
0.2180838677485457,-0.0069168178344142,-0.005710213760127,0.004845351420128,-0.0002453234907915,-0.0071054308802402,0.0015007651314231,-0.0002303300338859
0.2176854760738069,0.0209204170049579,0.004680318098382501,-0.0057526943772789,0.0012429043197522,0.0060217541630756,-0.0040355182999534,0.000696649886265
0.218463610987593,0.0569895662292014,-0.005585690561591399,0.0049755859990048,0.0019545974017272,-0.007133903220722,0.0014250194587238,0.0018977525554324
0.1151773195744447,0.1833417130076619,0.0033198484542728995,-0.0020382733255734,0.006306800118101299,0.0037068765250766,-0.000984555873616,0.0061052790431551
0.2181899719813218,0.0598961537957806,0.0050190927663198,-0.0055285655207755,0.0019410501631677997,0.0062674198645096,-0.0036756232153612,0.0019945419213994
0.2244771165054228,0.0280938470705601,0.005689728990558401,0.0048472025987686,0.0002891805445865,0.0055474853903635,0.0050102237546435,0.0009355251074496
0.2249991267443696,-0.0329584216948085,-0.0055048974401681,0.0050976845092822,-0.0010566762267223,-0.0071055928078531,0.0023764817924619,-0.0010975154424371
0.000588950076893302,-0.0016532400309284003,2.2441198181955002e-05,-1.2877143216627474e-05,-0.0041924075129178,1.932242167674017e-05,-3.3579811979695357e-06,-5.505289302991656e-05
0.2178589936048325,0.0050498430353114,0.005110201968615101,-0.0054319618611278,0.0002015307070322,0.0064425177292375,-0.003335371400421,0.0001681597730758
0.00012113396081109284,-0.004715828090103399,-3.2996228114257065e-06,4.133403864070546e-06,-0.0001723242938367,-3.556269956807413e-06,1.903725536671175e-06,-0.0001570370754004
0.2244868791041986,0.0481749078779029,-0.005463950212839899,-0.005081297848821201,0.0016217621379461,-0.0065214175538597,-0.0036541622477908,0.0016042244323341
-0.00027508278328661206,0.0036585316769121,-6.686440336078903e-06,7.91094522423208e-06,0.0001236945503553,-7.618099430305501e-06,5.086734067420932e-06,0.0001218291048411
0.2181112885443364,-0.0385273986729444,0.005735649731301201,0.004774771567668699,-0.0008780977252753001,0.0054201365555236,0.0048347512782015,-0.001282962375809
0.2180223396467774,0.0601321355086878,-0.005684180397767,0.004843544710057701,0.0019463422064194,-0.0067914147607023,0.0025663899807675,0.0020024001124393
4.5236077763660676e-05,-0.0004184475477175,-2.0265566871933288e-07,1.2120406153756202e-06,-9.31558958638945e-06,-1.0651386305237594e-06,1.0651780760203447e-06,-1.393430333899313e-05
0.2178119499009023,0.0206699029381838,-0.0051733125627974,-0.0051403319684839,-0.0018115611182745002,-0.0062007774485713,-0.0037627605308584,0.0006883077678415
0.1181599838776152,0.0383876611271256,-0.0028943611389982,-0.0021996481615902,0.0015159728215263,-0.0035865050806707,-0.0016183508294404,0.0012783091155332
0.2247513196759355,-0.0161543727119428,0.0045874548517625,-0.0056811586036622,-0.0033212445777163,0.0061969932238604,-0.0041965231862228,-0.0005379406113076
0.2062704967988178,0.0619013811309414,0.0047024746759847,-0.005279433663166899,0.0021555459140067,0.0059026427181342,-0.0035127353023544,0.0020613159916603
0.2176722528392296,-0.0037350976563026,0.0047333726287996005,-0.0057846823602756,-0.0001213647034312,0.006057060698775,-0.0039815279980359,-0.0001243787519548
0.1949717597961026,-0.1863533973498957,0.0051109718733886,0.0044509880164858,-0.0063054529774348,0.0048327171787352,0.0043356706023384,-0.0062055681317515
0.1947006010332336,0.0391765106166556,0.005026694486428299,0.004964202176569,0.0017701535355841,0.0046120994436834,0.0045568294029321,0.0013045778035346
0.2180167319788891,-0.025948444130421904,-0.0053127235171559,0.0046093114592831,0.0006221155964314,-0.0071625318265288,0.0011853745129254,-0.000864083189543
0.2066668881645839,0.0572776591036887,-0.004965546132131399,0.005040932538926001,0.0019844374363358,-0.0062265185572228,0.0029312928580705,0.0019073460481528
0.2179674995718163,0.0428106945746597,-0.0053423170245734,-0.0052008070865015,0.0015968695581082997,-0.0062547349053959,-0.003682588586005,0.0014255961293361
0.2178311700349993,-0.0472573439931705,0.0046271876276668,-0.0058341065776739,-0.0011177869485614,0.0059902241226948,-0.0040907821777348,-0.0015736695549725
0.2062960358982172,0.0754311339384571,0.005265631251716701,0.0046944551304211,0.0024797255863576,0.0050596959087807,0.0046466819852034,0.0025118567601506
0.2129511861843647,-0.0036120037908557,0.0041742910393742,0.0057691527097323,0.0003371699110581,0.0040891344562977,0.0057935441114376,-0.0001202797262354
0.2130333660698842,0.0315654557344443,-0.0051948826526517,-0.0048783714349389,0.0019859596735112,-0.0060286621827627,-0.0037390133724562,0.0010511296759569
0.2245080927242733,0.0100766217794652,0.0054968467422352,0.005071092092060001,0.0001675913797943,0.0052113846560487,0.0053603947650232,0.0003355515052561
0.2063952716252931,0.004924146922894,-0.0051663626876889,-0.0048274874210607,-3.9773339283843974e-05,-0.0059276452796206,-0.0034785967687995,0.0001639740925323
0.2177320860382523,0.0175266686258358,-0.0054293306478121,-0.0051291010640186,0.0005628643002095,-0.0061729018307407,-0.0038032511708147,0.0005836380652403
0.1143645831543687,-0.0020646724190351005,0.0023152743794967,0.0031699860916067,-6.529393018184226e-05,0.0021854970867461,0.0031188236161649,-6.875359155387175e-05
0.2163654808401223,0.0115997747935024,0.005041534664749599,0.0047874106021228,0.0005766974883617,0.0049560753972254,0.0052296191151927,0.0003862725006236
