Time,delta_position_x,delta_position_y,delta_yaw,linear_velocity_x,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,wheelRight_velocity,wheelLeft_velocity,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw
1.197,-3.307868978730255e-09,1.948650973915278e-08,3.0727418682112863e-07,6.642344708297088e-08,7.783319043329238e-06,5.656224081543611e-07,1.291418447679115e-06,6.8908897054931e-07,-5.562420763833682e-07,2.21190078786028e-09,3.4203772464752802e-15,2.591845241428636e-07
1.231,-3.3078840222522388e-09,1.9486560809411912e-08,3.0727499670021243e-07,8.595048916837177e-08,7.308052665524757e-06,5.863976602222487e-07,-1.4272263597732143e-05,6.705947024103525e-07,-4.986937240736088e-07,2.862151289302149e-09,5.143312295052982e-15,2.4335815376197443e-07
1.2650000000000001,-3.307899010263071e-09,1.9486610214336508e-08,3.072757927767786e-07,1.130741331198451e-07,6.988371996201153e-06,8.145238423865863e-07,-9.60002009980794e-06,6.721438928159374e-07,-4.4599562657624717e-07,3.765368632883038e-09,7.665140589697524e-15,2.327127874734984e-07
1.299,-3.307913887251601e-09,1.948665984130571e-08,3.072765801543311e-07,1.5274966436863193e-07,6.765072195128943e-06,1.1914573948584634e-06,-6.705699731898199e-06,6.939554399789473e-07,-3.884561112416835e-07,5.086563823462396e-09,1.1518702841987787e-14,2.2527690409779383e-07
1.333,-3.3079288752624336e-09,1.9486709357252607e-08,3.072773676892766e-07,1.923627382708135e-07,6.030444171050523e-06,1.1895817988643112e-06,-2.2060901623976565e-05,6.747982719548553e-07,-2.9007279541322834e-07,6.405679184398414e-09,1.5869265390100338e-14,2.0081379089598245e-07
1.367,-3.3079436967398124e-09,1.9486758540132598e-08,3.072781536809652e-07,2.4474683137011476e-07,5.389499487836765e-06,1.5730958888679057e-06,-1.9247588084497228e-05,6.759067903970559e-07,-1.8641312765682643e-07,8.150069484595807e-09,2.1744945867476697e-14,1.794703329449643e-07
1.401,-3.3079586292394936e-09,1.9486807056878774e-08,3.0727894731101316e-07,3.142872318751772e-07,4.789330266208793e-06,2.0883003154673406e-06,-1.8023099748587753e-05,6.974336531718805e-07,-6.88591894215262e-08,1.0465764821401257e-08,2.9688605185870374e-14,1.5948469786475284e-07
1.435,-3.307973617250326e-09,1.9486856572825673e-08,3.0727972114455975e-07,-3.823605373421955e-06,5.6268040038643046e-05,-0.00012426103919811206,0.0015459072003734008,6.778378296694881e-07,-8.325048576513401e-06,-1.2732605893398706e-07,-4.90684159199023e-13,1.8737257332868136e-06
1.469,-3.307988050149646e-09,1.9486904867527244e-08,3.072804754496144e-07,2.5078249863139385e-07,5.348431725032714e-06,0.00012235399015175221,-0.0015291173667750849,6.78657036634011e-07,-1.7709203937122332e-07,8.351057204325966e-09,4.075039433173379e-14,1.781027764435894e-07
1.5030000000000001,-3.3080028161158737e-09,1.9486952607117303e-08,3.072812473903821e-07,2.0393128895278264e-07,6.200882131592246e-06,-1.406943233591928e-06,2.559911130809405e-05,7.000018594801623e-07,-2.92139281574597e-07,6.790911922040293e-09,3.4445816978961405e-14,2.064893749820218e-07
1.537,-3.308017582082101e-09,1.948700079079657e-08,3.07282018588617e-07,1.541210291321175e-07,6.574784393597033e-06,-1.495803598218172e-06,1.1228296156299893e-05,6.801037806198802e-07,-3.718617223556451e-07,5.132230270027836e-09,2.7120644777593766e-14,2.189403203067812e-07
1.5710000000000002,-3.3080322370260262e-09,1.948704808629742e-08,3.072827805316608e-07,9.569855958730883e-08,7.578145521013233e-06,-7.254813366669393e-07,1.7035680627378804e-05,7.019502012683676e-07,-5.105530820937499e-07,3.1867620342046294e-09,1.8336955453673e-14,2.523522458497407e-07
1.605,-3.308046780947649e-09,1.9487095714865177e-08,3.07283541870162e-07,7.215772552044383e-08,7.620987995326187e-06,-7.069319539599098e-07,1.2865607901787879e-06,6.818367651465388e-07,-5.375213141056511e-07,2.4028522597874265e-09,1.4433908730617406e-14,2.5377890024436204e-07
1.639,-3.30806171344733e-09,1.9487142899343723e-08,3.072843032560555e-07,5.646367917766615e-08,7.823200267278131e-06,-4.7129268296629664e-07,6.07244059915749e-06,6.823197005599166e-07,-5.693923422045844e-07,1.880240516579386e-09,1.1777502315368681e-14,2.6051256890036176e-07
1.673,-3.3080762018578014e-09,1.9487189972799968e-08,3.072850599886871e-07,4.547295885182944e-08,8.22486814141471e-06,-3.300516614365377e-07,1.2062098322419763e-05,7.034624101650062e-07,-6.125164924613473e-07,1.5142495297336166e-09,9.889719017485892e-15,2.7388810910910986e-07
1.707,-3.3080906902682727e-09,1.9487237046256212e-08,3.0728581562914426e-07,3.4508164574089576e-08,8.108536662930452e-06,-3.292731014336296e-07,-3.493437792320039e-06,6.831910976085259e-07,-6.141747684603467e-07,1.149121880290587e-09,7.817765254638281e-15,2.700142708755841e-07
1.741,-3.3081055117456515e-09,1.9487283675623246e-08,3.0728656995039674e-07,2.7023678310105513e-08,8.206872244349945e-06,-2.2475934726678867e-07,2.9530204630478325e-06,6.83573457858101e-07,-6.295261012378899e-07,8.998884877039912e-10,6.366496404824147e-15,2.732888457368532e-07
1.775,-3.308120000156123e-09,1.948733030499028e-08,3.0728732038992755e-07,2.1593671275502418e-08,8.538319293335881e-06,-1.6306327431240523e-07,9.953364834412507e-06,7.046592147423728e-07,-6.61471872191368e-07,7.190692534547869e-10,5.287626490461973e-15,2.8432603246808487e-07
1.8090000000000002,-3.3081345995888967e-09,1.9487376934357314e-08,3.0728806981421495e-07,1.6064560292627424e-08,8.352559335869671e-06,-1.6603936885510491e-07,-5.57837710108738e-06,6.842693071622012e-07,-6.521401865769463e-07,5.349498577289e-10,4.084407511940489e-15,2.781402258844601e-07
1.843,-3.3081491990216705e-09,1.9487423341679744e-08,3.072888158434748e-07,1.2134099931045242e-08,8.405538179404052e-06,-1.1803184269015562e-07,1.590956262293698e-06,6.845771542833694e-07,-6.60308954421279e-07,4.0406552769115246e-10,3.1978675678930634e-15,2.7990442137415495e-07
1.877,-3.3081635764098394e-09,1.9487469415935266e-08,3.072895610748067e-07,9.116236814480802e-09,8.706327921866814e-06,-9.062652001695012e-08,9.032724998881768e-06,7.05622470563826e-07,-6.873899969348643e-07,3.035706859120059e-10,2.4887839057891337e-15,2.89920719798165e-07
1.911,-3.3081782313537644e-09,1.948751560121309e-08,3.0729030852460774e-07,6.117280335935825e-09,8.487803822650548e-06,-9.005875310945878e-08,-6.562285261749732e-06,6.851415861479796e-07,-6.72907025476108e-07,2.037054351793293e-10,1.7284914738906057e-15,2.8264386729426326e-07
1.945,-3.3081926087419333e-09,1.9487561675468612e-08,3.0729104683234066e-07,3.862785766926122e-09,8.5191289303235e-06,-6.770253960990098e-08,9.406939241126772e-07,6.853931001928061e-07,-6.776675286589538e-07,1.286307660336957e-10,1.12787406296338e-15,2.836869933797726e-07
1.979,-3.3082070971524047e-09,1.948760752767953e-08,3.072917882683899e-07,1.987619238366381e-09,8.805270000120978e-06,-5.6311307163956186e-08,8.592824918843171e-06,7.064092192480445e-07,-7.024339807713118e-07,6.61877206348855e-11,5.994122380064936e-16,2.932154910040286e-07
2.013,-3.308221585562876e-09,1.948765349091275e-08,3.0729253084417703e-07,2.837034311179802e-10,8.56966932101484e-06,-5.1168642860312324e-08,-7.075095468652787e-06,6.858572491123052e-07,-6.852898422500692e-07,9.44732425581614e-12,8.829538309877394e-17,2.853699883897942e-07
2.047,-3.308236018462196e-09,1.9487699010056758e-08,3.072932692744307e-07,-1.1048648282560756e-09,8.589628237916432e-06,-4.1698746527749423e-08,5.993668739216656e-07,6.860653942050584e-07,-6.882751238615706e-07,-3.67919987792207e-11,-3.5437191067980012e-16,2.860346203226172e-07
2.081,-3.3082505623838188e-09,1.9487744862267675e-08,3.0729400582114404e-07,-2.3904568014732863e-09,8.868132943200204e-06,-3.8606365562078394e-08,8.363504663176352e-06,7.070601786545432e-07,-7.118410922574897e-07,-7.960221148514162e-11,-7.898555832335221e-16,2.9530882700856683e-07
2.115,-3.3082649397719877e-09,1.948779060345629e-08,3.072947451119984e-07,-3.373891116437105e-09,8.622820420652507e-06,-2.9532562010925487e-08,-7.366742418849757e-06,6.864517425357633e-07,-6.931995247686376e-07,-1.1235057417149472e-10,-1.1474732394780353e-15,2.8713992000772853e-07
2.149,-3.3082794836936102e-09,1.94878361226003e-08,3.072954823797164e-07,-4.278706718259691e-09,8.636308745223886e-06,-2.7171639694371942e-08,4.050547919332825e-07,6.866259928996511e-07,-6.951834063361705e-07,-1.4248093371019191e-10,-1.4962198952874685e-15,2.8758908121595544e-07
2.183,-3.3082936945483254e-09,1.9487881419699704e-08,3.0729621533610944e-07,-5.237507084688832e-09,8.910531076752756e-06,-2.8792803796670898e-08,8.234904850716818e-06,7.076049790555317e-07,-7.180799932249094e-07,-1.7440898590997844e-10,-1.8824214512301375e-15,2.967206848558668e-07
2.217,-3.3083082939810993e-09,1.948792682782141e-08,3.072969485528719e-07,-5.7917737872937346e-09,8.659285551867385e-06,-1.6644645723870953e-08,-7.5449106572183265e-06,6.869510703620973e-07,-6.985346179366847e-07,-1.9286606710503075e-10,-2.138019161441189e-15,2.8835420887718396e-07
2.251,-3.308322615858117e-09,1.948797223594312e-08,3.0729768248193836e-07,-6.408515440036787e-09,8.668836636515286e-06,-1.8520770352644225e-08,2.868193587958098e-07,6.87098415481186e-07,-6.999154463612595e-07,-2.1340356413942082e-10,-2.4272634403463625e-15,2.8867225999595907e-07
2.285,-3.308336993246286e-09,1.9488017533042523e-08,3.0729841439849853e-07,-7.17526826742984e-09,8.940511076216748e-06,-2.3025610432223815e-08,8.158391582626495e-06,7.0806561782991e-07,-7.224161543647697e-07,-2.389364332891498e-10,-2.7877251261314424e-15,2.9771901883801774e-07
2.319,-3.308351481656757e-09,1.9488062719119625e-08,3.0729914602513965e-07,-7.459324649456274e-09,8.685424234177043e-06,-8.530221682475471e-09,-7.660265526717876e-06,6.873746140847071e-07,-7.022932633836197e-07,-2.483955108091247e-10,-2.97099700553318e-15,2.8922462699809555e-07
2.353,-3.308365803533775e-09,1.9488107905196728e-08,3.072998755005136e-07,-7.895346198649333e-09,8.692446378304522e-06,-1.3093740216007796e-08,2.108751990234014e-07,6.875003640657124e-07,-7.032910564630111e-07,-2.629150283952952e-10,-3.2207773381664856e-15,2.894584643975406e-07
2.387,-3.3083801809219437e-09,1.9488153202296132e-08,3.0730060905447316e-07,-8.543722726292222e-09,8.962530377013826e-06,-1.947076659588253e-08,8.110630591870979e-06,7.084587074348138e-07,-7.255461528873983e-07,-2.845059667631458e-10,-3.568840838241343e-15,2.9845226155456044e-07
2.4210000000000003,-3.308394613821264e-09,1.948819816632863e-08,3.0730133438189457e-07,-8.649764228197956e-09,8.704835670099204e-06,-3.184429486658685e-09,-7.738579787225889e-06,6.877370893797384e-07,-7.050366178361344e-07,-2.88037148775253e-10,-3.698033905981565e-15,2.898710278143035e-07
2.455,-3.3084089912094328e-09,1.9488242908316522e-08,3.0730206264070384e-07,-8.967449085597404e-09,8.710159320528602e-06,-9.540085807791223e-09,1.5986938226420604e-07,6.878452965566909e-07,-7.057801947278856e-07,-2.9861605452465927e-10,-3.920208661642362e-15,2.900483053736025e-07
2.489,-3.308423424108753e-09,1.9488288094393624e-08,3.073027927297735e-07,-9.539932367598394e-09,8.979210860834849e-06,-1.7191690150179884e-08,8.07962583502243e-06,7.087969364991894e-07,-7.278768012343863e-07,-3.1767974781240704e-10,-4.2640830721405424e-15,2.990077216658005e-07
2.523,-3.3084376904746193e-09,1.948833305842612e-08,3.0730352314484245e-07,-9.524228252913061e-09,8.719675214607324e-06,4.715950355955773e-10,-7.793863250075814e-06,6.880497889156729e-07,-7.07098245421499e-07,-3.171568007921639e-10,-4.350666927895565e-15,2.903651846464239e-07
2.557,-3.308452012351637e-09,1.948837813348092e-08,3.073042500706523e-07,-9.761594335659968e-09,8.723815324283854e-06,-7.128110593000199e-09,1.2432761791380388e-07,6.881436316070483e-07,-7.076668202783682e-07,-3.25061091345584e-10,-4.553381607393287e-15,2.9050305029865234e-07
2.591,-3.3084665007621084e-09,1.9488422875468814e-08,3.0730497639534993e-07,-1.0283801478046376e-08,8.992175073121144e-06,-1.5681896167760008e-08,8.058851316435144e-06,7.090902043716452e-07,-7.29657807327738e-07,-3.4245058918391657e-10,-4.89809959242438e-15,2.9943942993493414e-07
2.625,-3.3084807671279748e-09,1.948846783950131e-08,3.0730570607553306e-07,-1.0182174943039613e-08,8.731296711665266e-06,3.0518478981009965e-09,-7.834185028705053e-06,6.883215619901816e-07,-7.086859118762608e-07,-3.390664255670896e-10,-4.949671030683189e-15,2.9075218049845337e-07
2.659,-3.3084953110495974e-09,1.9488512692511506e-08,3.073064311572811e-07,-1.0363369021794644e-08,8.734585811388596e-06,-5.441263626277219e-09,9.87717634633798e-08,6.884034958892931e-07,-7.091302339328825e-07,-3.4510018838751045e-10,-5.1380732724258795e-15,2.908617075192403e-07
2.693,-3.30850941088201e-09,1.94885575455217e-08,3.073071612537572e-07,-1.0851341246984354e-08,9.002469709135708e-06,-1.4653820576267552e-08,8.04456149390726e-06,7.093462354838724e-07,-7.310489179778412e-07,-3.613496634829266e-10,-5.486758421612682e-15,2.9978224131421913e-07
2.7270000000000003,-3.3085238992924815e-09,1.9488602509554198e-08,3.073078848011744e-07,-1.06874267994087e-08,8.74058488199822e-06,4.922355783052655e-09,-7.864409223347985e-06,6.88559363760449e-07,-7.099342173592664e-07,-3.558913123776664e-10,-5.508909438370348e-15,2.9106147657054077e-07
2.761,-3.308538221169499e-09,1.9488646918475183e-08,3.0730860703844004e-07,-1.0828308340074636e-08,8.743245606991966e-06,-4.230676896874945e-09,7.990165146384602e-08,6.886313402192827e-07,-7.10287956899432e-07,-3.605826676796448e-10,-5.686665647888785e-15,2.911500787128325e-07
2.795,-3.3085524875353656e-09,1.948869188250768e-08,3.0730933740732533e-07,-1.1292433054704756e-08,9.010795015545895e-06,-1.3937679118021628e-08,8.034516773391264e-06,7.095711681889669e-07,-7.321560342983764e-07,-3.76038020673131e-10,-6.041634786647177e-15,3.0005947401767837e-07
2.829,-3.308566975945837e-09,1.9488736846540178e-08,3.07310064254866e-07,-1.1082321646961271e-08,8.748137855260061e-06,6.309651884188734e-09,-7.887602410986015e-06,6.887687067738436e-07,-7.109333500677662e-07,-3.6904131079441283e-10,-6.038185947197828e-15,2.9131299058016005e-07
2.863,-3.3085812423117034e-09,1.948878158852807e-08,3.073107896046558e-07,-1.119362924673173e-08,8.750324362991733e-06,-3.342570563677416e-09,6.566089284300815e-08,6.888323197926068e-07,-7.112195782860703e-07,-3.7274785386447886e-10,-6.207375159999132e-15,2.9138580128762473e-07
2.8970000000000002,-3.3085956752110235e-09,1.948882621949366e-08,3.073115139913557e-07,-1.1640786792957561e-08,9.017634550490283e-06,-1.3428154541316266e-08,8.027332957914408e-06,7.097699772462651e-07,-7.330515508321801e-07,-3.8763820014980775e-10,-6.570114892029063e-15,3.0028723053132646e-07
2.931,-3.308609997088041e-09,1.9488871072503855e-08,3.0731223793930944e-07,-1.1395736326552412e-08,8.75437226314494e-06,7.358872865019491e-09,-7.905774394755062e-06,6.889540447250429e-07,-7.117455173781477e-07,-3.7947801961776256e-10,-6.544004977405435e-15,2.915205963627265e-07
2.965,-3.3086242079427564e-09,1.9488915703469445e-08,3.0731296194204247e-07,-1.1484907919584903e-08,8.756193646029295e-06,-2.6778256165913127e-09,5.4696182713372955e-08,6.890105837627588e-07,-7.119803996019286e-07,-3.824474336633692e-10,-6.706841390610664e-15,2.9158124841277556e-07
2.999,-3.3086385853309253e-09,1.9488960223412732e-08,3.0731368735391646e-07,-1.1919805042903586e-08,9.02333008112399e-06,-1.305997367323374e-08,8.02211516800887e-06,7.099466014470156e-07,-7.337862115328228e-07,-3.9692950786557735e-10,-7.0784122060937274e-15,3.004768917014289e-07
3.033,-3.308652907207943e-09,1.9489004854378322e-08,3.0731440980765324e-07,-1.1647849771791344e-08,8.759585935481682e-06,8.166824958325589e-09,-7.920244613883139e-06,6.891190250667432e-07,-7.124147246103259e-07,-3.878733973369119e-10,-7.031581168996086e-15,2.9169421165154004e-07
3.067,-3.308667284596112e-09,1.9489049707388517e-08,3.07315136877811e-07,-1.1720179621605226e-08,8.761121178385417e-06,-2.17206756197843e-09,4.61033905025676e-08,6.89169514649228e-07,-7.126098738924386e-07,-3.9028198133323824e-10,-7.189108442225807e-15,2.9174533524023445e-07
3.101,-3.3086816064731295e-09,1.9489094116309502e-08,3.0731585819752653e-07,-1.2146068575334909e-08,9.028130191383172e-06,-1.2789458069960451e-08,8.018288678611262e-06,7.101043467353188e-07,-7.343964838859886e-07,-4.044640834878082e-10,-7.57010476529036e-15,3.0063673537305966e-07
3.135,-3.308695928350147e-09,1.9489138858297395e-08,3.073165826368373e-07,-1.185309160132573e-08,8.76399598988538e-06,8.798107327602956e-09,-7.931958002936707e-06,6.892665875895048e-07,-7.129727707921562e-07,-3.9470795025280495e-10,-7.504595051376353e-15,2.918410664631832e-07
3.169,-3.3087101947160136e-09,1.9489183378240682e-08,3.073173036223272e-07,-1.1912412437856948e-08,8.765303751092013e-06,-1.781406502438975e-09,3.927210830729193e-08,6.893118876495042e-07,-7.131367125252181e-07,-3.966833341067177e-10,-7.657811978422042e-15,2.9188461491136404e-07
3.203,-3.3087245721041825e-09,1.9489228009206272e-08,3.073180279214743e-07,-1.2331601925783049e-08,9.032218447643266e-06,-1.2588272910693714e-08,8.015456352890485e-06,7.102458738856783e-07,-7.349090777372444e-07,-4.1064234404969024e-10,-8.049078676531411e-15,3.007728743065208e-07
3.237,-3.3087388939812e-09,1.948927252914956e-08,3.073187511480779e-07,-1.207110303605319e-08,8.768888821270719e-06,-1.4754459410481218e-09,3.377083803320493e-08,6.894400026656043e-07,-7.135822087377107e-07,-4.019677310186491e-10,-8.115347929355916e-15,2.92003997748315e-07
3.271,-3.308753215858218e-09,1.948931716011515e-08,3.073194746572549e-07,-1.2485257472531158e-08,9.035733285213369e-06,-1.2437070164503534e-08,8.013347265545044e-06,7.103734053445384e-07,-7.353439202896007e-07,-4.1575907374804786e-10,-8.517293428016155e-15,3.008899183976052e-07
3.305,-3.3087674822240842e-09,1.9489361902103042e-08,3.0732019697892916e-07,-1.216225590709356e-08,8.771013590100026e-06,9.699746709837766e-09,-7.949540393794067e-06,6.895188313009086e-07,-7.138433431150956e-07,-4.050031216187553e-10,-8.41665536440889e-15,2.920747525503309e-07
3.339,-3.308781804101102e-09,1.9489406311024027e-08,3.073209233234542e-07,-1.2203320556272136e-08,8.77198872698818e-06,-1.2331726480052554e-09,2.9283390034678462e-08,6.895557776027822e-07,-7.139624187153265e-07,-4.0637057443361624e-10,-8.564142847705147e-15,2.9210722460870644e-07
3.373,-3.308796237000422e-09,1.948945116403422e-08,3.073216461358078e-07,-1.2613652384847502e-08,9.038780765399531e-06,-1.2322277134395378e-08,8.011772925265776e-06,7.10488808847115e-07,-7.357161136168099e-07,-4.2003462431950087e-10,-8.976452451033494e-15,3.009913994878044e-07
3.407,-3.3088105033662885e-09,1.9489495461932904e-08,3.073223671937528e-07,-1.2279816282942064e-08,8.773838226020584e-06,1.0025108165328455e-08,-7.956232413782201e-06,6.896272417987046e-07,-7.141868743645887e-07,-4.089178821259811e-10,-8.860277135355347e-15,2.9216881292648547e-07
3.441,-3.308824769732155e-09,1.9489540092898494e-08,3.073230894521367e-07,-1.2314415593345779e-08,8.774690154658328e-06,-1.0390183304418888e-09,2.5583442574900862e-08,6.896607967793205e-07,-7.14289627966012e-07,-4.1007003915953423e-10,-9.004975058129436e-15,2.9219718215012233e-07
3.475,-3.308839202631475e-09,1.948958461284178e-08,3.0732381056930967e-07,-1.2721815112870916e-08,9.041442997696007e-06,-1.2234219805559659e-08,8.01059588701737e-06,7.105936247028095e-07,-7.360372549285515e-07,-4.236364431536772e-10,-9.428643303953692e-15,3.0108005182327703e-07
3.509,-3.3088534134861902e-09,1.948962924380737e-08,3.0732453619953186e-07,-1.2379104628255307e-08,8.776311775914024e-06,1.0291606144612885e-08,-7.961898552011482e-06,6.897258374448666e-07,-7.144840467013772e-07,-4.1222418401606657e-10,-9.296935950455518e-15,2.92251182137937e-07
3.543,-3.308867790874359e-09,1.9489673652728357e-08,3.073252572747903e-07,-1.2408469527156182e-08,8.777061284977446e-06,-8.81828795822096e-10,2.250777968234824e-08,6.897564332710395e-07,-7.145733723253519e-07,-4.132020351464747e-10,-9.43952112252935e-15,2.92276140789749e-07
3.577,-3.3088821127513768e-09,1.9489718172671644e-08,3.073259830606699e-07,-1.2813608752627293e-08,9.043785104184736e-06,-1.2166343107240547e-08,8.00972430051921e-06,7.106891995821517e-07,-7.363164170874062e-07,-4.266931713482306e-10,-9.874569621810479e-15,3.0115804396935173e-07
3.6109999999999998,-3.3088964901395457e-09,1.9489762803637234e-08,3.073267059695921e-07,-1.2463561114104223e-08,8.778492479979797e-06,1.0511941096788891e-08,-7.966745471619787e-06,6.898158372842795e-07,-7.147429595124879e-07,-4.1503658498566375e-10,-9.72799120438387e-15,2.9232379958332727e-07
3.645,-3.308910700994261e-09,1.9489807545625126e-08,3.073274275478187e-07,-1.2488660236084212e-08,8.77915600126976e-06,-7.537273867864625e-10,1.9925564263155044e-08,6.898438198654965e-07,-7.14821140337665e-07,-4.1587238574449813e-10,-9.869084983755509e-15,2.9234589484228303e-07
