Ground_Truth_X,Ground_Truth_Y,Ground_Truth_Yaw,Velocity_Linear_X,Velocity_Linear_Y,Velocity_Angular_Yaw,Delta_X_X,Delta_X_Y,delta_X_Yaw
-0.303264081412842,1.1923689901285779,1.7053954647190177,0.032960862694157884,0.06116624174309048,0.20742517552516174,-0.6411757283636543,0.7166876836679782,1.5219889498828163
0.4347142714547229,0.19304602551726416,1.2763158403102617,-0.7359108229245415,1.6210699173626086,0.6842693932352192,-0.13038358399229177,0.2718871150446254,0.6321997824762887
0.2522352096009876,0.7818817423677448,-0.4180073608827638,1.1348147720897759,-1.2765437730978173,-0.017093187999779828,-0.06751147426432427,1.8048292405557458,-0.0863102765075227
-0.0990766071585377,-1.178218240955327,-1.4047265381351361,0.007514423502159914,0.049690187893202266,0.7434405113045722,-0.44097895924598346,-0.21099281034804682,-1.309080429106909
-0.11133550914696135,0.29066611751544164,-0.7143689466124474,0.24160959469960377,-1.5293111475765055,-0.9177768408004187,-0.05142846059373317,0.15192382911607483,0.02961289486702422
0.6308098115775589,0.02514729876877645,-0.7807540101840045,0.03669191172617986,-0.6967201734488245,-3.2631211150962827,0.4937577809962065,0.2767377284828677,-0.16473816866701463
0.6151781189344872,2.1668095526169835,-0.8878668262479097,-0.3257955463029463,-1.6123097249950398,0.48970078473467876,0.34442469985841406,2.1035040197731223,-0.060364262089431325
2.0173350195418287,0.33376059953578,1.1813312723108151,-0.025825086970790535,0.2552384210154698,-2.6061915628945926,1.6264612846168047,0.5138692123944937,1.6374521702410558
0.48828472756732744,-0.5748487968128062,1.2519504743812866,-0.6592718671093534,1.6454350441601777,0.7329156315182241,-0.05256857048104452,0.15886318466561372,0.04063844659913903
0.21490472805961477,-0.7150127331641084,-0.5752383555197733,-0.4011296025529577,1.0889410247592006,1.1468274485671157,0.28048388868213725,-0.3516857461385973,0.17877583269398287
0.615967047736795,-0.41601133465882084,0.44377739562281954,1.4025488531888946,0.7895462465601153,-1.9663464770875116,-0.6212920549861313,-2.1666707508872967,-1.0707337944571218
0.5606626844623459,0.5847169831482586,1.8288080458192384,-1.8216149794286378,0.4046946545609974,-0.5265308063689145,-0.05409896493933128,0.15611749448393786,0.032784351075382065
-1.1020451765239654,2.660848851052525,0.12964374809711715,-1.5123521392488206,0.06130354130711433,0.10500435300524234,-0.053546504188829946,0.1553599057121564,0.037044991510760954
