Ground_Truth_X,Ground_Truth_Y,Ground_Truth_Yaw,Velocity_Linear_X,Velocity_Linear_Y,Velocity_Angular_Yaw,Delta_X_X,Delta_X_Y,delta_X_Yaw
-0.6183403735990881,0.30065895356306355,0.08887474152231652,0.05315393860923698,0.031853137438960226,0.05877724853102396,-0.2773757214113373,-0.04149543114015037,0.014915606986379492
0.008502801084186256,-1.5407279643506946,1.8662733953522608,-1.6930371711794918,0.09101167553833041,-0.06821159145232752,-1.6011270996515403,-1.7145113495819344,0.8265717410488567
0.6516264891579165,-1.531405909006589,-1.699907579242502,-1.4134800493708513,0.012064913099892364,0.01787371759187965,2.2423631322005075,-2.4733079709697017,-1.5391444938110035
-1.139725239623874,2.346784166727778,0.08886311931169215,0.053153939526928984,0.03185313209126497,0.058777226613423265,-1.3988020154764242,1.3266574676800424,0.01491764131681612
-2.6432799864568666,-0.16353976069377393,-0.5382080805562187,0.8630672184534527,-1.5878014327035703,-0.9066055423249225,-1.8256460025136445,-0.2716331280064613,-1.3812567864553755
-0.38764082766031743,0.9843125043715046,1.6438337562490657,0.05335777652476289,0.03175674488569494,0.062197747905194244,-0.6048046922793001,0.5173351973469308,1.4803559359391154
0.2493408020074677,0.34667612900602146,-0.9482972621089318,-0.36349032392332503,-1.6917368699497815,0.49249746285389756,0.6218723774682652,0.2018042378414972,-1.195931540929555
0.35848050848265406,-1.1201828040760813,0.054554838764537886,0.05321285786030545,0.031845563534969805,0.057312105177883266,0.15413482516423457,-0.2647697097461444,0.5550324818632805
1.0001403182046225,-0.1280159189241375,0.06967066663446979,1.6950904763248908,-0.02465332269858491,-0.06934597306120772,0.5816340654910478,0.357807412346504,-0.1653511738000723
-1.8075894678567892,1.179999874632025,-0.6376087462169248,0.5709382668580701,-1.6861181859902425,-0.1793554638179231,-1.430199752279325,0.2818654664638789,-0.34657381130286796
-1.1640116293797664,2.2952897552284472,-0.5537060459457727,0.8314344392440244,-1.6316616848912664,-1.6147406301777878,-1.3516369752450001,1.2866532646044653,-0.4685349131614461
-2.1557834364094597,1.6300980918281642,0.10050945573601505,1.7126678554245327,0.06742600559977695,-0.5857334331777122,-2.081081082277917,2.449152609020063,-1.3441158062412961
-0.19923968119933574,-1.4341796658517985,1.627585396586425,-0.035955546046786364,0.07281487188252606,-2.9499065678514094,0.2631465694824562,-0.3179272125224611,1.902819420570427
0.19118961956866048,-1.282844161412946,0.07361529529338762,-1.565896399249139,0.07116107243168317,-0.5116862736150724,0.5574952140349806,-1.0234815792742344,0.021752625899943458
0.42110339035753347,0.9341338785854273,0.08886583220095397,0.053153939373883574,0.03185313292693382,0.05877723003486817,-0.03539892426609382,-0.03006509831392286,0.014916592199220237
