Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
0.35600000000000004,0,0,356000000,base_footprint,0.00023967642251116128,-2.218693025915023e-05,0.9999999699448283,4.6618615900593946e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002837415224644426,0.047563577007631495,3.1715191166606996e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.9987863760526096e-06,1.7180071656686105e-06,-0.046483590975242024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39,1,0,390000000,base_footprint,-0.0008031560133738613,-2.9838058033743414e-05,0.9999996759401248,4.6580614692090276e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004201811600755435,0.06777864970510998,6.676353660822777e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00035529636769997215,2.0465439301510744e-09,0.0028037654450256836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42400000000000004,2,0,424000000,base_footprint,-0.0019568283352082477,-3.729699891626059e-05,0.9999980836337437,4.648269400002791e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004207201334162774,0.06770236741407855,7.902920526627404e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002975353452042297,4.265402942500864e-07,0.00015251610505861288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.458,3,0,458000000,base_footprint,-0.003109195421589295,-4.476305929417358e-05,0.9999951643634827,4.636539960240469e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00042120007672683175,0.06762592484201704,8.943178222021446e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002947169648413493,6.467260112482373e-08,0.00014992956575743296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.49200000000000005,4,0,492000000,base_footprint,-0.00397147176801882,-6.92929223901704e-06,0.9999921125260365,4.7430956874856414e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000353376960375164,-0.0052235961807823,-0.00014083139049304936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000966909737386876,0.0003923198078338277,0.13173692188099329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.522,5,0,526000000,base_footprint,-0.003854431094779846,-6.8937428052926955e-06,0.9999925704594478,4.836650188057984e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.9029932284448785e-05,-0.0004242939935695008,1.2708901983005141e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011090952663930403,-0.00037067792400947557,0.00021540952550582571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.552,6,0,560000000,base_footprint,-0.003853074692914622,-6.874886647030356e-06,0.99999257569293,4.824071384024752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.880873178346082e-05,-0.0001854822305016054,8.982448230734809e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.585647986499716e-06,-5.792583880754809e-06,-1.338566504148565e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6010000000000001,7,0,594000000,base_footprint,-0.0038531022837636777,-6.875883701552607e-06,0.9999925755936725,4.8094140514895784e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.870806983923748e-05,-0.00018017325896967678,9.731684326675163e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.33089067447895e-07,1.456664649652135e-06,-5.452813817678078e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.628,8,0,628000000,base_footprint,-0.003853101635254996,-6.8765235802277855e-06,0.999992575603493,4.794157158107739e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.871136997410077e-05,-0.00018042027257829035,9.855020793084514e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0749075854794615e-08,2.399558497016911e-07,2.5062433564358173e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.662,9,0,662000000,base_footprint,-0.0038531016284967397,-6.877158184816004e-06,0.9999925756108609,4.77880944352217e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8711522520642574e-05,-0.0001804102408174803,9.872559826982458e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.338435341043656e-09,3.4115394390561695e-08,-1.2317688890152552e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
