Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
0.316,0,0,316000000,base_footprint,0.0013237003323403316,0.0005958855808507315,-0.9240716088525726,0.38221663288039026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06775971555327721,-0.00048183442597293097,-0.000375189656567768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67795780303373e-05,-0.00010802050112698527,-0.02953442926000684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35000000000000003,1,0,350000000,base_footprint,0.0023856179451978753,0.0010467855529779962,-0.9240708812460964,0.3822122702113166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06768252690326551,-0.0004808335884126068,-0.0004966736618370651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.332298319234426e-06,-0.0002662528003860227,0.0001503081221581963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.384,2,0,384000000,base_footprint,0.003446208641593427,0.00149357229720816,-0.9240690262130307,0.3822071790030809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06456597725148154,0.006131473575601381,-0.0006683663302841346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006571711795659258,0.0029286420621925705,0.015705326804380904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41800000000000004,3,0,418000000,base_footprint,0.0035668471985246504,0.0014834704406328405,-0.9240720141427604,0.38219888748484904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005347439305728268,6.306490262620538e-05,-0.00041310134961432417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004716962303151923,-0.0003297322129360528,0.12194342037929004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.452,4,0,452000000,base_footprint,0.003564925849712373,0.0014822731837616234,-0.9240719854827721,0.3821989793495297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011691029016638058,3.0549236065631535e-05,0.00019390386155268715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008258599461594218,-0.0023432605377353157,-0.00562846476088236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48600000000000004,5,0,486000000,base_footprint,0.003564767221507588,0.001482271711701927,-0.9240703934604424,0.38220282996740423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018122532099583465,3.0310481423649805e-05,0.00030350154766388675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00021294548859553976,-2.6812379030212273e-05,5.744484072051951e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.52,6,0,520000000,base_footprint,0.0035647076227266687,0.0014822847676550892,-0.9240684414371481,0.3822075499402808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017575113742089257,3.076353566782497e-05,0.00032924134801591483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.014492015348734e-05,-6.68046166412204e-06,-8.56260842994255e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.554,7,0,554000000,base_footprint,0.0035646859622541225,0.0014823061685408422,-0.9240664006328897,0.38221248410248093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017465540436363764,3.089104131087553e-05,0.00033565747857852414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2505980624603939e-05,-1.6210952215766795e-06,-1.7452897190384747e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5880000000000001,8,0,588000000,base_footprint,0.0035646734978204207,0.0014823290641631608,-0.9240643377242023,0.3822174715390844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017438237875816193,3.09464520482905e-05,0.000337259824247422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1227523719153234e-06,-4.1226617813984967e-07,-4.2393149470376604e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.622,9,0,622000000,base_footprint,0.0035646634361245007,0.0014823520436791728,-0.9240622692528662,0.38222247232501827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017431571323245972,3.098307850600076e-05,0.0003376687881934711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.950050869475816e-07,-1.2053615962016267e-07,-1.108082917655493e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.656,10,0,656000000,base_footprint,0.0035646540779137705,0.0014823747888770523,-0.9240601993200509,0.38222747656189987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017430026957405878,3.1013455207699323e-05,0.00033778179319255075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1769703523711233e-07,-4.8144371866833355e-08,-3.3521175745274445e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6900000000000001,11,0,690000000,base_footprint,0.0035646449919648554,0.0014823972446793717,-0.924058128942834,0.3822324817949921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001742975275934777,3.1040828017931124e-05,0.0003378214011296907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.450185392641609e-08,-3.0157400870455564e-08,-1.4725583506763979e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7240000000000001,12,0,724000000,base_footprint,0.0035646360622307266,0.001482419418950892,-0.9240560583734463,0.3822374874155337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001742979371458634,3.1066137197541106e-05,0.0003378428055568817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.89650753504996e-08,-2.566775726074462e-08,-1.0398229160923265e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.758,13,0,758000000,base_footprint,0.003564627251671668,0.00148244133316778,-0.9240539876744411,0.3822424932725486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017429912985210153,3.108973807346445e-05,0.00033785969408366866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.012877294094087e-08,-2.4528697825891157e-08,-9.62780148680929e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.792,14,0,792000000,base_footprint,0.003564618543607288,0.0014824630103688285,-0.9240519168613331,0.3822474993285861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001743005182187696,3.1111830201385476e-05,0.0003378754613488776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7916246711552945e-08,-2.422324675211749e-08,-9.711610146344972e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8260000000000001,15,0,826000000,base_footprint,0.0035646099271016817,0.0014824844723359157,-0.924049845937971,0.3822525055743505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017430195635876182,3.113256357583323e-05,0.0003378909492407903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7348127979089277e-08,-2.4126820200582385e-08,-9.981732953900434e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8600000000000001,16,0,860000000,base_footprint,0.0035646013932744687,0.0014825057390471601,-0.9240477749053101,0.382257512007529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017430340811570304,3.115206698270452e-05,0.0003379063667899478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7189822684028693e-08,-2.4084334172982603e-08,-1.0275043810488763e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.894,17,0,894000000,base_footprint,0.003564592934327908,0.0014825268286803213,-0.9240457037635872,0.3822625186275415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017430486428427196,3.117045532841577e-05,0.0003379217658691177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7134606060451303e-08,-2.4057080214928156e-08,-1.0553053436793744e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.928,18,0,928000000,base_footprint,0.0035645845432520423,0.0014825477577388821,-0.924043632512861,0.38226752543423914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017430632272176952,3.118783225723499e-05,0.000337937159635042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7106779698419374e-08,-2.4035334850334904e-08,-1.0808327409625651e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9620000000000001,19,0,962000000,base_footprint,0.0035645762137033535,0.0014825685411974166,-0.9240415611531453,0.3822725324275803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017430778257491986,3.120429168343806e-05,0.0003379525513198342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7086830146482783e-08,-2.401646633116727e-08,-1.1040769095948974e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9960000000000001,20,0,996000000,base_footprint,0.0035645679399312117,0.0014825891926411306,-0.924039489684442,0.38227753960755173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017430924365866027,3.1219919050931916e-05,0.0003379679419385348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.707029076930754e-08,-2.399972137573089e-08,-1.1251944308144424e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.03,21,1,30000000,base_footprint,0.003564559716719927,0.0014826097243941026,-0.9240374181067507,0.38228254697414743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001743107058043303,3.1234791468814274e-05,0.000337983331816315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.705567624106102e-08,-2.3984760570195732e-08,-1.1443783969611072e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.064,22,1,64000000,base_footprint,0.0035645515393381414,0.0014826301476363489,-0.9240353464200687,0.38228755452736407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017431216896075945,3.124897918190699e-05,0.0003379987211487656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7042622977686606e-08,-2.3971386743257184e-08,-1.1617426247743605e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.098,23,1,98000000,base_footprint,0.0035645434034935735,0.0014826504725097753,-0.9240332746243936,0.3822925622672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017431363303078512,3.126254576775752e-05,0.00033801411006306915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7030880665450855e-08,-2.395943661077762e-08,-1.1775533924635001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.131,24,1,132000000,base_footprint,0.0035645353052927197,0.001482670708214928,-0.9240312027197222,0.3822975701936545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017431509790567958,3.1275548954870684e-05,0.0003380294986275917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7020241869298218e-08,-2.3948763628135598e-08,-1.1918856767121043e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.166,25,1,166000000,base_footprint,0.0035645272412032835,0.0014826908630979514,-0.924029130706051,0.38230257830672704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017431656350719643,3.128804107253281e-05,0.0003380448870172001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.701082291779076e-08,-2.3939278696472695e-08,-1.2048724794852494e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2,26,1,200000000,base_footprint,0.0035645192080209936,0.0014827109447302677,-0.9240270585833762,0.3823075866064184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017431802980670498,3.130006964256107e-05,0.0003380602752335333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70022030089775e-08,-2.3930817817956995e-08,-1.2167046008701663e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.234,27,1,234000000,base_footprint,0.0035645112028390605,0.001482730959980276,-0.9240249863516936,0.3823125950927295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017431949666666405,3.1311677649952054e-05,0.00033807566339290297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6994533199710865e-08,-2.3923330277196655e-08,-1.227415801371827e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.268,28,1,268000000,base_footprint,0.003557118406680883,0.0014798849547437082,-0.924023481321016,0.3823163125169416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004029853874087915,-7.224642980939292e-05,-0.0011664183116149858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010069036148413098,0.06871068710891605,0.005312768142136421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.302,29,1,302000000,base_footprint,0.0035574830979862855,0.0014796134099658506,-0.9240897864944123,0.38215601729513055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004219322879073451,0.00019167666858487244,-0.01878248055575293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030477830494539115,0.741489914867412,0.0001118029284928652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
