odom_world_velocity_x,odom_world_velocity_y,odom_angular_velocity,delta_position_x_world,delta_position_y_world,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw
-0.05456865082651869,0.1025142829092532,-0.0988458137524178,-0.0018533584690933998,0.003487655501736,-0.0033022941059353004,-0.0024288553340207,0.0030747528545922,-0.0032751192789954
-0.1388948793297475,0.1617599069168575,0.0172916687479295,-0.0047513213504331,0.0055317810593003,7.180541694351561e-05,-0.0057364586045827,0.0047942374862067,-0.0021407768392067
-0.0775591855956948,0.1307843033236505,-0.1157405817969731,-0.0026371780889017996,0.0044464286712504,-0.0039910628927501,-0.0032719937315962,0.00375420007323,-0.0038518276093741
2.1142961685316486e-06,-2.114458151278309e-06,0.00032618949255370025,-4.292728190014722e-07,-5.806888516120615e-07,1.086246496218024e-05,-1.0289644923065357e-07,1.0286337108811202e-07,8.187447133964983e-06
-0.1452043294893445,0.1504388329568743,-0.0936283144483998,-0.0050913117912865,0.0052826763334199,-0.0022528655142299,-0.005377605412789,0.0042725840340113,-0.0031160902909944
-0.1360415255058648,0.1503673187405141,-0.006054749738512399,-0.0046349716541629,0.0051249520747125,0.0006812331910470001,-0.005345198763929,0.0043613348092287,0.0015300184918001
-0.1335678791010021,0.1612291548286555,-0.1356331547053479,-0.0043648797088526,0.0052844788608503,-0.0051584159778963,-0.0052550032443515,0.0044178722802896,-0.0045086650076489
1.9872318264141375e-06,-1.9881440219554625e-06,0.0002827503351774015,-4.0179072729497334e-07,-5.437654115947668e-07,1.0171697103267263e-05,1.7576553394044362e-07,-1.757763241991841e-07,5.110861958296874e-06
-0.169006698284362,0.1410787789822675,-0.009510107697444,-0.0057473883050258,0.0047977641331674,-0.0003825400816594,-0.0059116791696433,0.0042109179163479,-0.0003305820311688
-0.1342910949537529,0.1425504267963329,0.0847735882374005,-0.0046275793736462,0.0049186047866904,0.0030655325165414,-0.0047405875645591,0.0044403503324622,0.0035469316640152
-0.1470003438570898,0.1300768686244353,0.027684780114115695,-0.0050038644350309,0.004429471458336,0.0009808386604528,-0.0053222898027025,0.0037024629943878,0.0009274434660646
2.111005269228583e-06,-2.1114826375401297e-06,0.00031651506590180123,-4.2923808810015757e-07,-5.80460995359966e-07,1.0859646832894754e-05,-1.6773663302747172e-07,1.6772023314018045e-07,6.171925169788122e-06
-0.1329861252808142,0.1589742152177653,0.04684850619615491,-0.0044697650145373,0.0053351387050812,0.0011538018134146998,-0.0052928906930431,0.0043973828718281,0.0018552199501048
-5.670588754530526e-07,5.673353754981347e-07,-0.00033178686372880087,-3.928267430794788e-07,1.555281340095624e-07,-2.025831492780128e-06,-8.888904689206305e-07,8.889381985306768e-07,-1.4138494284605629e-05
-0.1635411391884762,0.1483542903344157,-0.0883919325831881,-0.0055754147965636,0.0050430402061976,-0.0029852788080706,-0.0060999895494106,0.0043500243122686,-0.0029429108749278
-0.1206892365737823,0.1554254139911111,-0.044465629769808,-0.004099061391112,0.0052706828504691,-0.0015148889114779,-0.0048519828004265,0.0042918122418469,-0.0016259309403721
-0.1553330512055725,0.1540347576788377,0.0925708547305447,-0.0052913658885823,0.0052461194662098,0.0025477412867123,-0.0054838887286174,0.0047401304913477,0.0048614693569882
-0.1643995293673282,0.137353671613309,-0.0289761188314478,-0.0055516308346812,0.004638033189881,-0.0013699804397862,-0.0055787813148575,0.0039944602511531,0.0020598032098583
-0.0527732980685918,0.0530436106865744,-0.0423570965849187,-0.001516568601031,0.0015208311956921997,-0.0014618695508272,-0.0023571675314954,0.0023562780551777,1.456613813940761e-06
-0.152590519317718,0.1594035913070985,-0.0331711386214761,-0.0051842049342418,0.0054164054111049,-0.0003376442652713,-0.0056711036381278,0.0045456625932901,-0.0011017703770255
-0.1475768816518808,0.164630246530794,-0.083371861267002,-0.0050186058479764,0.0055957828992501,-0.0027872388244736,-0.0057839123879372,0.0047557633174451,-0.0027722476454024
2.1161526624902116e-06,-2.1161349342546654e-06,0.00031664169520610047,-4.292875185520767e-07,-5.807861333537515e-07,1.0863670976135609e-05,-4.313413862261396e-08,4.31172724997564e-08,9.095050182198764e-06
2.099225005242067e-06,-2.100101937060894e-06,0.0003137278534122989,-4.2753335267181614e-07,-5.779658169696722e-07,1.0814633949252084e-05,9.81960989532936e-08,-9.819966743779688e-08,7.088199325927496e-06
-0.1643430291407115,0.1452574571937971,-0.0346410524119754,-0.0055601178280629,0.0049079523895199,-0.0010113875546902,-0.0061272305760265,0.0042844661339085,-0.0004576836486989
-0.0386112777079189,0.053689566774299605,-0.4676525708550152,-0.0013888889443779999,0.0019365250465276998,-0.0183573151183931,-0.0024030930962508,0.0031181745376517,-0.0073443478601722
-0.1692841859555664,0.1410113201545494,-0.0178014512861944,-0.0057509037073456,0.0047896001152894,-0.0005657771718197,-0.0060847512212005,0.0043590907879194,-0.0005339324397697
-0.1236065838953479,0.1315478699805232,-0.1207373551262627,-0.0042168484252252,0.0044651365779824,-0.003944073693364,-0.0047777293278372,0.0046835982483958,0.0024743426197838
-0.1459153453047764,0.1258028209398756,-0.0563411352822479,-0.0051127074256336,0.0044077805102822,-0.0019040842616866,-0.0049945277846468,0.0035271129504044,0.0008030106444471
