Time,Theta_calculated,linear_velocity_x,world_velocity_x,world_velocity_y,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw
0.36200000000000004,-1.5707969874325474,-1.3351203012161978e-07,8.820307392579936e-14,1.3351203012159061e-07,3.9157964894706176e-06,6.270711351933027e-05,0.00041547389601932696,-2.9147495365021346e-16,4.445950602740097e-09,1.3039602309937158e-07
0.396,-1.5707968570365243,0.00014161691514235584,-7.5091183588586e-11,-0.00014161691514233591,-9.718896177325436e-05,0.004256769584759083,-0.0030361789268085575,-7.016295193809631e-12,-4.715843274076497e-06,-3.2363924270493704e-06
0.42800000000000005,-1.5708000934289514,5.384600267026576e-05,-2.028181873732226e-10,-5.384600266988378e-05,-0.00036833826615456086,-0.0026357631373000023,-0.008142621753192386,-1.6565881409458424e-11,-1.7930718888301644e-06,-1.2265664262946877e-05
0.461,-1.5708123590932144,-2.933690499617101e-06,4.7033801259803796e-11,2.933690499240071e-06,8.246109913237586e-05,-0.001705095890987473,0.013537518477085186,1.3675559963531988e-12,9.769189362506497e-08,2.7459546011081166e-06
0.49500000000000005,-1.5708096131386133,-2.1685145622027155e-06,2.8811629827284283e-11,2.1685145620113144e-06,0.00022481320564566478,2.2978256378810376e-05,0.004274838033432099,6.414236208731467e-13,7.221153491729008e-08,7.486279748000638e-06
0.529,-1.5708021268588652,-1.002309136756748e-06,5.813457109471511e-12,1.0023091367398886e-06,0.00025397989642319814,3.502118394732635e-05,0.0008758765999259266,3.0395063364182207e-14,3.3376894253471004e-08,8.457530550892499e-06
0.562,-1.5707936693283144,-2.9085457990540964e-07,-7.729363263730345e-13,2.908545799043826e-07,0.0002633570851721283,2.1365001707247394e-05,0.0002815972597276319,-7.460712426338509e-14,9.685457510646763e-09,8.769790936231872e-06
0.5950000000000001,-1.570784899537378,3.3726297525225174e-07,3.8539908695860204e-12,-3.3726297523023137e-07,0.000272918978203716,1.8862389043773613e-05,0.0002871439348825134,1.8679148039421716e-13,-1.1230857074197749e-08,9.088201974183743e-06
0.628,-1.570775811335404,9.466668716306408e-07,1.9421305856576695e-11,-9.466668714314221e-07,0.00026312636869774803,1.8300417308660332e-05,-0.0002940723575365749,8.056638686192828e-13,-3.1524006814571105e-08,8.76210807763501e-06
0.662,-1.5707670492273262,1.6120059859279246e-06,4.7195614170118595e-11,-1.612005985237038e-06,0.0002592409031567563,1.9980153582501014e-05,-0.00011668064687662872,1.838778073442516e-12,-5.3679799300149394e-08,8.632722075119986e-06
0.6960000000000001,-1.5707584165052513,2.459107722549558e-06,9.322548600862385e-11,-2.459107720782455e-06,0.0002608644954034915,2.5438490589238243e-05,4.875652392598145e-05,3.514180080155912e-12,-8.188828708530386e-08,8.686787696936267e-06
0.7290000000000001,-1.5707497297175543,3.3036043422522526e-06,1.5393830698853442e-10,-3.303604338665715e-06,0.0002447606111599097,2.5360258849930766e-05,-0.00048360012743488853,5.647143467603806e-12,-1.1001002445100098e-07,8.150528351624994e-06
0.762,-1.5707415791892025,4.3899121426936915e-06,2.403371788997781e-10,-4.3899121361147485e-06,0.0002337053770915541,3.2621855869112274e-05,-0.00033198901106172953,8.66863330786084e-12,-1.461840740950287e-07,7.782389057148752e-06
0.796,-1.5707337968001456,5.891642509797295e-06,3.6840437497256897e-10,-5.891642498279132e-06,0.00022593328508902036,4.5097008021129224e-05,-0.00023339615623224416,1.313551040681497e-11,-1.9619169513432939e-07,7.523578393464379e-06
0.8290000000000001,-1.570726273221752,7.294189724522533e-06,5.109840529799453e-10,-7.294189706624403e-06,0.00020147379368738724,4.211853497673388e-05,-0.0007345192613103039,1.7991036268492882e-11,-2.428965171563039e-07,6.7090773297899955e-06
0.8610000000000001,-1.5707195641444223,9.075383897522518e-06,6.96650521361939e-10,-9.075383870784147e-06,0.00018081626018400898,5.348931450450404e-05,-0.0006203463514528007,2.4307948289452846e-11,-3.0221028280750506e-07,6.021181464127499e-06
0.896,-1.5707135429629582,-0.00015359611063757656,-1.2715274594896398e-08,0.00015359611011126696,0.0022245924015457208,-0.00488502986591889,0.061374658899751106,-6.162452552577137e-10,5.11475044594211e-06,7.407892697147251e-05
0.928,-1.5706394640359866,1.0686582672432426e-05,1.6763268344426989e-09,-1.0686582540955799e-05,0.00016334559262454938,0.004933414213513783,-0.06189930357120634,5.702462421641205e-11,-3.5586319842921755e-07,5.439408234397495e-06
0.9620000000000001,-1.5706340246277521,8.868369354067548e-06,1.4393555588835503e-09,-8.868369237262284e-06,0.00018715558233947042,-5.4601000551497834e-05,0.0007150147061537848,4.904587898780797e-11,-2.9531669541250473e-07,6.232280891904366e-06
0.9950000000000001,-1.5706277923468603,7.426950657103634e-06,1.2516970236621317e-09,-7.4269505516265995e-06,0.0002152064714937502,-4.328584675567308e-05,0.0008423690436720652,4.2731087228054604e-11,-2.47317453191527e-07,7.1663755007418825e-06
1.029,-1.5706206259713595,5.793592348747748e-06,1.0179389416756677e-09,-5.793592259321392e-06,0.00022742908448581097,-4.904979904972631e-05,0.0003670454351970203,3.475537591222117e-11,-1.929266220835312e-07,7.573388513377506e-06
1.062,-1.5706130525828461,4.650037855536024e-06,8.52232019207386e-10,-4.650037777439947e-06,0.00024248555727730814,-3.4340975772123834e-05,0.00045214633007499,2.9106796101760026e-11,-1.5484625785451213e-07,8.074769057334362e-06
1.095,-1.570604977813789,3.832433674914402e-06,7.33332274382545e-10,-3.832433604753209e-06,0.0002625302317154843,-2.455267809674541e-05,0.0006019421753206047,2.5062119221908768e-11,-1.2762003891299353e-07,8.742256716125627e-06
1.1280000000000001,-1.5705962355570728,2.983023375725216e-06,5.968768357233181e-10,-2.9830233160103033e-06,0.00026464269535805146,-2.5507816792468037e-05,6.3437346623639e-05,2.037932042685628e-11,-9.933467632111604e-08,8.812601755423114e-06
1.162,-1.5705874229553174,2.410458433563078e-06,5.035540182548733e-10,-2.4104583809658935e-06,0.00027235663840433576,-1.71941424072714e-05,0.00023164994132985898,1.718537307634558e-11,-8.026826399739861e-08,9.069476058864381e-06
1.196,-1.5705783534792586,2.0099108119279402e-06,4.381069203434677e-10,-2.009910764180131e-06,0.00028705822537927956,-1.2028457106160299e-05,0.0004414890983466605,1.4953070006478843e-11,-6.69300283663326e-08,9.55903890513001e-06
1.229,-1.5705687944403532,1.5853497841351088e-06,3.60718366046636e-10,-1.585349743097559e-06,0.00028365030765574293,-1.2749580414199141e-05,-0.00010233987157767644,1.22961240974658e-11,-5.279214637902303e-08,9.445555244936241e-06
1.262,-1.5705593488851084,1.2970791211756626e-06,3.0737909608915944e-10,-1.2970790847546345e-06,0.00028767366040974085,-8.656776665448835e-06,0.00012082140402396133,1.047114122827432e-11,-4.3192733465540795e-08,9.579532891644371e-06
1.296,-1.5705497693522168,1.092873190229773e-06,2.694560162263289e-10,-1.0928731570115795e-06,0.00029983725012516923,-6.132310238615301e-06,0.0003652729644272788,9.178611080969046e-12,-3.639267607682562e-08,9.984580429168136e-06
1.328,-1.5705397847717877,0.033704420850041834,8.64660021774044e-06,-0.03370441974093367,-0.0003343188446967212,1.0121119512568049,-0.01904372657122794,2.8242576915870727e-07,-0.0011223571787553545,-1.1132817528400817e-05
1.362,-1.570550917589316,0.06705413042176572,1.6455700712530433e-05,-0.06705412840257548,2.1391661477137122e-05,1.0014927799316482,0.010681997182398147,5.502453159610879e-07,-0.002232902475047492,7.123423271886663e-07
1.396,-1.5705502052469889,0.10312014010240482,2.5380088246233235e-05,-0.1031201369791115,2.2101571341678392e-05,1.0830633537729457,2.131861455078889e-05,8.486886445665878e-07,-0.0034339005608706057,7.359823256778905e-07
1.429,-1.570549469264663,0.13378067754156178,3.302476731546264e-05,-0.1337806734653555,2.145071630799021e-05,0.9207368600347435,-1.9545196206852306e-05,1.10426063051981e-06,-0.0044548964246503946,7.143088530560741e-07
1.462,-1.5705487549558101,0.16714375463929665,4.138008630515905e-05,-0.16714374951702457,2.1033458461425612e-05,1.0018942071391852,-1.2530265662600547e-05,1.3835813989424985e-06,-0.005565886856727237,7.004141667654729e-07
1.496,-1.5705480545416433,0.20624245413650705,5.1204278278942796e-05,-0.2062424477802062,2.0375568168631667e-05,1.1741351200363481,-1.975646524906742e-05,1.7119703042532734e-06,-0.0068678735085853995,6.785064200154346e-07
1.529,-1.5705473760352233,0.21801748473939303,5.427561788729869e-05,-0.2180174779834148,-0.06152403941547868,0.3536045226091886,-1.848180630139559,-5.624770311183369e-06,-0.00725997879318365,-0.00204875051253544
