Theta_calculated,yaw_world,linear_velocity_x,world_velocity_x,world_velocity_y,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,delta_position_x_world,delta_position_y_world,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw,twist.twist.linear.x,Time,odom_world_velocity_x,odom_world_velocity_y,odom_yaw_world
-1.576754801513336,-1.5749688114972495,0.2180085471124203,-0.0012989907299054,-0.2180046770992585,-0.0643162262512317,-0.1985823777519307,-0.0282053958233966,-3.542570930878966e-05,-0.0065102003847224,-0.0005424616066902,-5.102556474142397e-05,-0.0072595039094314,-0.002141730334166,0.1912237202476328,1.637,-0.0007727349515129,-0.1912221589304954,-1.574837337259566
-1.578896531847502,-1.5753099325617088,0.2180051950496198,-0.0017658674715488,-0.2179980430662067,-0.0644872985756291,-0.0001006625465606,-0.0051373070389594,-2.01721018569e-05,-0.006544038910479,-0.0003411210644592,-6.6592988834684e-05,-0.0072592661607997,-0.0021474270425684,0.1931708392130164,1.671,-0.0008570601020651,-0.1931689379021443,-1.575233139915754
-1.5810439588900702,-1.5757487848423175,0.2246245561680711,-0.0023018295232848,-0.2246127619138073,-0.0663467406976322,0.1987796131667055,-0.0558391027628568,-2.89942949871e-05,-0.0067693417124184,-0.0004388522806086,-8.490843556085584e-05,-0.007479514268715,-0.0022093464652311,0.2011071584739683,1.705,-0.0009703425083114,-0.2011048175079114,-1.5756213478470944
-1.5832533053553015,-1.5770015292912976,0.2178475213709142,-0.0027136517194719,-0.2178306192017007,-0.147323614448442,-0.2035145584731788,-2.4317379504747687,-3.812247532670001e-05,-0.0071427709739677,-0.00125274444898,-0.0001081524360775,-0.0072535089357725,-0.0049058763611331,0.2121179061315139,1.739,-0.0011711257732409,-0.2121146731512014,-1.5763174623959073
-1.5881591817164349,-1.5814558818464095,0.217599733221008,-0.0037779627692648,-0.2175669342872853,-0.1467124237635405,-0.0074410855827686,0.0183540746216677,-5.85649521778e-05,-0.0074627237826994,-0.0044543525551121,-0.0001434985965984,-0.007244642871786,-0.0048855237113259,0.2209929689842883,1.773,-0.0020008994241306,-0.2209839105952855,-1.5798505821062343
-1.5930447054277606,-1.5862081145129303,0.2242265949839124,-0.0049882666370173,-0.2241711022724328,-0.1488557534300668,0.1990048577448765,-0.06436425425004,-9.465615100679998e-05,-0.0074591721326797,-0.0047522326665205,-0.000184604992578,-0.0074644555654709,-0.0049568965892212,0.2210321287689546,1.807,-0.0030975159281797,-0.2210104236075991,-1.5848106573835372
-1.5980016020169816,-1.589033406836929,0.2068315589998573,-0.0056262154082835,-0.206755022909943,-0.0566260960065131,-0.522373452974629,2.769659382088701,-0.0001185093362806,-0.0071197837468512,-0.0028252923239986,-0.000193839604049,-0.0068847616699411,-0.0018856489970168,0.2091151138406197,1.841,-0.0035036008164215,-0.2090857613944443,-1.5875515229590402
-1.5998872510139983,-1.5938509388787248,0.2065012133223625,-0.0060064638706787,-0.2064138403677867,-0.1393857687608959,-0.0099202906154583,-2.485275458089573,-0.0001446914590088,-0.0071299276689737,-0.0048175320417958,-0.0002159619807176,-0.006873092157106,-0.0046415460997378,0.2097678197885625,1.875,-0.0044493835023874,-0.2097206265613745,-1.5920089093951313
-1.6045287971137363,-1.5976279314603343,0.2129422156736758,-0.0071817048031685,-0.2128210758645262,-0.1447800793842296,0.1934234940334319,-0.1619913100100236,-0.0001771085360666,-0.0071263496817391,-0.0037769925816097,-0.0002562288280977,-0.0070863380481496,-0.0048211766434948,0.2099549181382778,1.909,-0.0054657527428537,-0.2098837611569912,-1.5968322508456394
-1.6093499737572312,-1.5988847948579117,0.2068508750058982,-0.0079728801397584,-0.206697164162895,-0.0372604845896486,-0.182923143176504,3.22881666049793,-0.0001949562004516,-0.0071086052412351,-0.0012568633975771,-0.0002697624267627,-0.0068828492679225,-0.0012407741368352,0.2091835599485396,1.943,-0.0057657218705362,-0.2091040846182969,-1.5983627960489954
-1.6105907478940666,-1.6001563288138865,0.207007698905879,-0.0082355775015141,-0.2068438122582439,-0.0368905806007245,0.004709426425851,0.0111082278956175,-0.0002038079142156,-0.0071136635737547,-0.0012715339559747,-0.0002784708525431,-0.0068877289509253,-0.0012284563340041,0.209332342133679,1.977,-0.0060278171078327,-0.209245537309846,-1.5995957487045973
-1.6118192042280708,-1.6014517991579975,0.2134016100354206,-0.008751892884718,-0.2132220709416456,-0.037869327470344,0.1920093432294758,-0.0293917978864722,-0.0002147115981655,-0.0071793065057687,-0.001295470344111,-0.0002959101731537,-0.0071001095172429,-0.0012610486047624,0.209431916375371,2.011,-0.0062960083981392,-0.2093372586877715,-1.6008631724874625
-1.6130802528328332,-1.603290306746805,0.2178214847902163,-0.0092076032209558,-0.2176267889740137,-0.0646316091067622,0.1327289716154869,-0.8036721212137579,-0.0002377072852971,-0.0074963681849848,-0.0018385075888074,-0.0003144067448478,-0.0072466367344386,-0.0021522325832551,0.221436191846631,2.045,-0.0070206439108354,-0.2213248689565075,-1.6025066835703994
-1.6152324854160884,-1.604842385666443,0.2185093260936942,-0.0097065199677425,-0.2182936303698214,-0.0460043889857974,0.0206558949993356,0.5593759796085521,-0.0002499670464177,-0.0075014225275261,-0.0015520789196383,-0.000328790179836,-0.0072689276820195,-0.001531946153227,0.2207836569750655,2.079,-0.0073395725860498,-0.2206616275239932,-1.6040457312359957
-1.6167644315693157,-1.60676819952701,0.2248008215377138,-0.0103300288141889,-0.2245633537973841,-0.0456364123367653,0.1889337971177067,0.0110503498207818,-0.0002595847632075,-0.007485438754827,-0.0019258138605666,-0.000349666985703,-0.0074776956546741,-0.0015196925308142,0.2205258402227176,2.113,-0.0076883944310071,-0.220391775701837,-1.605667309746134
-1.6182841241001298,-1.6106127552948524,0.2178868283351207,-0.0103430770866321,-0.2176411971992397,-0.0989308599423426,-0.2076274235012947,-1.6004338620293468,-0.0002748296395211,-0.007456610895563,-0.0038445557678423,-0.0003563570397711,-0.0072468716576044,-0.00329439763608,0.2197964122283784,2.147,-0.0082683446966704,-0.2196408370600611,-1.608423401706717
-1.6215785217362098,-1.6146430917332637,0.2176194578795314,-0.0110464444847187,-0.2173389162391935,-0.1003506698218354,-0.0080291428104896,-0.0426369333181022,-0.0003099136074677,-0.007443771425227,-0.0040303364384111,-0.0003799336287249,-0.0072367580802761,-0.0033416773050671,0.2189451482066722,2.181,-0.0091147281873197,-0.2187553419994879,-1.6124385511839123
-1.624920199041277,-1.6180486874278055,0.2240215250851708,-0.0121189934977968,-0.2236934815726336,-0.1041578725017736,0.1922542704396201,-0.1143304108089549,-0.0003402166103909,-0.0074802880528845,-0.0034055956945422,-0.0004164749971786,-0.0074482784071556,-0.003468457154309,0.2203171055720978,2.215,-0.0100024912481849,-0.2200899297480393,-1.6162123674642277
-1.6283886561955858,-1.621330880575846,0.2174417467341629,-0.0125160549904052,-0.2170812326993768,-0.0953816999945918,-0.1975909414717086,0.2635487239393945,-0.0003641133398314,-0.0074841459072423,-0.0032821931480402,-0.0004282592492247,-0.0072281312800847,-0.0031762106098199,0.2203635375908837,2.249,-0.0107057944302519,-0.2201033272469682,-1.6193978804893958
-1.6315648668054057,-1.624631176381769,0.2175742329224902,-0.0132135324507108,-0.2171726257887583,-0.0958616081296161,0.0039785642140334,-0.0144116557064358,-0.0003893699545631,-0.0074888427822421,-0.0033002958059229,-0.0004515478190982,-0.0072311341563768,-0.0031921915507162,0.2205319507464135,2.283,-0.0114172075102502,-0.220236211084114,-1.6225906985925127
-1.634757058356122,-1.627471906558678,0.224346563765164,-0.014339588523083,-0.2238878220766495,-0.0992589765919159,0.2033732985787948,-0.1020230769459397,-0.0004134894827336,-0.0074899264377946,-0.0028407301769091,-0.0004898238548285,-0.0074546620643116,-0.0033053239205107,0.2207219093966827,2.317,-0.0121558690779901,-0.2203869236925734,-1.6258974376396944
-1.6380623822766327,-1.630001470510342,0.2179386332679356,-0.0146488193896096,-0.2174457632633626,-0.0739762974002846,-0.1924303452621142,0.7592396153643006,-0.0004330408535823,-0.0074920166963572,-0.002529563951664,-0.0004967191139331,-0.0072403360887736,-0.0024634107034294,0.22069534616066,2.351,-0.0126976451639898,-0.2203297656338402,-1.628362837485353
-1.6405257929800623,-1.6325459015848531,0.2181073329879828,-0.0151961864322402,-0.2175773072290569,-0.0738281878035264,0.0050660576590745,0.0044477356383845,-0.0004525756674571,-0.0074972243334403,-0.002544431074511,-0.0005149339454393,-0.0072446953369569,-0.0024584786538574,0.2208818397025702,2.385,-0.0132508696399801,-0.22048401657303,-1.630823129500129
